	drug_concept_id	concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason	_c0	_c1	_c7	_c11	_c12	_c13	_c14	_c16
419	19089810	19089810	gonadorelin	Drug	RxNorm	Ingredient	S	6384	1970-01-01	2099-12-31		6384	ENG	5480399	ATC	IN	H01CA01	gonadorelin	N
420	19089810	19089810	gonadorelin	Drug	RxNorm	Ingredient	S	6384	1970-01-01	2099-12-31		6384	ENG	5480400	ATC	IN	V04CM01	gonadorelin	N
421	991876	991876	loperamide	Drug	RxNorm	Ingredient	S	6468	1970-01-01	2099-12-31		6468	ENG	5480877	ATC	IN	A07DA03	loperamide	N
422	791967	791967	lorazepam	Drug	RxNorm	Ingredient	S	6470	1970-01-01	2099-12-31		6470	ENG	5480885	ATC	IN	N05BA06	lorazepam	N
423	992956	992956	magnesium hydroxide	Drug	RxNorm	Ingredient	S	6581	1970-01-01	2099-12-31		6581	ENG	5480927	ATC	IN	A02AA04	magnesium hydroxide	N
424	992956	992956	magnesium hydroxide	Drug	RxNorm	Ingredient	S	6581	1970-01-01	2099-12-31		6581	ENG	5480928	ATC	IN	G04BX01	magnesium hydroxide	N
425	701322	701322	memantine	Drug	RxNorm	Ingredient	S	6719	1970-01-01	2099-12-31		6719	ENG	5481027	ATC	IN	N06DX01	memantine	N
426	19005147	19005147	methotrimeprazine	Drug	RxNorm	Ingredient	S	6852	1970-01-01	2099-12-31		6852	ENG	5480823	ATC	IN	N05AA02	levomepromazine	N
427	1506270	1506270	methylprednisolone	Drug	RxNorm	Ingredient	S	6902	1970-01-01	2099-12-31		6902	ENG	5481151	ATC	IN	D07AA01	methylprednisolone	N
428	1506270	1506270	methylprednisolone	Drug	RxNorm	Ingredient	S	6902	1970-01-01	2099-12-31		6902	ENG	5481152	ATC	IN	D10AA02	methylprednisolone	N
429	1506270	1506270	methylprednisolone	Drug	RxNorm	Ingredient	S	6902	1970-01-01	2099-12-31		6902	ENG	5481153	ATC	IN	H02AB04	methylprednisolone	N
430	1707164	1707164	metronidazole	Drug	RxNorm	Ingredient	S	6922	1970-01-01	2099-12-31		6922	ENG	5481196	ATC	IN	A01AB17	metronidazole	N
431	1707164	1707164	metronidazole	Drug	RxNorm	Ingredient	S	6922	1970-01-01	2099-12-31		6922	ENG	5481197	ATC	IN	D06BX01	metronidazole	N
432	1707164	1707164	metronidazole	Drug	RxNorm	Ingredient	S	6922	1970-01-01	2099-12-31		6922	ENG	5481198	ATC	IN	G01AF01	metronidazole	N
433	1707164	1707164	metronidazole	Drug	RxNorm	Ingredient	S	6922	1970-01-01	2099-12-31		6922	ENG	5481199	ATC	IN	J01XD01	metronidazole	N
434	1707164	1707164	metronidazole	Drug	RxNorm	Ingredient	S	6922	1970-01-01	2099-12-31		6922	ENG	5481200	ATC	IN	P01AB01	metronidazole	N
435	19007490	19007490	metyrapone	Drug	RxNorm	Ingredient	S	6923	1970-01-01	2099-12-31		6923	ENG	5481201	ATC	IN	V04CD01	metyrapone	N
436	1307542	1307542	mexiletine	Drug	RxNorm	Ingredient	S	6926	1970-01-01	2099-12-31		6926	ENG	5481202	ATC	IN	C01BB02	mexiletine	N
437	1308368	1308368	midodrine	Drug	RxNorm	Ingredient	S	6963	1970-01-01	2099-12-31		6963	ENG	5481220	ATC	IN	C01CA17	midodrine	N
438	1313200	1313200	nadolol	Drug	RxNorm	Ingredient	S	7226	1970-01-01	2099-12-31		7226	ENG	5481305	ATC	IN	C07AA12	nadolol	N
439	1714319	1714319	naltrexone	Drug	RxNorm	Ingredient	S	7243	1970-01-01	2099-12-31		7243	ENG	5481318	ATC	IN	N07BB04	naltrexone	N
440	717136	717136	neostigmine	Drug	RxNorm	Ingredient	S	7315	1970-01-01	2099-12-31		7315	ENG	5481362	ATC	IN	N07AA01	neostigmine	N
441	717136	717136	neostigmine	Drug	RxNorm	Ingredient	S	7315	1970-01-01	2099-12-31		7315	ENG	5481363	ATC	IN	S01EB06	neostigmine	N
442	718583	718583	nicotine	Drug	RxNorm	Ingredient	S	7407	1970-01-01	2099-12-31		7407	ENG	5481382	ATC	IN	N07BA01	nicotine	N
443	1318853	1318853	nifedipine	Drug	RxNorm	Ingredient	S	7417	1970-01-01	2099-12-31		7417	ENG	5481389	ATC	IN	C08CA05	nifedipine	N
444	1319133	1319133	nimodipine	Drug	RxNorm	Ingredient	S	7426	1970-01-01	2099-12-31		7426	ENG	5481408	ATC	IN	C08CA06	nimodipine	N
445	19021129	19021129	nitrous oxide	Drug	RxNorm	Ingredient	S	7486	1970-01-01	2099-12-31		7486	ENG	5481428	ATC	IN	N01AX13	nitrous oxide	N
446	1727443	1727443	paromomycin	Drug	RxNorm	Ingredient	S	7934	1970-01-01	2099-12-31		7934	ENG	5481630	ATC	IN	A07AA06	paromomycin	N
447	727835	727835	pemoline	Drug	RxNorm	Ingredient	S	7966	1970-01-01	2099-12-31		7966	ENG	5481650	ATC	IN	N06BA05	pemoline	N
448	1729720	1729720	penicillin V	Drug	RxNorm	Ingredient	S	7984	1970-01-01	2099-12-31		7984	ENG	5481734	ATC	IN	J01CE02	phenoxymethylpenicillin	N
449	1331247	1331247	pentoxifylline	Drug	RxNorm	Ingredient	S	8013	1970-01-01	2099-12-31		8013	ENG	5481675	ATC	IN	C04AD03	pentoxifylline	N
450	732309	732309	pergolide	Drug	RxNorm	Ingredient	S	8047	1970-01-01	2099-12-31		8047	ENG	5481683	ATC	IN	N04BC02	pergolide	N
451	19133992	19133992	pipothiazine	Drug	RxNorm	Ingredient	S	8348	1970-01-01	2099-12-31		8348	ENG	5481799	ATC	IN	N05AC04	pipotiazine	N
452	19046654	19046654	piracetam	Drug	RxNorm	Ingredient	S	8351	1970-01-01	2099-12-31		8351	ENG	5481802	ATC	IN	N06BX03	piracetam	N
453	948515	948515	polyethylene glycols	Drug	RxNorm	Ingredient	S	8516	1970-01-01	2099-12-31		8516	ENG	5480912	ATC	IN	A06AD15	macrogol	N
454	948787	948787	polythiazide	Drug	RxNorm	Ingredient	S	8565	1970-01-01	2099-12-31		8565	ENG	5481858	ATC	IN	C03AA05	polythiazide	N
455	1551099	1551099	prednisone	Drug	RxNorm	Ingredient	S	8640	1970-01-01	2099-12-31		8640	ENG	5481930	ATC	IN	A07EA03	prednisone	N
456	1551099	1551099	prednisone	Drug	RxNorm	Ingredient	S	8640	1970-01-01	2099-12-31		8640	ENG	5481931	ATC	IN	H02AB07	prednisone	N
457	1552310	1552310	progesterone	Drug	RxNorm	Ingredient	S	8727	1970-01-01	2099-12-31		8727	ENG	5481961	ATC	IN	G03DA04	progesterone	N
458	1354118	1354118	epoprostenol	Drug	RxNorm	Ingredient	S	8814	1970-01-01	2099-12-31		8814	ENG	5479955	ATC	IN	B01AC09	epoprostenol	N
459	1759270	1759270	pyrantel	Drug	RxNorm	Ingredient	S	8984	1970-01-01	2099-12-31		8984	ENG	5482021	ATC	IN	P02CC01	pyrantel	N
460	1159811	1159811	pyrilamine	Drug	RxNorm	Ingredient	S	9009	1970-01-01	2099-12-31		9009	ENG	5481059	ATC	IN	D04AA02	mepyramine	N
461	1159811	1159811	pyrilamine	Drug	RxNorm	Ingredient	S	9009	1970-01-01	2099-12-31		9009	ENG	5481060	ATC	IN	R06AC01	mepyramine	N
462	964407	964407	salicylic acid	Drug	RxNorm	Ingredient	S	9525	1970-01-01	2099-12-31		9525	ENG	5482188	ATC	IN	D01AE12	salicylic acid	N
463	964407	964407	salicylic acid	Drug	RxNorm	Ingredient	S	9525	1970-01-01	2099-12-31		9525	ENG	5482189	ATC	IN	S01BC08	salicylic acid	N
464	1370109	1370109	sotalol	Drug	RxNorm	Ingredient	S	9947	1970-01-01	2099-12-31		9947	ENG	5482320	ATC	IN	C07AA07	sotalol	N
465	1036487	1036487	sulfathiazole	Drug	RxNorm	Ingredient	S	10193	1970-01-01	2099-12-31		10193	ENG	5482401	ATC	IN	D06BA02	sulfathiazole	N
466	1036487	1036487	sulfathiazole	Drug	RxNorm	Ingredient	S	10193	1970-01-01	2099-12-31		10193	ENG	5482402	ATC	IN	J01EB07	sulfathiazole	N
467	1036525	1036525	sulfur	Drug	RxNorm	Ingredient	S	10223	1970-01-01	2099-12-31		10223	ENG	5482408	ATC	IN	D10AB02	sulfur	N
468	1237049	1237049	theophylline	Drug	RxNorm	Ingredient	S	10438	1970-01-01	2099-12-31		10438	ENG	5482578	ATC	IN	R03DA04	theophylline	N
469	19137377	19137377	thimerosal	Drug	RxNorm	Ingredient	S	10472	1970-01-01	2099-12-31		10472	ENG	5482592	ATC	IN	D08AK06	thiomersal	N
470	1302398	1302398	ticlopidine	Drug	RxNorm	Ingredient	S	10594	1970-01-01	2099-12-31		10594	ENG	5482625	ATC	IN	B01AC05	ticlopidine	N
471	1502855	1502855	tolbutamide	Drug	RxNorm	Ingredient	S	10635	1970-01-01	2099-12-31		10635	ENG	5482677	ATC	IN	A10BB03	tolbutamide	N
472	1502855	1502855	tolbutamide	Drug	RxNorm	Ingredient	S	10635	1970-01-01	2099-12-31		10635	ENG	5482678	ATC	IN	V04CA01	tolbutamide	N
473	1303425	1303425	tranexamic acid	Drug	RxNorm	Ingredient	S	10691	1970-01-01	2099-12-31		10691	ENG	5482704	ATC	IN	B02AA02	tranexamic acid	N
474	703547	703547	trazodone	Drug	RxNorm	Ingredient	S	10737	1970-01-01	2099-12-31		10737	ENG	5482709	ATC	IN	N06AX05	trazodone	N
475	903643	903643	tretinoin	Drug	RxNorm	Ingredient	S	10753	1970-01-01	2099-12-31		10753	ENG	12531054	ATC	IN	L01XF01	tretinoin	N
476	903643	903643	tretinoin	Drug	RxNorm	Ingredient	S	10753	1970-01-01	2099-12-31		10753	ENG	5482715	ATC	IN	D10AD01	tretinoin	N
477	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482720	ATC	IN	A01AC01	triamcinolone	N
478	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482721	ATC	IN	C05AA12	triamcinolone	N
479	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482722	ATC	IN	D07AB09	triamcinolone	N
480	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482723	ATC	IN	D07XB02	triamcinolone	N
481	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482724	ATC	IN	H02AB08	triamcinolone	N
482	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482725	ATC	IN	R01AD11	triamcinolone	N
483	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482726	ATC	IN	R03BA06	triamcinolone	N
484	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482727	ATC	IN	S01BA05	triamcinolone	N
485	904542	904542	triamterene	Drug	RxNorm	Ingredient	S	10763	1970-01-01	2099-12-31		10763	ENG	5482731	ATC	IN	C03DB02	triamterene	N
486	704599	704599	triazolam	Drug	RxNorm	Ingredient	S	10767	1970-01-01	2099-12-31		10767	ENG	5482733	ATC	IN	N05CD05	triazolam	N
487	705178	705178	trihexyphenidyl	Drug	RxNorm	Ingredient	S	10811	1970-01-01	2099-12-31		10811	ENG	5482751	ATC	IN	N04AA01	trihexyphenidyl	N
488	905531	905531	metipranolol	Drug	RxNorm	Ingredient	S	10824	1970-01-01	2099-12-31		10824	ENG	5481176	ATC	IN	S01ED04	metipranolol	N
489	906072	906072	tropicamide	Drug	RxNorm	Ingredient	S	10869	1970-01-01	2099-12-31		10869	ENG	5482783	ATC	IN	S01FA06	tropicamide	N
490	906914	906914	urea	Drug	RxNorm	Ingredient	S	11002	1970-01-01	2099-12-31		11002	ENG	5479093	ATC	IN	B05BC02	carbamide	N
491	906914	906914	urea	Drug	RxNorm	Ingredient	S	11002	1970-01-01	2099-12-31		11002	ENG	5479094	ATC	IN	D02AE01	carbamide	N
492	19008261	19008261	viloxazine	Drug	RxNorm	Ingredient	S	11196	1970-01-01	2099-12-31		11196	ENG	5482874	ATC	IN	N06AX09	viloxazine	N
493	1512674	1512674	drospirenone	Drug	RxNorm	Ingredient	S	11636	1970-01-01	2099-12-31		11636	ENG	7717194	ATC	IN	G03AC10	drospirenone	N
494	19011091	19011091	deferiprone	Drug	RxNorm	Ingredient	S	11645	1970-01-01	2099-12-31		11645	ENG	5479598	ATC	IN	V03AC02	deferiprone	N
495	1519936	1519936	etonogestrel	Drug	RxNorm	Ingredient	S	14584	1970-01-01	2099-12-31		14584	ENG	5480055	ATC	IN	G03AC08	etonogestrel	N
496	19020002	19020002	vigabatrin	Drug	RxNorm	Ingredient	S	14851	1970-01-01	2099-12-31		14851	ENG	5482871	ATC	IN	N03AG04	vigabatrin	N
497	725131	725131	mirtazapine	Drug	RxNorm	Ingredient	S	15996	1970-01-01	2099-12-31		15996	ENG	5481237	ATC	IN	N06AX11	mirtazapine	N
498	19030059	19030059	alginic acid	Drug	RxNorm	Ingredient	S	17305	1970-01-01	2099-12-31		17305	ENG	5478557	ATC	IN	A02BX13	alginic acid	N
499	19033634	19033634	artemether	Drug	RxNorm	Ingredient	S	18343	1970-01-01	2099-12-31		18343	ENG	5478714	ATC	IN	P01BE02	artemether	N
500	1734104	1734104	azithromycin	Drug	RxNorm	Ingredient	S	18631	1970-01-01	2099-12-31		18631	ENG	5478774	ATC	IN	J01FA10	azithromycin	N
501	1734104	1734104	azithromycin	Drug	RxNorm	Ingredient	S	18631	1970-01-01	2099-12-31		18631	ENG	5478775	ATC	IN	S01AA26	azithromycin	N
502	934262	934262	balsalazide	Drug	RxNorm	Ingredient	S	18747	1970-01-01	2099-12-31		18747	ENG	5478783	ATC	IN	A07EC04	balsalazide	N
503	1346823	1346823	carvedilol	Drug	RxNorm	Ingredient	S	20352	1970-01-01	2099-12-31		20352	ENG	5479134	ATC	IN	C07AG02	carvedilol	N
504	19049145	19049145	celiprolol	Drug	RxNorm	Ingredient	S	20498	1970-01-01	2099-12-31		20498	ENG	5479195	ATC	IN	C07AB08	celiprolol	N
505	19086560	19086560	danthron	Drug	RxNorm	Ingredient	S	22293	1970-01-01	2099-12-31		22293	ENG	5479579	ATC	IN	A06AB03	dantron	N
506	19054876	19054876	dienogest	Drug	RxNorm	Ingredient	S	22968	1970-01-01	2099-12-31		22968	ENG	5479716	ATC	IN	G03DB08	dienogest	N
507	1189596	1189596	dihydrocodeine	Drug	RxNorm	Ingredient	S	23088	1970-01-01	2099-12-31		23088	ENG	5479743	ATC	IN	N02AA08	dihydrocodeine	N
508	19095729	19095729	fenticonazole	Drug	RxNorm	Ingredient	S	24876	1970-01-01	2099-12-31		24876	ENG	5480115	ATC	IN	D01AC12	fenticonazole	N
509	19095729	19095729	fenticonazole	Drug	RxNorm	Ingredient	S	24876	1970-01-01	2099-12-31		24876	ENG	5480116	ATC	IN	G01AF12	fenticonazole	N
510	1000560	1000560	ondansetron	Drug	RxNorm	Ingredient	S	26225	1970-01-01	2099-12-31		26225	ENG	5481495	ATC	IN	A04AA01	ondansetron	N
511	1101703	1101703	homatropine	Drug	RxNorm	Ingredient	S	27084	1970-01-01	2099-12-31		27084	ENG	5480478	ATC	IN	S01FA05	homatropine	N
512	1101898	1101898	leflunomide	Drug	RxNorm	Ingredient	S	27169	1970-01-01	2099-12-31		27169	ENG	12869081	ATC	IN	L04AK01	leflunomide	N
513	1703653	1703653	itraconazole	Drug	RxNorm	Ingredient	S	28031	1970-01-01	2099-12-31		28031	ENG	5480740	ATC	IN	J02AC02	itraconazole	N
514	19007803	19007803	lofexidine	Drug	RxNorm	Ingredient	S	28863	1970-01-01	2099-12-31		28863	ENG	5480870	ATC	IN	N07BC04	lofexidine	N
515	908464	908464	magnesium carbonate	Drug	RxNorm	Ingredient	S	29155	1970-01-01	2099-12-31		29155	ENG	5480919	ATC	IN	A02AA01	magnesium carbonate	N
516	908464	908464	magnesium carbonate	Drug	RxNorm	Ingredient	S	29155	1970-01-01	2099-12-31		29155	ENG	5480920	ATC	IN	A06AD01	magnesium carbonate	N
517	1709170	1709170	meropenem	Drug	RxNorm	Ingredient	S	29561	1970-01-01	2099-12-31		29561	ENG	5481071	ATC	IN	J01DH02	meropenem	N
518	19014158	19014158	nalmefene	Drug	RxNorm	Ingredient	S	31479	1970-01-01	2099-12-31		31479	ENG	5936912	ATC	IN	N07BB05	nalmefene	N
519	1314577	1314577	nebivolol	Drug	RxNorm	Ingredient	S	31555	1970-01-01	2099-12-31		31555	ENG	5481342	ATC	IN	C07AB12	nebivolol	N
520	1114620	1114620	nedocromil	Drug	RxNorm	Ingredient	S	31563	1970-01-01	2099-12-31		31563	ENG	5481344	ATC	IN	R01AC07	nedocromil	N
521	1114620	1114620	nedocromil	Drug	RxNorm	Ingredient	S	31563	1970-01-01	2099-12-31		31563	ENG	5481345	ATC	IN	R03BC03	nedocromil	N
522	1114620	1114620	nedocromil	Drug	RxNorm	Ingredient	S	31563	1970-01-01	2099-12-31		31563	ENG	5481346	ATC	IN	S01GX04	nedocromil	N
523	916282	916282	olsalazine	Drug	RxNorm	Ingredient	S	32385	1970-01-01	2099-12-31		32385	ENG	5481486	ATC	IN	A07EC03	olsalazine	N
524	722031	722031	paroxetine	Drug	RxNorm	Ingredient	S	32937	1970-01-01	2099-12-31		32937	ENG	5481631	ATC	IN	N06AB05	paroxetine	N
525	922868	922868	permethrin	Drug	RxNorm	Ingredient	S	33199	1970-01-01	2099-12-31		33199	ENG	5481689	ATC	IN	P03AC04	permethrin	N
526	19024213	19024213	pholcodine	Drug	RxNorm	Ingredient	S	33431	1970-01-01	2099-12-31		33431	ENG	5481762	ATC	IN	R05DA08	pholcodine	N
527	1326012	1326012	isradipine	Drug	RxNorm	Ingredient	S	33910	1970-01-01	2099-12-31		33910	ENG	5480739	ATC	IN	C08CA03	isradipine	N
528	1331235	1331235	quinapril	Drug	RxNorm	Ingredient	S	35208	1970-01-01	2099-12-31		35208	ENG	5482042	ATC	IN	C09AA06	quinapril	N
529	1539403	1539403	simvastatin	Drug	RxNorm	Ingredient	S	36567	1970-01-01	2099-12-31		36567	ENG	5482238	ATC	IN	C10AA01	simvastatin	N
530	1140643	1140643	sumatriptan	Drug	RxNorm	Ingredient	S	37418	1970-01-01	2099-12-31		37418	ENG	5482420	ATC	IN	N02CC01	sumatriptan	N
531	1341149	1341149	temozolomide	Drug	RxNorm	Ingredient	S	37776	1970-01-01	2099-12-31		37776	ENG	5482516	ATC	IN	L01AX03	temozolomide	N
532	741530	741530	orlistat	Drug	RxNorm	Ingredient	S	37925	1970-01-01	2099-12-31		37925	ENG	5481513	ATC	IN	A08AB01	orlistat	N
533	742185	742185	atomoxetine	Drug	RxNorm	Ingredient	S	38400	1970-01-01	2099-12-31		38400	ENG	5478743	ATC	IN	N06BA09	atomoxetine	N
534	943634	943634	epinastine	Drug	RxNorm	Ingredient	S	39684	1970-01-01	2099-12-31		39684	ENG	5479941	ATC	IN	R06AX24	epinastine	N
535	943634	943634	epinastine	Drug	RxNorm	Ingredient	S	39684	1970-01-01	2099-12-31		39684	ENG	5479942	ATC	IN	S01GX10	epinastine	N
536	19043833	19043833	xamoterol	Drug	RxNorm	Ingredient	S	39801	1970-01-01	2099-12-31		39801	ENG	5482900	ATC	IN	C01CX07	xamoterol	N
537	19044522	19044522	zinc sulfate	Drug	RxNorm	Ingredient	S	39954	1970-01-01	2099-12-31		39954	ENG	12531069	ATC	IN	B05XA18	zinc sulfate	N
538	19044522	19044522	zinc sulfate	Drug	RxNorm	Ingredient	S	39954	1970-01-01	2099-12-31		39954	ENG	5482936	ATC	IN	A12CB01	zinc sulfate	N
539	1344992	1344992	iloprost	Drug	RxNorm	Ingredient	S	40138	1970-01-01	2099-12-31		40138	ENG	5480570	ATC	IN	B01AC11	iloprost	N
540	948078	948078	pantoprazole	Drug	RxNorm	Ingredient	S	40790	1970-01-01	2099-12-31		40790	ENG	5481608	ATC	IN	A02BC02	pantoprazole	N
541	951511	951511	mupirocin	Drug	RxNorm	Ingredient	S	42372	1970-01-01	2099-12-31		42372	ENG	5481296	ATC	IN	D06AX09	mupirocin	N
542	951511	951511	mupirocin	Drug	RxNorm	Ingredient	S	42372	1970-01-01	2099-12-31		42372	ENG	5481297	ATC	IN	R01AX06	mupirocin	N
543	1363749	1363749	fosinopril	Drug	RxNorm	Ingredient	S	50166	1970-01-01	2099-12-31		50166	ENG	5480288	ATC	IN	C09AA09	fosinopril	N
544	1567198	1567198	insulin aspart, human	Drug	RxNorm	Ingredient	S	51428	1970-01-01	2099-12-31		51428	ENG	5480628	ATC	IN	A10AB05	insulin aspart	N
545	1567198	1567198	insulin aspart, human	Drug	RxNorm	Ingredient	S	51428	1970-01-01	2099-12-31		51428	ENG	5480629	ATC	IN	A10AD05	insulin aspart	N
546	977421	977421	rimexolone	Drug	RxNorm	Ingredient	S	55681	1970-01-01	2099-12-31		55681	ENG	5482131	ATC	IN	H02AB12	rimexolone	N
547	977421	977421	rimexolone	Drug	RxNorm	Ingredient	S	55681	1970-01-01	2099-12-31		55681	ENG	5482132	ATC	IN	S01BA13	rimexolone	N
548	19077884	19077884	sodium acetate	Drug	RxNorm	Ingredient	S	56443	1970-01-01	2099-12-31		56443	ENG	5482255	ATC	IN	B05XA08	sodium acetate	N
549	778474	778474	tizanidine	Drug	RxNorm	Ingredient	S	57258	1970-01-01	2099-12-31		57258	ENG	5482665	ATC	IN	M03BX02	tizanidine	N
550	1781733	1781733	atovaquone	Drug	RxNorm	Ingredient	S	60212	1970-01-01	2099-12-31		60212	ENG	5478748	ATC	IN	P01AX06	atovaquone	N
551	981774	981774	adapalene	Drug	RxNorm	Ingredient	S	60223	1970-01-01	2099-12-31		60223	ENG	5478512	ATC	IN	D10AD03	adapalene	N
552	782211	782211	entacapone	Drug	RxNorm	Ingredient	S	60307	1970-01-01	2099-12-31		60307	ENG	5479928	ATC	IN	N04BX02	entacapone	N
553	1584910	1584910	somatropin	Drug	RxNorm	Ingredient	S	61148	1970-01-01	2099-12-31		61148	ENG	5482314	ATC	IN	H01AC01	somatropin	N
554	1503501	1503501	lanreotide	Drug	RxNorm	Ingredient	S	68092	1970-01-01	2099-12-31		68092	ENG	5480787	ATC	IN	H01CB03	lanreotide	N
555	1703603	1703603	famciclovir	Drug	RxNorm	Ingredient	S	68099	1970-01-01	2099-12-31		68099	ENG	5480073	ATC	IN	J05AB09	famciclovir	N
556	1703603	1703603	famciclovir	Drug	RxNorm	Ingredient	S	68099	1970-01-01	2099-12-31		68099	ENG	5480074	ATC	IN	S01AD07	famciclovir	N
557	1308842	1308842	valsartan	Drug	RxNorm	Ingredient	S	69749	1970-01-01	2099-12-31		69749	ENG	5482836	ATC	IN	C09CA03	valsartan	N
558	713196	713196	interferon beta-1b	Drug	RxNorm	Ingredient	S	72257	1970-01-01	2099-12-31		72257	ENG	5480643	ATC	IN	L03AB08	interferon beta-1b	N
559	1524674	1524674	zoledronic acid	Drug	RxNorm	Ingredient	S	77655	1970-01-01	2099-12-31		77655	ENG	5482941	ATC	IN	M05BA08	zoledronic acid	N
560	1545958	1545958	atorvastatin	Drug	RxNorm	Ingredient	S	83367	1970-01-01	2099-12-31		83367	ENG	5478744	ATC	IN	C10AA05	atorvastatin	N
561	1347384	1347384	irbesartan	Drug	RxNorm	Ingredient	S	83818	1970-01-01	2099-12-31		83818	ENG	5480697	ATC	IN	C09CA04	irbesartan	N
562	947416	947416	tazarotene	Drug	RxNorm	Ingredient	S	83947	1970-01-01	2099-12-31		83947	ENG	5482447	ATC	IN	D05AX05	tazarotene	N
563	1748921	1748921	ritonavir	Drug	RxNorm	Ingredient	S	85762	1970-01-01	2099-12-31		85762	ENG	5482141	ATC	IN	J05AE03	ritonavir	N
564	19004049	19004049	nicofuranose	Drug	RxNorm	Ingredient	S	104486	1970-01-01	2099-12-31		104486	ENG	5481378	ATC	IN	C10AD03	nicofuranose	N
565	905233	905233	mometasone	Drug	RxNorm	Ingredient	S	108118	1970-01-01	2099-12-31		108118	ENG	5481257	ATC	IN	D07AC13	mometasone	N
566	905233	905233	mometasone	Drug	RxNorm	Ingredient	S	108118	1970-01-01	2099-12-31		108118	ENG	5481258	ATC	IN	D07XC03	mometasone	N
567	905233	905233	mometasone	Drug	RxNorm	Ingredient	S	108118	1970-01-01	2099-12-31		108118	ENG	5481259	ATC	IN	R01AD09	mometasone	N
568	905233	905233	mometasone	Drug	RxNorm	Ingredient	S	108118	1970-01-01	2099-12-31		108118	ENG	5481260	ATC	IN	R03BA07	mometasone	N
569	1314273	1314273	rituximab	Drug	RxNorm	Ingredient	S	121191	1970-01-01	2099-12-31		121191	ENG	12733819	ATC	IN	L01FA01	rituximab	N
570	915542	915542	brimonidine	Drug	RxNorm	Ingredient	S	134615	1970-01-01	2099-12-31		134615	ENG	12530799	ATC	IN	S01GA07	brimonidine	N
571	915542	915542	brimonidine	Drug	RxNorm	Ingredient	S	134615	1970-01-01	2099-12-31		134615	ENG	5478953	ATC	IN	S01EA05	brimonidine	N
572	915542	915542	brimonidine	Drug	RxNorm	Ingredient	S	134615	1970-01-01	2099-12-31		134615	ENG	5936866	ATC	IN	D11AX21	brimonidine	N
573	19015802	19015802	lercanidipine	Drug	RxNorm	Ingredient	S	135056	1970-01-01	2099-12-31		135056	ENG	5480804	ATC	IN	C08CA13	lercanidipine	N
574	1118117	1118117	naratriptan	Drug	RxNorm	Ingredient	S	141366	1970-01-01	2099-12-31		141366	ENG	5481331	ATC	IN	N02CC02	naratriptan	N
575	19011440	19011440	everolimus	Drug	RxNorm	Ingredient	S	141704	2009-05-03	2099-12-31		141704	ENG	12530838	ATC	IN	L01EG02	everolimus	N
576	19011440	19011440	everolimus	Drug	RxNorm	Ingredient	S	141704	2009-05-03	2099-12-31		141704	ENG	12869063	ATC	IN	L04AH02	everolimus	N
577	951469	951469	calcium acetate	Drug	RxNorm	Ingredient	S	214342	1970-01-01	2099-12-31		214342	ENG	7717186	ATC	IN	V03AE07	calcium acetate	N
578	1385800	1385800	yohimbine	Drug	RxNorm	Ingredient	S	220982	1970-01-01	2099-12-31		220982	ENG	5482914	ATC	IN	G04BE04	yohimbine	N
579	1189458	1189458	frovatriptan	Drug	RxNorm	Ingredient	S	228783	1970-01-01	2099-12-31		228783	ENG	5480295	ATC	IN	N02CC07	frovatriptan	N
580	989482	989482	dutasteride	Drug	RxNorm	Ingredient	S	228790	1970-01-01	2099-12-31		228790	ENG	5479870	ATC	IN	G04CB02	dutasteride	N
581	1389888	1389888	bexarotene	Drug	RxNorm	Ingredient	S	233272	1970-01-01	2099-12-31		233272	ENG	12530793	ATC	IN	L01XF03	bexarotene	N
582	40163615	40163615	dronedarone	Drug	RxNorm	Ingredient	S	233698	2009-08-02	2099-12-31		233698	ENG	5479860	ATC	IN	C01BD07	dronedarone	N
583	1398039	1398039	St. John's wort extract	Drug	RxNorm	Ingredient	S	258326	1970-01-01	2099-12-31		258326	ENG	5477768	ATC	IN	N06AX25	Hyperici herba	N
584	1799139	1799139	oseltamivir	Drug	RxNorm	Ingredient	S	260101	1970-01-01	2099-12-31		260101	ENG	5481523	ATC	IN	J05AH02	oseltamivir	N
585	1703069	1703069	emtricitabine	Drug	RxNorm	Ingredient	S	276237	1970-01-01	2099-12-31		276237	ENG	5479907	ATC	IN	J05AF09	emtricitabine	N
