	drug_concept_id	CONCEPT_ID	CONCEPT_CODE	CONCEPT_NAME	ONTOLOGY_LOGIC	ONTOLOGY_URI	ONTOLOGY_LABEL	MAPPING_CATEGORY	MAPPING_EVIDENCE
316	735979	735979	35636.0	Risperidone	nan	CHEBI_8871	risperidone	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00734 | OBO_LABEL-OMOP_CONCEPT_LABEL:risperidone | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:risperidone | OBO_LABEL-OMOP_ANCESTOR_LABEL:risperidone | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:risperidone | OBO_LABEL-OMOP_CONCEPT_SYNONYM:risperidone | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:risperidone | CONCEPT_SIMILARITY:CHEBI_8871_1.0
317	745268	745268	4024.0	ergoloid mesylates, USP	nan	CHEBI_34706	ergoloid mesylate	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01049 | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:ergoloid_mesylates | CONCEPT_SIMILARITY:CHEBI_34706_1.0
318	745466	745466	40254.0	Valproate	OR	CHEBI_39867 | CHEBI_60654	valproic acid | valproate	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00313 | OBO_LABEL-OMOP_ANCESTOR_LABEL:valproate | OBO_LABEL-OMOP_CONCEPT_LABEL:valproate | OBO_LABEL-OMOP_CONCEPT_SYNONYM:valproate | CONCEPT_SIMILARITY:CHEBI_60654_1.0
319	750119	750119	4135.0	Ethosuximide	nan	CHEBI_4887	ethosuximide	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00593 | OBO_LABEL-OMOP_CONCEPT_LABEL:ethosuximide | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:ethosuximide | OBO_LABEL-OMOP_ANCESTOR_LABEL:ethosuximide | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:ethosuximide | OBO_LABEL-OMOP_CONCEPT_SYNONYM:ethosuximide | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:ethosuximide | CONCEPT_SIMILARITY:CHEBI_4887_1.0
320	753860	753860	4328.0	Fenfluramine	nan	CHEBI_5000	fenfluramine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00574 | OBO_LABEL-OMOP_ANCESTOR_LABEL:fenfluramine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:fenfluramine | OBO_LABEL-OMOP_CONCEPT_LABEL:fenfluramine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:fenfluramine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:fenfluramine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:fenfluramine | CONCEPT_SIMILARITY:CHEBI_5000_1.0
321	778474	778474	57258.0	tizanidine	nan	CHEBI_63629	tizanidine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00697 | OBO_LABEL-OMOP_CONCEPT_LABEL:tizanidine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:tizanidine | OBO_LABEL-OMOP_ANCESTOR_LABEL:tizanidine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:tizanidine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:tizanidine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:tizanidine | CONCEPT_SIMILARITY:CHEBI_63629_1.0
322	785649	785649	6130.0	Ketamine	OR	CHEBI_60799 | CHEBI_6121	esketamine | ketamine	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01221 | OBO_LABEL-OMOP_ANCESTOR_LABEL:ketamine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:ketamine | OBO_LABEL-OMOP_CONCEPT_LABEL:ketamine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:ketamine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:ketamine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:ketamine | CONCEPT_SIMILARITY:CHEBI_60799_1.0 | CONCEPT_SIMILARITY:CHEBI_6121_1.0
323	791967	791967	6470.0	Lorazepam	OR	CHEBI_52993 | CHEBI_6539	lormetazepam | lorazepam	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00186 | OBO_LABEL-OMOP_CONCEPT_LABEL:lorazepam | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:lorazepam | OBO_LABEL-OMOP_ANCESTOR_LABEL:lorazepam | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:lorazepam | OBO_LABEL-OMOP_CONCEPT_SYNONYM:lorazepam | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:lorazepam | CONCEPT_SIMILARITY:CHEBI_52993_1.0 | CONCEPT_SIMILARITY:CHEBI_6539_1.0
324	792263	792263	6475.0	Loxapine	nan	CHEBI_50841	loxapine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00408 | OBO_LABEL-OMOP_ANCESTOR_LABEL:loxapine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:loxapine | OBO_LABEL-OMOP_CONCEPT_LABEL:loxapine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:loxapine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:loxapine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:loxapine | CONCEPT_SIMILARITY:CHEBI_50841_1.0
325	901656	901656	6750.0	Menthol	nan	CHEBI_15409	(-)-menthol	Automatic One-to-One Ancestor	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00825 | CONCEPT_SIMILARITY:CHEBI_15409_1.0
326	902427	902427	10600.0	Timolol	OR	CHEBI_9599 | CHEBI_39465 | CHEBI_60787	(s)-timolol (anhydrous) | timolol | (s)-timolol hemihydrate	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00373 | OBO_LABEL-OMOP_ANCESTOR_LABEL:timolol | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:timolol | OBO_LABEL-OMOP_CONCEPT_LABEL:timolol | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:timolol | OBO_LABEL-OMOP_CONCEPT_SYNONYM:timolol | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:timolol | CONCEPT_SIMILARITY:CHEBI_9599_1.0 | CONCEPT_SIMILARITY:CHEBI_39465_1.0 | CONCEPT_SIMILARITY:CHEBI_60787_1.0
327	902616	902616	106212.0	Calamine	OR	CHEBI_116735 | CHEBI_4636 | CHEBI_15409 | CHEBI_36773 | CHEBI_15882 | CHEBI_36560 | CHEBI_27810 | CHEBI_17987 | CHEBI_61468 | CHEBI_8357	benzocaine | diphenhydramine | (-)-menthol | camphor | phenol | zinc oxide | resorcinol | benzyl alcohol | dimethicone polymer | pramocaine	Automatic One-to-Many Ancestor	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00825 | OBO_LABEL-OMOP_ANCESTOR_LABEL:zinc_oxide | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:zinc_oxide | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:pramoxine
328	902938	902938	274964.0	ciclesonide	nan	CHEBI_31397	ciclesonide	Automatic One-to-One Concept	OBO_LABEL-OMOP_CONCEPT_LABEL:ciclesonide | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:ciclesonide | OBO_LABEL-OMOP_ANCESTOR_LABEL:ciclesonide | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:ciclesonide | OBO_LABEL-OMOP_CONCEPT_SYNONYM:ciclesonide | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:ciclesonide | CONCEPT_SIMILARITY:CHEBI_31397_1.0
329	902950	902950	10637.0	Tolnaftate	nan	CHEBI_9620	tolnaftate	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00525 | OBO_LABEL-OMOP_CONCEPT_LABEL:tolnaftate | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:tolnaftate | OBO_LABEL-OMOP_ANCESTOR_LABEL:tolnaftate | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:tolnaftate | OBO_LABEL-OMOP_CONCEPT_SYNONYM:tolnaftate | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:tolnaftate | CONCEPT_SIMILARITY:CHEBI_9620_1.0
330	903963	903963	10759.0	Triamcinolone	nan	CHEBI_9667	triamcinolone	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00620 | OBO_LABEL-OMOP_ANCESTOR_LABEL:triamcinolone | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:triamcinolone | OBO_LABEL-OMOP_CONCEPT_LABEL:triamcinolone | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:triamcinolone | OBO_LABEL-OMOP_CONCEPT_SYNONYM:triamcinolone | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:triamcinolone | CONCEPT_SIMILARITY:CHEBI_9667_1.0
331	904356	904356	6832.0	Methenamine	nan	CHEBI_6824	hexamethylenetetramine	Automatic One-to-One Concept	OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:methenamine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:methenamine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:methenamine | CONCEPT_SIMILARITY:CHEBI_6824_1.0
332	904525	904525	283810.0	bimatoprost	nan	CHEBI_51230	bimatoprost	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00905 | OBO_LABEL-OMOP_ANCESTOR_LABEL:bimatoprost | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:bimatoprost | OBO_LABEL-OMOP_CONCEPT_LABEL:bimatoprost | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:bimatoprost | OBO_LABEL-OMOP_CONCEPT_SYNONYM:bimatoprost | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:bimatoprost | CONCEPT_SIMILARITY:CHEBI_51230_1.0
333	906874	906874	110.0	Oxyquinoline	nan	CHEBI_48981	quinolin-8-ol	Automatic One-to-One Concept	OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:oxyquinoline | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:oxyquinoline | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:oxyquinoline | CONCEPT_SIMILARITY:CHEBI_48981_1.0
334	909795	909795	298665.0	nepafenac	nan	CHEBI_75922	nepafenac	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db06802 | OBO_LABEL-OMOP_CONCEPT_LABEL:nepafenac | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:nepafenac | OBO_LABEL-OMOP_ANCESTOR_LABEL:nepafenac | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:nepafenac | OBO_LABEL-OMOP_CONCEPT_SYNONYM:nepafenac | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:nepafenac | CONCEPT_SIMILARITY:CHEBI_75922_1.0
335	910888	910888	3022.0	Cysteamine	nan	CHEBI_17141	cysteamine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00847 | OBO_LABEL-OMOP_CONCEPT_LABEL:cysteamine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:cysteamine | OBO_LABEL-OMOP_ANCESTOR_LABEL:cysteamine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:cysteamine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:cysteamine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:cysteamine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:mercaptamine | CONCEPT_SIMILARITY:CHEBI_17141_1.0
336	912263	912263	709271.0	certolizumab pegol	nan	CHEBI_35705	immunosuppressive agent	Manual One-to-One Concept	Source:DrugBank_DB08904 | Hand Mapping
337	913440	913440	31447.0	nabilone	nan	CHEBI_135574	nabilone	Automatic One-to-One Concept	OBO_LABEL-OMOP_ANCESTOR_LABEL:nabilone | OBO_LABEL-OMOP_CONCEPT_LABEL:nabilone | OBO_LABEL-OMOP_CONCEPT_SYNONYM:nabilone | CONCEPT_SIMILARITY:CHEBI_135574_1.0
338	913782	913782	119565.0	tolterodine	OR	CHEBI_32245 | CHEBI_9622	tolterodine tartrate | tolterodine	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01036 | OBO_LABEL-OMOP_ANCESTOR_LABEL:tolterodine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:tolterodine | OBO_LABEL-OMOP_CONCEPT_LABEL:tolterodine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:tolterodine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:tolterodine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:tolterodine | CONCEPT_SIMILARITY:CHEBI_9622_1.0
339	914244	914244	314881.0	Undecylenate	nan	CHEBI_35045	undecenoic acid	Manual One-to-One Concept	Source:DrugBank_DB11117 | Source:CHEMBL_1276010 | Hand Mapping
340	915175	915175	1291.0	Bacitracin	nan	CHEBI_28669	bacitracin	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00626 | OBO_LABEL-OMOP_CONCEPT_LABEL:bacitracin | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:bacitracin | OBO_LABEL-OMOP_ANCESTOR_LABEL:bacitracin | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:bacitracin | OBO_LABEL-OMOP_CONCEPT_SYNONYM:bacitracin | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:bacitracin | CONCEPT_SIMILARITY:CHEBI_28669_1.0
341	915392	915392	7268.0	Natamycin	nan	CHEBI_7488	natamycin	Automatic One-to-One Concept	OBO_LABEL-OMOP_ANCESTOR_LABEL:natamycin | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:natamycin | OBO_LABEL-OMOP_CONCEPT_LABEL:natamycin | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:natamycin | OBO_LABEL-OMOP_CONCEPT_SYNONYM:natamycin | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:natamycin | CONCEPT_SIMILARITY:CHEBI_7488_1.0
342	916005	916005	322167.0	Solifenacin	nan	CHEBI_135530	solifenacin	Automatic One-to-One Concept	OBO_LABEL-OMOP_ANCESTOR_LABEL:solifenacin | OBO_LABEL-OMOP_CONCEPT_LABEL:solifenacin | OBO_LABEL-OMOP_CONCEPT_SYNONYM:solifenacin | CONCEPT_SIMILARITY:CHEBI_135530_1.0
343	919681	919681	1426.0	Benzyl Alcohol	nan	CHEBI_17987	benzyl alcohol	Automatic One-to-One Concept	OBO_LABEL-OMOP_CONCEPT_LABEL:benzyl_alcohol | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:benzyl_alcohol | OBO_LABEL-OMOP_ANCESTOR_LABEL:benzyl_alcohol | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:benzyl_alcohol | OBO_LABEL-OMOP_CONCEPT_SYNONYM:benzyl_alcohol | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:benzyl_alcohol | CONCEPT_SIMILARITY:CHEBI_17987_1.0
344	923540	923540	33290.0	phenol	nan	CHEBI_15882	phenol	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db03255 | OBO_LABEL-OMOP_CONCEPT_LABEL:phenol | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:phenol | OBO_LABEL-OMOP_ANCESTOR_LABEL:phenol | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:phenol | OBO_LABEL-OMOP_CONCEPT_SYNONYM:phenol | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:phenol | CONCEPT_SIMILARITY:CHEBI_15882_1.0
345	923645	923645	7646.0	Omeprazole	nan	CHEBI_7772	omeprazole	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00338 | OBO_LABEL-OMOP_CONCEPT_LABEL:omeprazole | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:omeprazole | OBO_LABEL-OMOP_ANCESTOR_LABEL:omeprazole | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:omeprazole | OBO_LABEL-OMOP_CONCEPT_SYNONYM:omeprazole | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:omeprazole | CONCEPT_SIMILARITY:CHEBI_7772_1.0
346	923840	923840	3339.0	Dibucaine	OR	CHEBI_59735 | CHEBI_247956	cinchocaine hydrochloride | cinchocaine	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00527 | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:dibucaine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:dibucaine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:cinchocaine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:cinchocaine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:dibucaine | CONCEPT_SIMILARITY:CHEBI_247956_1.0
347	928744	928744	3444.0	Dimenhydrinate	nan	CHEBI_4604	dimenhydrinate	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00985 | OBO_LABEL-OMOP_ANCESTOR_LABEL:dimenhydrinate | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:dimenhydrinate | OBO_LABEL-OMOP_CONCEPT_LABEL:dimenhydrinate | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:dimenhydrinate | OBO_LABEL-OMOP_CONCEPT_SYNONYM:dimenhydrinate | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:dimenhydrinate | CONCEPT_SIMILARITY:CHEBI_4604_1.0
348	932196	932196	35255.0	Cisapride	nan	CHEBI_3720	cisapride	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00604 | OBO_LABEL-OMOP_CONCEPT_LABEL:cisapride | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:cisapride | OBO_LABEL-OMOP_ANCESTOR_LABEL:cisapride | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:cisapride | OBO_LABEL-OMOP_CONCEPT_SYNONYM:cisapride | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:cisapride | CONCEPT_SIMILARITY:CHEBI_3720_1.0
349	934262	934262	18747.0	balsalazide	OR	CHEBI_59164 | CHEBI_267413	balsalazide disodium | balsalazide	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01014 | OBO_LABEL-OMOP_ANCESTOR_LABEL:balsalazide | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:balsalazide | OBO_LABEL-OMOP_CONCEPT_LABEL:balsalazide | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:balsalazide | OBO_LABEL-OMOP_CONCEPT_SYNONYM:balsalazide | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:balsalazide | CONCEPT_SIMILARITY:CHEBI_267413_1.0
350	937368	937368	191831.0	infliximab	nan	CHEBI_35705	immunosuppressive agent	Manual One-to-One Concept	Source:DrugBank_DB00065 | Hand Mapping
351	939881	939881	1992.0	Capsaicin	nan	CHEBI_3374	capsaicin	Automatic One-to-One Concept	OBO_LABEL-OMOP_CONCEPT_LABEL:capsaicin | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:capsaicin | OBO_LABEL-OMOP_ANCESTOR_LABEL:capsaicin | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:capsaicin | OBO_LABEL-OMOP_CONCEPT_SYNONYM:capsaicin | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:capsaicin | CONCEPT_SIMILARITY:CHEBI_3374_1.0
352	943634	943634	39684.0	epinastine	OR	CHEBI_51036 | CHEBI_51032	s-epinastine | epinastine	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00751 | OBO_LABEL-OMOP_ANCESTOR_LABEL:epinastine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:epinastine | OBO_LABEL-OMOP_CONCEPT_LABEL:epinastine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:epinastine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:epinastine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:epinastine | CONCEPT_SIMILARITY:CHEBI_51036_1.0 | CONCEPT_SIMILARITY:CHEBI_51032_1.0
353	944360	944360	39952.0	zinc pyrithione	nan	CHEBI_32076	zinc pyrithione	Automatic One-to-One Concept	OBO_LABEL-OMOP_CONCEPT_LABEL:zinc_pyrithione | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:zinc_pyrithione | OBO_LABEL-OMOP_ANCESTOR_LABEL:zinc_pyrithione | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:zinc_pyrithione | OBO_LABEL-OMOP_CONCEPT_SYNONYM:zinc_pyrithione | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:zinc_pyrithione | CONCEPT_SIMILARITY:CHEBI_32076_1.0
354	948515	948515	8516.0	Polyethylene Glycols	nan	CHEBI_46793	poly(ethylene glycol)	Automatic One-to-One Concept	OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:polyethylene_glycols | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:polyethylene_glycols | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:polyethylene_glycols | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:macrogol | CONCEPT_SIMILARITY:CHEBI_46793_1.0
355	948582	948582	8536.0	Polymyxin B	OR	CHEBI_8378 | CHEBI_17609 | CHEBI_31225 | CHEBI_50512 | CHEBI_7507 | CHEBI_9667 | CHEBI_28669 | CHEBI_27701 | CHEBI_41879 | CHEBI_3605 | CHEBI_6924 | CHEBI_45924 | CHEBI_6456 | CHEBI_17698 | CHEBI_6923 | CHEBI_17650 | CHEBI_8357 | CHEBI_133011 | CHEBI_5530	prednisolone | cortisol 21-acetate | antipyrine | lidocaine hydrochloride | neomycin | triamcinolone | bacitracin | oxytetracycline | dexamethasone | chloramphenicol palmitate | miconazole nitrate | trimethoprim | lidocaine | chloramphenicol | miconazole | cortisol | pramocaine | oxytetracycline zwitterion | gramicidin s	Automatic One-to-Many Ancestor	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00741 | OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00281 | OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00994 | OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00626 | OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01234 | OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00440 | OBO_LABEL-OMOP_ANCESTOR_LABEL:neomycin | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:neomycin | OBO_LABEL-OMOP_ANCESTOR_LABEL:bacitracin | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:bacitracin | OBO_LABEL-OMOP_ANCESTOR_LABEL:dexamethasone | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:dexamethasone | OBO_LABEL-OMOP_ANCESTOR_LABEL:trimethoprim | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:trimethoprim | OBO_LABEL-OMOP_ANCESTOR_LABEL:lidocaine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:lidocaine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:hydrocortisone | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:pramoxine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:gramicidin
356	949459	949459	20877.0	chloroxylenol	nan	CHEBI_34393	4-chloro-3,5-dimethylphenol	Automatic One-to-One Concept	OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:chloroxylenol | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:chloroxylenol | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:chloroxylenol | CONCEPT_SIMILARITY:CHEBI_34393_1.0
357	950696	950696	42319.0	Nizatidine	nan	CHEBI_7601	nizatidine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00585 | OBO_LABEL-OMOP_CONCEPT_LABEL:nizatidine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:nizatidine | OBO_LABEL-OMOP_ANCESTOR_LABEL:nizatidine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:nizatidine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:nizatidine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:nizatidine | CONCEPT_SIMILARITY:CHEBI_7601_1.0
358	951511	951511	42372.0	Mupirocin	nan	CHEBI_7025	mupirocin	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00410 | OBO_LABEL-OMOP_ANCESTOR_LABEL:mupirocin | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:mupirocin | OBO_LABEL-OMOP_CONCEPT_LABEL:mupirocin | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:mupirocin | OBO_LABEL-OMOP_CONCEPT_SYNONYM:mupirocin | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:mupirocin | CONCEPT_SIMILARITY:CHEBI_7025_1.0
359	952004	952004	214824.0	sevelamer	nan	CHEBI_32127	sevelamer hydrochloride	Cosine Similarity One-to-One Concept	CONCEPT_SIMILARITY:CHEBI_32127_0.645
360	952538	952538	873.0	Anthralin	nan	CHEBI_37510	anthralin	Automatic One-to-One Concept	OBO_LABEL-OMOP_CONCEPT_LABEL:anthralin | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:anthralin | OBO_LABEL-OMOP_ANCESTOR_LABEL:anthralin | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:anthralin | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:dithranol | OBO_LABEL-OMOP_CONCEPT_SYNONYM:anthralin | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:anthralin | CONCEPT_SIMILARITY:CHEBI_37510_1.0
