	drug_concept_id	concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason	_c0	_c1	_c7	_c9	_c11	_c12	_c13	_c14	_c16
307	1379525	1379525	inositol	Drug	RxNorm	Ingredient	S	5833	1970-01-01	2099-12-31		5833	ENG	10267987	DB13178	DRUGBANK	IN	DB13178	Inositol	N
308	1379969	1379969	interferon alfa-2a	Drug	RxNorm	Ingredient	S	5879	1970-01-01	2099-12-31		5879	ENG	12540658	DB00034	DRUGBANK	IN	DB00034	Interferon alfa-2a	N
309	1380068	1380068	interferon alfa-2b	Drug	RxNorm	Ingredient	S	5880	1970-01-01	2099-12-31		5880	ENG	10785235	DB00105	DRUGBANK	IN	DB00105	Interferon alfa-2b	N
310	785649	785649	ketamine	Drug	RxNorm	Ingredient	S	6130	1970-01-01	2099-12-31		6130	ENG	8571482	DB01221	DRUGBANK	IN	DB01221	Ketamine	N
311	19089810	19089810	gonadorelin	Drug	RxNorm	Ingredient	S	6384	1970-01-01	2099-12-31		6384	ENG	8572966	DB00644	DRUGBANK	IN	DB00644	Gonadorelin	N
312	991876	991876	loperamide	Drug	RxNorm	Ingredient	S	6468	1970-01-01	2099-12-31		6468	ENG	8618699	DB00836	DRUGBANK	IN	DB00836	Loperamide	N
313	791967	791967	lorazepam	Drug	RxNorm	Ingredient	S	6470	1970-01-01	2099-12-31		6470	ENG	8612257	DB00186	DRUGBANK	IN	DB00186	Lorazepam	N
314	992956	992956	magnesium hydroxide	Drug	RxNorm	Ingredient	S	6581	1970-01-01	2099-12-31		6581	ENG	9733968	DB09104	DRUGBANK	IN	DB09104	Magnesium hydroxide	N
315	701322	701322	memantine	Drug	RxNorm	Ingredient	S	6719	1970-01-01	2099-12-31		6719	ENG	8544660	DB01043	DRUGBANK	IN	DB01043	Memantine	N
316	19005147	19005147	methotrimeprazine	Drug	RxNorm	Ingredient	S	6852	1970-01-01	2099-12-31		6852	ENG	8300174	DB01403	DRUGBANK	IN	DB01403	Methotrimeprazine	N
317	1506270	1506270	methylprednisolone	Drug	RxNorm	Ingredient	S	6902	1970-01-01	2099-12-31		6902	ENG	8605212	DB00959	DRUGBANK	IN	DB00959	Methylprednisolone	N
318	1707164	1707164	metronidazole	Drug	RxNorm	Ingredient	S	6922	1970-01-01	2099-12-31		6922	ENG	8268254	DB00916	DRUGBANK	IN	DB00916	Metronidazole	N
319	19007490	19007490	metyrapone	Drug	RxNorm	Ingredient	S	6923	1970-01-01	2099-12-31		6923	ENG	8661078	DB01011	DRUGBANK	IN	DB01011	Metyrapone	N
320	1307542	1307542	mexiletine	Drug	RxNorm	Ingredient	S	6926	1970-01-01	2099-12-31		6926	ENG	8386904	DB00379	DRUGBANK	IN	DB00379	Mexiletine	N
321	1308368	1308368	midodrine	Drug	RxNorm	Ingredient	S	6963	1970-01-01	2099-12-31		6963	ENG	8610651	DB00211	DRUGBANK	IN	DB00211	Midodrine	N
322	1112921	1112921	ipratropium	Drug	RxNorm	Ingredient	S	7213	1970-01-01	2099-12-31		7213	ENG	10277692	DB00332	DRUGBANK	IN	DB00332	Ipratropium	N
323	1313200	1313200	nadolol	Drug	RxNorm	Ingredient	S	7226	1970-01-01	2099-12-31		7226	ENG	8600132	DB01203	DRUGBANK	IN	DB01203	Nadolol	N
324	1714319	1714319	naltrexone	Drug	RxNorm	Ingredient	S	7243	1970-01-01	2099-12-31		7243	ENG	8388778	DB00704	DRUGBANK	IN	DB00704	Naltrexone	N
325	717136	717136	neostigmine	Drug	RxNorm	Ingredient	S	7315	1970-01-01	2099-12-31		7315	ENG	8648202	DB01400	DRUGBANK	IN	DB01400	Neostigmine	N
326	718583	718583	nicotine	Drug	RxNorm	Ingredient	S	7407	1970-01-01	2099-12-31		7407	ENG	8354539	DB00184	DRUGBANK	IN	DB00184	Nicotine	N
327	1318853	1318853	nifedipine	Drug	RxNorm	Ingredient	S	7417	1970-01-01	2099-12-31		7417	ENG	8600268	DB01115	DRUGBANK	IN	DB01115	Nifedipine	N
328	1319133	1319133	nimodipine	Drug	RxNorm	Ingredient	S	7426	1970-01-01	2099-12-31		7426	ENG	8401049	DB00393	DRUGBANK	IN	DB00393	Nimodipine	N
329	19021129	19021129	nitrous oxide	Drug	RxNorm	Ingredient	S	7486	1970-01-01	2099-12-31		7486	ENG	8413877	DB06690	DRUGBANK	IN	DB06690	Nitrous oxide	N
330	724394	724394	orphenadrine	Drug	RxNorm	Ingredient	S	7715	1970-01-01	2099-12-31		7715	ENG	8456974	DB01173	DRUGBANK	IN	DB01173	Orphenadrine	N
331	1727443	1727443	paromomycin	Drug	RxNorm	Ingredient	S	7934	1970-01-01	2099-12-31		7934	ENG	8268885	DB01421	DRUGBANK	IN	DB01421	Paromomycin	N
332	727835	727835	pemoline	Drug	RxNorm	Ingredient	S	7966	1970-01-01	2099-12-31		7966	ENG	8715328	DB01230	DRUGBANK	IN	DB01230	Pemoline	N
333	1729720	1729720	penicillin V	Drug	RxNorm	Ingredient	S	7984	1970-01-01	2099-12-31		7984	ENG	8265900	DB00417	DRUGBANK	IN	DB00417	Phenoxymethylpenicillin	N
334	1331247	1331247	pentoxifylline	Drug	RxNorm	Ingredient	S	8013	1970-01-01	2099-12-31		8013	ENG	8637470	DB00806	DRUGBANK	IN	DB00806	Pentoxifylline	N
335	732309	732309	pergolide	Drug	RxNorm	Ingredient	S	8047	1970-01-01	2099-12-31		8047	ENG	8436747	DB01186	DRUGBANK	IN	DB01186	Pergolide	N
336	19043395	19043395	phosphorus	Drug	RxNorm	Ingredient	S	8263	1970-01-01	2099-12-31		8263	ENG	10288027	DB14151	DRUGBANK	IN	DB14151	Phosphorus	N
337	19133992	19133992	pipothiazine	Drug	RxNorm	Ingredient	S	8348	1970-01-01	2099-12-31		8348	ENG	8333949	DB01621	DRUGBANK	IN	DB01621	Pipotiazine	N
338	19046654	19046654	piracetam	Drug	RxNorm	Ingredient	S	8351	1970-01-01	2099-12-31		8351	ENG	8479885	DB09210	DRUGBANK	IN	DB09210	Piracetam	N
339	948515	948515	polyethylene glycols	Drug	RxNorm	Ingredient	S	8516	1970-01-01	2099-12-31		8516	ENG	8294466	DB09287	DRUGBANK	IN	DB09287	Polyethylene glycol	N
340	948787	948787	polythiazide	Drug	RxNorm	Ingredient	S	8565	1970-01-01	2099-12-31		8565	ENG	8480327	DB01324	DRUGBANK	IN	DB01324	Polythiazide	N
341	1551099	1551099	prednisone	Drug	RxNorm	Ingredient	S	8640	1970-01-01	2099-12-31		8640	ENG	8490790	DB00635	DRUGBANK	IN	DB00635	Prednisone	N
342	1552310	1552310	progesterone	Drug	RxNorm	Ingredient	S	8727	1970-01-01	2099-12-31		8727	ENG	8613116	DB00396	DRUGBANK	IN	DB00396	Progesterone	N
343	1354118	1354118	epoprostenol	Drug	RxNorm	Ingredient	S	8814	1970-01-01	2099-12-31		8814	ENG	8618528	DB01240	DRUGBANK	IN	DB01240	Epoprostenol	N
344	1759270	1759270	pyrantel	Drug	RxNorm	Ingredient	S	8984	1970-01-01	2099-12-31		8984	ENG	9276118	DB11156	DRUGBANK	IN	DB11156	Pyrantel	N
345	1159811	1159811	pyrilamine	Drug	RxNorm	Ingredient	S	9009	1970-01-01	2099-12-31		9009	ENG	8378339	DB06691	DRUGBANK	IN	DB06691	Mepyramine	N
346	964407	964407	salicylic acid	Drug	RxNorm	Ingredient	S	9525	1970-01-01	2099-12-31		9525	ENG	8686624	DB00936	DRUGBANK	IN	DB00936	Salicylic acid	N
347	966282	966282	selenium	Drug	RxNorm	Ingredient	S	9641	1970-01-01	2099-12-31		9641	ENG	8731186	DB11135	DRUGBANK	IN	DB11135	Selenium	N
348	19069760	19069760	sodium hydroxide	Drug	RxNorm	Ingredient	S	9880	1970-01-01	2099-12-31		9880	ENG	9276113	DB11151	DRUGBANK	IN	DB11151	Sodium hydroxide	N
349	1370109	1370109	sotalol	Drug	RxNorm	Ingredient	S	9947	1970-01-01	2099-12-31		9947	ENG	8272553	DB00489	DRUGBANK	IN	DB00489	Sotalol	N
350	19070224	19070224	soybean oil	Drug	RxNorm	Ingredient	S	9949	1970-01-01	2099-12-31		9949	ENG	8478270	DB09422	DRUGBANK	IN	DB09422	Soybean oil	N
351	1036487	1036487	sulfathiazole	Drug	RxNorm	Ingredient	S	10193	1970-01-01	2099-12-31		10193	ENG	8675456	DB06147	DRUGBANK	IN	DB06147	Sulfathiazole	N
352	1237049	1237049	theophylline	Drug	RxNorm	Ingredient	S	10438	1970-01-01	2099-12-31		10438	ENG	8461796	DB00277	DRUGBANK	IN	DB00277	Theophylline	N
353	19137377	19137377	thimerosal	Drug	RxNorm	Ingredient	S	10472	1970-01-01	2099-12-31		10472	ENG	8549913	DB11590	DRUGBANK	IN	DB11590	Thimerosal	N
354	19000726	19000726	thymol	Drug	RxNorm	Ingredient	S	10553	1970-01-01	2099-12-31		10553	ENG	8481746	DB02513	DRUGBANK	IN	DB02513	Thymol	N
355	1302398	1302398	ticlopidine	Drug	RxNorm	Ingredient	S	10594	1970-01-01	2099-12-31		10594	ENG	8334748	DB00208	DRUGBANK	IN	DB00208	Ticlopidine	N
356	1502855	1502855	tolbutamide	Drug	RxNorm	Ingredient	S	10635	1970-01-01	2099-12-31		10635	ENG	8409601	DB01124	DRUGBANK	IN	DB01124	Tolbutamide	N
357	1303425	1303425	tranexamic acid	Drug	RxNorm	Ingredient	S	10691	1970-01-01	2099-12-31		10691	ENG	10785437	DB00302	DRUGBANK	IN	DB00302	Tranexamic acid	N
358	703547	703547	trazodone	Drug	RxNorm	Ingredient	S	10737	1970-01-01	2099-12-31		10737	ENG	8357425	DB00656	DRUGBANK	IN	DB00656	Trazodone	N
359	903643	903643	tretinoin	Drug	RxNorm	Ingredient	S	10753	1970-01-01	2099-12-31		10753	ENG	8282492	DB00755	DRUGBANK	IN	DB00755	Tretinoin	N
360	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	8473659	DB00620	DRUGBANK	IN	DB00620	Triamcinolone	N
361	904542	904542	triamterene	Drug	RxNorm	Ingredient	S	10763	1970-01-01	2099-12-31		10763	ENG	8379712	DB00384	DRUGBANK	IN	DB00384	Triamterene	N
362	704599	704599	triazolam	Drug	RxNorm	Ingredient	S	10767	1970-01-01	2099-12-31		10767	ENG	8415751	DB00897	DRUGBANK	IN	DB00897	Triazolam	N
363	705178	705178	trihexyphenidyl	Drug	RxNorm	Ingredient	S	10811	1970-01-01	2099-12-31		10811	ENG	8647660	DB00376	DRUGBANK	IN	DB00376	Trihexyphenidyl	N
364	905531	905531	metipranolol	Drug	RxNorm	Ingredient	S	10824	1970-01-01	2099-12-31		10824	ENG	8630969	DB01214	DRUGBANK	IN	DB01214	Metipranolol	N
365	906072	906072	tropicamide	Drug	RxNorm	Ingredient	S	10869	1970-01-01	2099-12-31		10869	ENG	8340611	DB00809	DRUGBANK	IN	DB00809	Tropicamide	N
366	1106647	1106647	turpentine	Drug	RxNorm	Ingredient	S	10938	1970-01-01	2099-12-31		10938	ENG	9704377	DB11120	DRUGBANK	IN	DB11120	Turpentine	N
367	906914	906914	urea	Drug	RxNorm	Ingredient	S	11002	1970-01-01	2099-12-31		11002	ENG	8314692	DB03904	DRUGBANK	IN	DB03904	Urea	N
368	19008261	19008261	viloxazine	Drug	RxNorm	Ingredient	S	11196	1970-01-01	2099-12-31		11196	ENG	8400806	DB09185	DRUGBANK	IN	DB09185	Viloxazine	N
369	19010309	19010309	water	Drug	RxNorm	Ingredient	S	11295	1970-01-01	2099-12-31		11295	ENG	8267659	DB09145	DRUGBANK	IN	DB09145	Water	N
370	1512674	1512674	drospirenone	Drug	RxNorm	Ingredient	S	11636	1970-01-01	2099-12-31		11636	ENG	8605629	DB01395	DRUGBANK	IN	DB01395	Drospirenone	N
371	19011091	19011091	deferiprone	Drug	RxNorm	Ingredient	S	11645	1970-01-01	2099-12-31		11645	ENG	8623637	DB08826	DRUGBANK	IN	DB08826	Deferiprone	N
372	1519936	1519936	etonogestrel	Drug	RxNorm	Ingredient	S	14584	1970-01-01	2099-12-31		14584	ENG	8666915	DB00294	DRUGBANK	IN	DB00294	Etonogestrel	N
373	19020002	19020002	vigabatrin	Drug	RxNorm	Ingredient	S	14851	1970-01-01	2099-12-31		14851	ENG	8423408	DB01080	DRUGBANK	IN	DB01080	Vigabatrin	N
374	725131	725131	mirtazapine	Drug	RxNorm	Ingredient	S	15996	1970-01-01	2099-12-31		15996	ENG	8480823	DB00370	DRUGBANK	IN	DB00370	Mirtazapine	N
375	1729323	1729323	adefovir	Drug	RxNorm	Ingredient	S	16521	1970-01-01	2099-12-31		16521	ENG	9718984	DB13868	DRUGBANK	IN	DB13868	Adefovir	N
376	19030059	19030059	alginic acid	Drug	RxNorm	Ingredient	S	17305	1970-01-01	2099-12-31		17305	ENG	9273341	DB13518	DRUGBANK	IN	DB13518	Alginic acid	N
377	19033634	19033634	artemether	Drug	RxNorm	Ingredient	S	18343	1970-01-01	2099-12-31		18343	ENG	8294645	DB06697	DRUGBANK	IN	DB06697	Artemether	N
378	1734104	1734104	azithromycin	Drug	RxNorm	Ingredient	S	18631	1970-01-01	2099-12-31		18631	ENG	8503573	DB00207	DRUGBANK	IN	DB00207	Azithromycin	N
379	934262	934262	balsalazide	Drug	RxNorm	Ingredient	S	18747	1970-01-01	2099-12-31		18747	ENG	8625550	DB01014	DRUGBANK	IN	DB01014	Balsalazide	N
380	1346823	1346823	carvedilol	Drug	RxNorm	Ingredient	S	20352	1970-01-01	2099-12-31		20352	ENG	8455886	DB01136	DRUGBANK	IN	DB01136	Carvedilol	N
381	19049145	19049145	celiprolol	Drug	RxNorm	Ingredient	S	20498	1970-01-01	2099-12-31		20498	ENG	8608503	DB04846	DRUGBANK	IN	DB04846	Celiprolol	N
382	19031524	19031524	cetyl alcohol	Drug	RxNorm	Ingredient	S	20615	1970-01-01	2099-12-31		20615	ENG	9274937	DB09494	DRUGBANK	IN	DB09494	Cetyl alcohol	N
383	19037891	19037891	chlorocresol	Drug	RxNorm	Ingredient	S	20823	1970-01-01	2099-12-31		20823	ENG	12751853	DB16864	DRUGBANK	IN	DB16864	Chlorocresol	N
384	19086560	19086560	danthron	Drug	RxNorm	Ingredient	S	22293	1970-01-01	2099-12-31		22293	ENG	10786570	DB04816	DRUGBANK	IN	DB04816	Dantron	N
385	19054876	19054876	dienogest	Drug	RxNorm	Ingredient	S	22968	1970-01-01	2099-12-31		22968	ENG	8294641	DB09123	DRUGBANK	IN	DB09123	Dienogest	N
386	1189596	1189596	dihydrocodeine	Drug	RxNorm	Ingredient	S	23088	1970-01-01	2099-12-31		23088	ENG	8530208	DB01551	DRUGBANK	IN	DB01551	Dihydrocodeine	N
387	19068028	19068028	glycol salicylate	Drug	RxNorm	Ingredient	S	26051	1970-01-01	2099-12-31		26051	ENG	9273281	DB11323	DRUGBANK	IN	DB11323	Glycol salicylate	N
388	1000560	1000560	ondansetron	Drug	RxNorm	Ingredient	S	26225	1970-01-01	2099-12-31		26225	ENG	8478857	DB00904	DRUGBANK	IN	DB00904	Ondansetron	N
389	1101703	1101703	homatropine	Drug	RxNorm	Ingredient	S	27084	1970-01-01	2099-12-31		27084	ENG	9276133	DB11181	DRUGBANK	IN	DB11181	Homatropine	N
390	1101898	1101898	leflunomide	Drug	RxNorm	Ingredient	S	27169	1970-01-01	2099-12-31		27169	ENG	8392898	DB01097	DRUGBANK	IN	DB01097	Leflunomide	N
391	1703653	1703653	itraconazole	Drug	RxNorm	Ingredient	S	28031	1970-01-01	2099-12-31		28031	ENG	8298515	DB01167	DRUGBANK	IN	DB01167	Itraconazole	N
392	19007803	19007803	lofexidine	Drug	RxNorm	Ingredient	S	28863	1970-01-01	2099-12-31		28863	ENG	8509750	DB04948	DRUGBANK	IN	DB04948	Lofexidine	N
393	908464	908464	magnesium carbonate	Drug	RxNorm	Ingredient	S	29155	1970-01-01	2099-12-31		29155	ENG	8504584	DB09481	DRUGBANK	IN	DB09481	Magnesium carbonate	N
394	908730	908730	magnesium trisilicate	Drug	RxNorm	Ingredient	S	29170	1970-01-01	2099-12-31		29170	ENG	10791083	DB09281	DRUGBANK	IN	DB09281	Magnesium trisilicate	N
395	509081	509081	meningococcal group C polysaccharide	Drug	RxNorm	Ingredient	S	29503	1970-01-01	2099-12-31		29503	ENG	10334375	DB13890	DRUGBANK	IN	DB13890	Meningococcal polysaccharide vaccine group C	N
396	1709170	1709170	meropenem	Drug	RxNorm	Ingredient	S	29561	1970-01-01	2099-12-31		29561	ENG	8565925	DB00760	DRUGBANK	IN	DB00760	Meropenem	N
397	909841	909841	methylnaltrexone	Drug	RxNorm	Ingredient	S	29899	2008-06-29	2099-12-31		29899	ENG	8399052	DB06800	DRUGBANK	IN	DB06800	Methylnaltrexone	N
398	19014158	19014158	nalmefene	Drug	RxNorm	Ingredient	S	31479	1970-01-01	2099-12-31		31479	ENG	9704323	DB06230	DRUGBANK	IN	DB06230	Nalmefene	N
399	1314577	1314577	nebivolol	Drug	RxNorm	Ingredient	S	31555	1970-01-01	2099-12-31		31555	ENG	8543245	DB04861	DRUGBANK	IN	DB04861	Nebivolol	N
400	1114620	1114620	nedocromil	Drug	RxNorm	Ingredient	S	31563	1970-01-01	2099-12-31		31563	ENG	8304178	DB00716	DRUGBANK	IN	DB00716	Nedocromil	N
401	1515774	1515774	norgestimate	Drug	RxNorm	Ingredient	S	31994	1970-01-01	2099-12-31		31994	ENG	8296476	DB00957	DRUGBANK	IN	DB00957	Norgestimate	N
402	916282	916282	olsalazine	Drug	RxNorm	Ingredient	S	32385	1970-01-01	2099-12-31		32385	ENG	8410709	DB01250	DRUGBANK	IN	DB01250	Olsalazine	N
403	19018882	19018882	oxitropium	Drug	RxNorm	Ingredient	S	32649	1970-01-01	2099-12-31		32649	ENG	9245457	DB12086	DRUGBANK	IN	DB12086	Oxitropium	N
404	722031	722031	paroxetine	Drug	RxNorm	Ingredient	S	32937	1970-01-01	2099-12-31		32937	ENG	8558437	DB00715	DRUGBANK	IN	DB00715	Paroxetine	N
405	922868	922868	permethrin	Drug	RxNorm	Ingredient	S	33199	1970-01-01	2099-12-31		33199	ENG	8546459	DB04930	DRUGBANK	IN	DB04930	Permethrin	N
406	19024213	19024213	pholcodine	Drug	RxNorm	Ingredient	S	33431	1970-01-01	2099-12-31		33431	ENG	8625596	DB09209	DRUGBANK	IN	DB09209	Pholcodine	N
407	1326012	1326012	isradipine	Drug	RxNorm	Ingredient	S	33910	1970-01-01	2099-12-31		33910	ENG	8312707	DB00270	DRUGBANK	IN	DB00270	Isradipine	N
408	1331235	1331235	quinapril	Drug	RxNorm	Ingredient	S	35208	1970-01-01	2099-12-31		35208	ENG	8469038	DB00881	DRUGBANK	IN	DB00881	Quinapril	N
409	1539403	1539403	simvastatin	Drug	RxNorm	Ingredient	S	36567	1970-01-01	2099-12-31		36567	ENG	8403759	DB00641	DRUGBANK	IN	DB00641	Simvastatin	N
410	1140643	1140643	sumatriptan	Drug	RxNorm	Ingredient	S	37418	1970-01-01	2099-12-31		37418	ENG	8308212	DB00669	DRUGBANK	IN	DB00669	Sumatriptan	N
411	1341149	1341149	temozolomide	Drug	RxNorm	Ingredient	S	37776	1970-01-01	2099-12-31		37776	ENG	8398485	DB00853	DRUGBANK	IN	DB00853	Temozolomide	N
412	741530	741530	orlistat	Drug	RxNorm	Ingredient	S	37925	1970-01-01	2099-12-31		37925	ENG	8335320	DB01083	DRUGBANK	IN	DB01083	Orlistat	N
413	742185	742185	atomoxetine	Drug	RxNorm	Ingredient	S	38400	1970-01-01	2099-12-31		38400	ENG	8406794	DB00289	DRUGBANK	IN	DB00289	Atomoxetine	N
414	943634	943634	epinastine	Drug	RxNorm	Ingredient	S	39684	1970-01-01	2099-12-31		39684	ENG	8561342	DB00751	DRUGBANK	IN	DB00751	Epinastine	N
415	19043833	19043833	xamoterol	Drug	RxNorm	Ingredient	S	39801	1970-01-01	2099-12-31		39801	ENG	11812625	DB13781	DRUGBANK	IN	DB13781	Xamoterol	N
416	19044522	19044522	zinc sulfate	Drug	RxNorm	Ingredient	S	39954	1970-01-01	2099-12-31		39954	ENG	10289277	DB14548	DRUGBANK	IN	DB14548	Zinc sulfate, unspecified form	N
417	19044522	19044522	zinc sulfate	Drug	RxNorm	Ingredient	S	39954	1970-01-01	2099-12-31		39954	ENG	8304868	DB09322	DRUGBANK	IN	DB09322	Zinc sulfate	N
418	1344992	1344992	iloprost	Drug	RxNorm	Ingredient	S	40138	1970-01-01	2099-12-31		40138	ENG	8364238	DB01088	DRUGBANK	IN	DB01088	Iloprost	N
419	948078	948078	pantoprazole	Drug	RxNorm	Ingredient	S	40790	1970-01-01	2099-12-31		40790	ENG	8338406	DB00213	DRUGBANK	IN	DB00213	Pantoprazole	N
420	951511	951511	mupirocin	Drug	RxNorm	Ingredient	S	42372	1970-01-01	2099-12-31		42372	ENG	8322132	DB00410	DRUGBANK	IN	DB00410	Mupirocin	N
421	1363749	1363749	fosinopril	Drug	RxNorm	Ingredient	S	50166	1970-01-01	2099-12-31		50166	ENG	8641193	DB00492	DRUGBANK	IN	DB00492	Fosinopril	N
422	1567198	1567198	insulin aspart, human	Drug	RxNorm	Ingredient	S	51428	1970-01-01	2099-12-31		51428	ENG	11802137	DB01306	DRUGBANK	IN	DB01306	Insulin aspart	N
423	977421	977421	rimexolone	Drug	RxNorm	Ingredient	S	55681	1970-01-01	2099-12-31		55681	ENG	8506820	DB00896	DRUGBANK	IN	DB00896	Rimexolone	N
424	19077884	19077884	sodium acetate	Drug	RxNorm	Ingredient	S	56443	1970-01-01	2099-12-31		56443	ENG	8433377	DB09395	DRUGBANK	IN	DB09395	Sodium acetate	N
425	778474	778474	tizanidine	Drug	RxNorm	Ingredient	S	57258	1970-01-01	2099-12-31		57258	ENG	8435592	DB00697	DRUGBANK	IN	DB00697	Tizanidine	N
426	1781733	1781733	atovaquone	Drug	RxNorm	Ingredient	S	60212	1970-01-01	2099-12-31		60212	ENG	8320596	DB01117	DRUGBANK	IN	DB01117	Atovaquone	N
427	981774	981774	adapalene	Drug	RxNorm	Ingredient	S	60223	1970-01-01	2099-12-31		60223	ENG	8363875	DB00210	DRUGBANK	IN	DB00210	Adapalene	N
428	782211	782211	entacapone	Drug	RxNorm	Ingredient	S	60307	1970-01-01	2099-12-31		60307	ENG	8444210	DB00494	DRUGBANK	IN	DB00494	Entacapone	N
429	1584910	1584910	somatropin	Drug	RxNorm	Ingredient	S	61148	1970-01-01	2099-12-31		61148	ENG	9193670	DB00052	DRUGBANK	IN	DB00052	Somatotropin	N
430	1503501	1503501	lanreotide	Drug	RxNorm	Ingredient	S	68092	1970-01-01	2099-12-31		68092	ENG	8392884	DB06791	DRUGBANK	IN	DB06791	Lanreotide	N
431	1703603	1703603	famciclovir	Drug	RxNorm	Ingredient	S	68099	1970-01-01	2099-12-31		68099	ENG	8380201	DB00426	DRUGBANK	IN	DB00426	Famciclovir	N
432	1308842	1308842	valsartan	Drug	RxNorm	Ingredient	S	69749	1970-01-01	2099-12-31		69749	ENG	8423279	DB00177	DRUGBANK	IN	DB00177	Valsartan	N
433	713196	713196	interferon beta-1b	Drug	RxNorm	Ingredient	S	72257	1970-01-01	2099-12-31		72257	ENG	8449599	DB00068	DRUGBANK	IN	DB00068	Interferon beta-1b	N
434	1524674	1524674	zoledronic acid	Drug	RxNorm	Ingredient	S	77655	1970-01-01	2099-12-31		77655	ENG	8341189	DB00399	DRUGBANK	IN	DB00399	Zoledronic acid	N
435	1545958	1545958	atorvastatin	Drug	RxNorm	Ingredient	S	83367	1970-01-01	2099-12-31		83367	ENG	8267258	DB01076	DRUGBANK	IN	DB01076	Atorvastatin	N
436	1347384	1347384	irbesartan	Drug	RxNorm	Ingredient	S	83818	1970-01-01	2099-12-31		83818	ENG	8508716	DB01029	DRUGBANK	IN	DB01029	Irbesartan	N
437	947416	947416	tazarotene	Drug	RxNorm	Ingredient	S	83947	1970-01-01	2099-12-31		83947	ENG	8414242	DB00799	DRUGBANK	IN	DB00799	Tazarotene	N
438	1748921	1748921	ritonavir	Drug	RxNorm	Ingredient	S	85762	1970-01-01	2099-12-31		85762	ENG	8493482	DB00503	DRUGBANK	IN	DB00503	Ritonavir	N
439	19059707	19059707	terpin hydrate	Drug	RxNorm	Ingredient	S	89916	1970-01-01	2099-12-31		89916	ENG	9733983	DB13163	DRUGBANK	IN	DB13163	Terpin hydrate	N
440	1314273	1314273	rituximab	Drug	RxNorm	Ingredient	S	121191	1970-01-01	2099-12-31		121191	ENG	8458672	DB00073	DRUGBANK	IN	DB00073	Rituximab	N
441	915542	915542	brimonidine	Drug	RxNorm	Ingredient	S	134615	1970-01-01	2099-12-31		134615	ENG	8350930	DB00484	DRUGBANK	IN	DB00484	Brimonidine	N
442	19015802	19015802	lercanidipine	Drug	RxNorm	Ingredient	S	135056	1970-01-01	2099-12-31		135056	ENG	8508970	DB00528	DRUGBANK	IN	DB00528	Lercanidipine	N
443	1118117	1118117	naratriptan	Drug	RxNorm	Ingredient	S	141366	1970-01-01	2099-12-31		141366	ENG	8297784	DB00952	DRUGBANK	IN	DB00952	Naratriptan	N
444	19011440	19011440	everolimus	Drug	RxNorm	Ingredient	S	141704	2009-05-03	2099-12-31		141704	ENG	8685199	DB01590	DRUGBANK	IN	DB01590	Everolimus	N
445	1738170	1738170	lopinavir	Drug	RxNorm	Ingredient	S	195088	1970-01-01	2099-12-31		195088	ENG	8440989	DB01601	DRUGBANK	IN	DB01601	Lopinavir	N
446	19045290	19045290	evening primrose oil	Drug	RxNorm	Ingredient	S	203219	1970-01-01	2099-12-31		203219	ENG	9276241	DB11358	DRUGBANK	IN	DB11358	Evening primrose oil	N
447	951469	951469	calcium acetate	Drug	RxNorm	Ingredient	S	214342	1970-01-01	2099-12-31		214342	ENG	10778826	DB00258	DRUGBANK	IN	DB00258	Calcium acetate	N
448	751889	751889	glatiramer	Drug	RxNorm	Ingredient	S	214582	1970-01-01	2099-12-31		214582	ENG	10277726	DB05259	DRUGBANK	IN	DB05259	Glatiramer	N
449	1385800	1385800	yohimbine	Drug	RxNorm	Ingredient	S	220982	1970-01-01	2099-12-31		220982	ENG	8459307	DB01392	DRUGBANK	IN	DB01392	Yohimbine	N
450	1189458	1189458	frovatriptan	Drug	RxNorm	Ingredient	S	228783	1970-01-01	2099-12-31		228783	ENG	8606518	DB00998	DRUGBANK	IN	DB00998	Frovatriptan	N
451	989482	989482	dutasteride	Drug	RxNorm	Ingredient	S	228790	1970-01-01	2099-12-31		228790	ENG	8598130	DB01126	DRUGBANK	IN	DB01126	Dutasteride	N
452	1389888	1389888	bexarotene	Drug	RxNorm	Ingredient	S	233272	1970-01-01	2099-12-31		233272	ENG	8584327	DB00307	DRUGBANK	IN	DB00307	Bexarotene	N
453	40163615	40163615	dronedarone	Drug	RxNorm	Ingredient	S	233698	2009-08-02	2099-12-31		233698	ENG	8596947	DB04855	DRUGBANK	IN	DB04855	Dronedarone	N
454	19090809	19090809	nicoboxil	Drug	RxNorm	Ingredient	S	235788	1970-01-01	2099-12-31		235788	ENG	9246385	DB12911	DRUGBANK	IN	DB12911	Nicoboxil	N
455	19055907	19055907	amylmetacresol	Drug	RxNorm	Ingredient	S	236248	1970-01-01	2099-12-31		236248	ENG	9712894	DB13908	DRUGBANK	IN	DB13908	Amylmetacresol	N
456	19056157	19056157	levomenthol	Drug	RxNorm	Ingredient	S	236388	1970-01-01	2099-12-31		236388	ENG	10786021	DB00825	DRUGBANK	IN	DB00825	Levomenthol	N
