	drug_concept_id	concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason	_c0	_c1	_c7	_c11	_c12	_c13	_c14	_c16
165	919204	919204	amylase	Drug	RxNorm	Ingredient	S	743	1970-01-01	2099-12-31		743	ENG	5479685	ATC	IN	A09AA01	diastase	N
166	951237	951237	antazoline	Drug	RxNorm	Ingredient	S	865	1970-01-01	2099-12-31		865	ENG	5478685	ATC	IN	R01AC04	antazoline	N
167	951237	951237	antazoline	Drug	RxNorm	Ingredient	S	865	1970-01-01	2099-12-31		865	ENG	5478686	ATC	IN	R06AX05	antazoline	N
168	915175	915175	bacitracin	Drug	RxNorm	Ingredient	S	1291	1970-01-01	2099-12-31		1291	ENG	12869018	ATC	IN	S01AA32	bacitracin	N
169	915175	915175	bacitracin	Drug	RxNorm	Ingredient	S	1291	1970-01-01	2099-12-31		1291	ENG	5478779	ATC	IN	D06AX05	bacitracin	N
170	915175	915175	bacitracin	Drug	RxNorm	Ingredient	S	1291	1970-01-01	2099-12-31		1291	ENG	5478780	ATC	IN	J01XX10	bacitracin	N
171	915175	915175	bacitracin	Drug	RxNorm	Ingredient	S	1291	1970-01-01	2099-12-31		1291	ENG	5478781	ATC	IN	R02AB04	bacitracin	N
172	918172	918172	benzoyl peroxide	Drug	RxNorm	Ingredient	S	1418	1970-01-01	2099-12-31		1418	ENG	5478854	ATC	IN	D10AE01	benzoyl peroxide	N
173	19019620	19019620	benzydamine	Drug	RxNorm	Ingredient	S	1425	1970-01-01	2099-12-31		1425	ENG	5478856	ATC	IN	A01AD02	benzydamine	N
174	19019620	19019620	benzydamine	Drug	RxNorm	Ingredient	S	1425	1970-01-01	2099-12-31		1425	ENG	5478857	ATC	IN	G02CC03	benzydamine	N
175	19019620	19019620	benzydamine	Drug	RxNorm	Ingredient	S	1425	1970-01-01	2099-12-31		1425	ENG	5478858	ATC	IN	M01AX07	benzydamine	N
176	19019620	19019620	benzydamine	Drug	RxNorm	Ingredient	S	1425	1970-01-01	2099-12-31		1425	ENG	5478859	ATC	IN	M02AA05	benzydamine	N
177	19019620	19019620	benzydamine	Drug	RxNorm	Ingredient	S	1425	1970-01-01	2099-12-31		1425	ENG	9716293	ATC	IN	R02AX03	benzydamine	N
178	924939	924939	bisacodyl	Drug	RxNorm	Ingredient	S	1596	1970-01-01	2099-12-31		1596	ENG	5478922	ATC	IN	A06AB02	bisacodyl	N
179	924939	924939	bisacodyl	Drug	RxNorm	Ingredient	S	1596	1970-01-01	2099-12-31		1596	ENG	5478923	ATC	IN	A06AG02	bisacodyl	N
180	19035704	19035704	calcium carbonate	Drug	RxNorm	Ingredient	S	1897	1970-01-01	2099-12-31		1897	ENG	5479047	ATC	IN	A02AC01	calcium carbonate	N
181	19035704	19035704	calcium carbonate	Drug	RxNorm	Ingredient	S	1897	1970-01-01	2099-12-31		1897	ENG	5479048	ATC	IN	A12AA04	calcium carbonate	N
182	19037401	19037401	calcium phosphate	Drug	RxNorm	Ingredient	S	1919	1970-01-01	2099-12-31		1919	ENG	5479071	ATC	IN	A12AA01	calcium phosphate	N
183	740275	740275	carbamazepine	Drug	RxNorm	Ingredient	S	2002	1970-01-01	2099-12-31		2002	ENG	5479092	ATC	IN	N03AF01	carbamazepine	N
184	1768849	1768849	cefaclor	Drug	RxNorm	Ingredient	S	2176	1970-01-01	2099-12-31		2176	ENG	5479145	ATC	IN	J01DC04	cefaclor	N
185	1778162	1778162	cefuroxime	Drug	RxNorm	Ingredient	S	2194	1970-01-01	2099-12-31		2194	ENG	5479190	ATC	IN	J01DC02	cefuroxime	N
186	1778162	1778162	cefuroxime	Drug	RxNorm	Ingredient	S	2194	1970-01-01	2099-12-31		2194	ENG	5479191	ATC	IN	S01AA27	cefuroxime	N
187	990678	990678	chlordiazepoxide	Drug	RxNorm	Ingredient	S	2356	1970-01-01	2099-12-31		2356	ENG	5479228	ATC	IN	N05BA02	chlordiazepoxide	N
188	1792429	1792429	proguanil	Drug	RxNorm	Ingredient	S	2382	1970-01-01	2099-12-31		2382	ENG	5481965	ATC	IN	P01BB01	proguanil	N
189	997276	997276	cimetidine	Drug	RxNorm	Ingredient	S	2541	1970-01-01	2099-12-31		2541	ENG	5479322	ATC	IN	A02BA01	cimetidine	N
190	798834	798834	clomipramine	Drug	RxNorm	Ingredient	S	2597	1970-01-01	2099-12-31		2597	ENG	5479399	ATC	IN	N06AA04	clomipramine	N
191	798874	798874	clonazepam	Drug	RxNorm	Ingredient	S	2598	1970-01-01	2099-12-31		2598	ENG	5479401	ATC	IN	N03AE01	clonazepam	N
192	1310317	1310317	cyclophosphamide	Drug	RxNorm	Ingredient	S	3002	1970-01-01	2099-12-31		3002	ENG	5479558	ATC	IN	L01AA01	cyclophosphamide	N
193	19010792	19010792	cyproterone	Drug	RxNorm	Ingredient	S	3014	1970-01-01	2099-12-31		3014	ENG	5479566	ATC	IN	G03HA01	cyproterone	N
194	1326303	1326303	digoxin	Drug	RxNorm	Ingredient	S	3407	1970-01-01	2099-12-31		3407	ENG	5479738	ATC	IN	C01AA05	digoxin	N
195	735850	735850	disulfiram	Drug	RxNorm	Ingredient	S	3554	1970-01-01	2099-12-31		3554	ENG	5479820	ATC	IN	N07BB01	disulfiram	N
196	735850	735850	disulfiram	Drug	RxNorm	Ingredient	S	3554	1970-01-01	2099-12-31		3554	ENG	5479821	ATC	IN	P03AA04	disulfiram	N
197	19040060	19040060	dydrogesterone	Drug	RxNorm	Ingredient	S	3706	1970-01-01	2099-12-31		3706	ENG	5479873	ATC	IN	G03DB01	dydrogesterone	N
198	1341927	1341927	enalapril	Drug	RxNorm	Ingredient	S	3827	1970-01-01	2099-12-31		3827	ENG	5479912	ATC	IN	C09AA02	enalapril	N
199	1549080	1549080	estrogens, conjugated (USP)	Drug	RxNorm	Ingredient	S	4099	1970-01-01	2099-12-31		4099	ENG	5479514	ATC	IN	G03CA57	conjugated estrogens	N
200	19049350	19049350	ethamsylate	Drug	RxNorm	Ingredient	S	4112	1970-01-01	2099-12-31		4112	ENG	5480005	ATC	IN	B02BX01	etamsylate	N
201	1153928	1153928	fenoprofen	Drug	RxNorm	Ingredient	S	4331	1970-01-01	2099-12-31		4331	ENG	5480097	ATC	IN	M01AE04	fenoprofen	N
202	1754994	1754994	fluconazole	Drug	RxNorm	Ingredient	S	4450	1970-01-01	2099-12-31		4450	ENG	5480176	ATC	IN	D01AC15	fluconazole	N
203	1754994	1754994	fluconazole	Drug	RxNorm	Ingredient	S	4450	1970-01-01	2099-12-31		4450	ENG	5480177	ATC	IN	J02AC01	fluconazole	N
204	955583	955583	fluorometholone	Drug	RxNorm	Ingredient	S	4491	1970-01-01	2099-12-31		4491	ENG	5480229	ATC	IN	C05AA06	fluorometholone	N
205	955583	955583	fluorometholone	Drug	RxNorm	Ingredient	S	4491	1970-01-01	2099-12-31		4491	ENG	5480230	ATC	IN	D07AB06	fluorometholone	N
206	955583	955583	fluorometholone	Drug	RxNorm	Ingredient	S	4491	1970-01-01	2099-12-31		4491	ENG	5480231	ATC	IN	D07XB04	fluorometholone	N
207	955583	955583	fluorometholone	Drug	RxNorm	Ingredient	S	4491	1970-01-01	2099-12-31		4491	ENG	5480232	ATC	IN	D10AA01	fluorometholone	N
208	955583	955583	fluorometholone	Drug	RxNorm	Ingredient	S	4491	1970-01-01	2099-12-31		4491	ENG	5480233	ATC	IN	S01BA07	fluorometholone	N
209	955583	955583	fluorometholone	Drug	RxNorm	Ingredient	S	4491	1970-01-01	2099-12-31		4491	ENG	5480234	ATC	IN	S01CB05	fluorometholone	N
210	974166	974166	hydrochlorothiazide	Drug	RxNorm	Ingredient	S	5487	1970-01-01	2099-12-31		5487	ENG	5480491	ATC	IN	C03AA03	hydrochlorothiazide	N
211	1377141	1377141	hydroxyurea	Drug	RxNorm	Ingredient	S	5552	1970-01-01	2099-12-31		5552	ENG	5480530	ATC	IN	L01XX05	hydroxycarbamide	N
212	978555	978555	indapamide	Drug	RxNorm	Ingredient	S	5764	1970-01-01	2099-12-31		5764	ENG	5480584	ATC	IN	C03BA11	indapamide	N
213	19084915	19084915	karaya gum	Drug	RxNorm	Ingredient	S	6111	1970-01-01	2099-12-31		6111	ENG	5482339	ATC	IN	A06AC03	sterculia	N
214	991876	991876	loperamide	Drug	RxNorm	Ingredient	S	6468	1970-01-01	2099-12-31		6468	ENG	5480877	ATC	IN	A07DA03	loperamide	N
215	791967	791967	lorazepam	Drug	RxNorm	Ingredient	S	6470	1970-01-01	2099-12-31		6470	ENG	5480885	ATC	IN	N05BA06	lorazepam	N
216	992956	992956	magnesium hydroxide	Drug	RxNorm	Ingredient	S	6581	1970-01-01	2099-12-31		6581	ENG	5480927	ATC	IN	A02AA04	magnesium hydroxide	N
217	992956	992956	magnesium hydroxide	Drug	RxNorm	Ingredient	S	6581	1970-01-01	2099-12-31		6581	ENG	5480928	ATC	IN	G04BX01	magnesium hydroxide	N
218	1506270	1506270	methylprednisolone	Drug	RxNorm	Ingredient	S	6902	1970-01-01	2099-12-31		6902	ENG	5481151	ATC	IN	D07AA01	methylprednisolone	N
219	1506270	1506270	methylprednisolone	Drug	RxNorm	Ingredient	S	6902	1970-01-01	2099-12-31		6902	ENG	5481152	ATC	IN	D10AA02	methylprednisolone	N
220	1506270	1506270	methylprednisolone	Drug	RxNorm	Ingredient	S	6902	1970-01-01	2099-12-31		6902	ENG	5481153	ATC	IN	H02AB04	methylprednisolone	N
221	1707164	1707164	metronidazole	Drug	RxNorm	Ingredient	S	6922	1970-01-01	2099-12-31		6922	ENG	5481196	ATC	IN	A01AB17	metronidazole	N
222	1707164	1707164	metronidazole	Drug	RxNorm	Ingredient	S	6922	1970-01-01	2099-12-31		6922	ENG	5481197	ATC	IN	D06BX01	metronidazole	N
223	1707164	1707164	metronidazole	Drug	RxNorm	Ingredient	S	6922	1970-01-01	2099-12-31		6922	ENG	5481198	ATC	IN	G01AF01	metronidazole	N
224	1707164	1707164	metronidazole	Drug	RxNorm	Ingredient	S	6922	1970-01-01	2099-12-31		6922	ENG	5481199	ATC	IN	J01XD01	metronidazole	N
225	1707164	1707164	metronidazole	Drug	RxNorm	Ingredient	S	6922	1970-01-01	2099-12-31		6922	ENG	5481200	ATC	IN	P01AB01	metronidazole	N
226	1307542	1307542	mexiletine	Drug	RxNorm	Ingredient	S	6926	1970-01-01	2099-12-31		6926	ENG	5481202	ATC	IN	C01BB02	mexiletine	N
227	1313200	1313200	nadolol	Drug	RxNorm	Ingredient	S	7226	1970-01-01	2099-12-31		7226	ENG	5481305	ATC	IN	C07AA12	nadolol	N
228	718583	718583	nicotine	Drug	RxNorm	Ingredient	S	7407	1970-01-01	2099-12-31		7407	ENG	5481382	ATC	IN	N07BA01	nicotine	N
229	1318853	1318853	nifedipine	Drug	RxNorm	Ingredient	S	7417	1970-01-01	2099-12-31		7417	ENG	5481389	ATC	IN	C08CA05	nifedipine	N
230	1729720	1729720	penicillin V	Drug	RxNorm	Ingredient	S	7984	1970-01-01	2099-12-31		7984	ENG	5481734	ATC	IN	J01CE02	phenoxymethylpenicillin	N
231	1331247	1331247	pentoxifylline	Drug	RxNorm	Ingredient	S	8013	1970-01-01	2099-12-31		8013	ENG	5481675	ATC	IN	C04AD03	pentoxifylline	N
232	732309	732309	pergolide	Drug	RxNorm	Ingredient	S	8047	1970-01-01	2099-12-31		8047	ENG	5481683	ATC	IN	N04BC02	pergolide	N
233	964407	964407	salicylic acid	Drug	RxNorm	Ingredient	S	9525	1970-01-01	2099-12-31		9525	ENG	5482188	ATC	IN	D01AE12	salicylic acid	N
234	964407	964407	salicylic acid	Drug	RxNorm	Ingredient	S	9525	1970-01-01	2099-12-31		9525	ENG	5482189	ATC	IN	S01BC08	salicylic acid	N
235	1370109	1370109	sotalol	Drug	RxNorm	Ingredient	S	9947	1970-01-01	2099-12-31		9947	ENG	5482320	ATC	IN	C07AA07	sotalol	N
236	1036487	1036487	sulfathiazole	Drug	RxNorm	Ingredient	S	10193	1970-01-01	2099-12-31		10193	ENG	5482401	ATC	IN	D06BA02	sulfathiazole	N
237	1036487	1036487	sulfathiazole	Drug	RxNorm	Ingredient	S	10193	1970-01-01	2099-12-31		10193	ENG	5482402	ATC	IN	J01EB07	sulfathiazole	N
238	1036525	1036525	sulfur	Drug	RxNorm	Ingredient	S	10223	1970-01-01	2099-12-31		10223	ENG	5482408	ATC	IN	D10AB02	sulfur	N
239	1502855	1502855	tolbutamide	Drug	RxNorm	Ingredient	S	10635	1970-01-01	2099-12-31		10635	ENG	5482677	ATC	IN	A10BB03	tolbutamide	N
240	1502855	1502855	tolbutamide	Drug	RxNorm	Ingredient	S	10635	1970-01-01	2099-12-31		10635	ENG	5482678	ATC	IN	V04CA01	tolbutamide	N
241	1303425	1303425	tranexamic acid	Drug	RxNorm	Ingredient	S	10691	1970-01-01	2099-12-31		10691	ENG	5482704	ATC	IN	B02AA02	tranexamic acid	N
242	703547	703547	trazodone	Drug	RxNorm	Ingredient	S	10737	1970-01-01	2099-12-31		10737	ENG	5482709	ATC	IN	N06AX05	trazodone	N
243	903643	903643	tretinoin	Drug	RxNorm	Ingredient	S	10753	1970-01-01	2099-12-31		10753	ENG	12531054	ATC	IN	L01XF01	tretinoin	N
244	903643	903643	tretinoin	Drug	RxNorm	Ingredient	S	10753	1970-01-01	2099-12-31		10753	ENG	5482715	ATC	IN	D10AD01	tretinoin	N
245	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482720	ATC	IN	A01AC01	triamcinolone	N
246	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482721	ATC	IN	C05AA12	triamcinolone	N
247	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482722	ATC	IN	D07AB09	triamcinolone	N
248	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482723	ATC	IN	D07XB02	triamcinolone	N
249	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482724	ATC	IN	H02AB08	triamcinolone	N
250	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482725	ATC	IN	R01AD11	triamcinolone	N
251	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482726	ATC	IN	R03BA06	triamcinolone	N
252	903963	903963	triamcinolone	Drug	RxNorm	Ingredient	S	10759	1970-01-01	2099-12-31		10759	ENG	5482727	ATC	IN	S01BA05	triamcinolone	N
253	904542	904542	triamterene	Drug	RxNorm	Ingredient	S	10763	1970-01-01	2099-12-31		10763	ENG	5482731	ATC	IN	C03DB02	triamterene	N
254	906914	906914	urea	Drug	RxNorm	Ingredient	S	11002	1970-01-01	2099-12-31		11002	ENG	5479093	ATC	IN	B05BC02	carbamide	N
255	906914	906914	urea	Drug	RxNorm	Ingredient	S	11002	1970-01-01	2099-12-31		11002	ENG	5479094	ATC	IN	D02AE01	carbamide	N
256	1512674	1512674	drospirenone	Drug	RxNorm	Ingredient	S	11636	1970-01-01	2099-12-31		11636	ENG	7717194	ATC	IN	G03AC10	drospirenone	N
257	19020002	19020002	vigabatrin	Drug	RxNorm	Ingredient	S	14851	1970-01-01	2099-12-31		14851	ENG	5482871	ATC	IN	N03AG04	vigabatrin	N
258	725131	725131	mirtazapine	Drug	RxNorm	Ingredient	S	15996	1970-01-01	2099-12-31		15996	ENG	5481237	ATC	IN	N06AX11	mirtazapine	N
259	19030059	19030059	alginic acid	Drug	RxNorm	Ingredient	S	17305	1970-01-01	2099-12-31		17305	ENG	5478557	ATC	IN	A02BX13	alginic acid	N
260	934262	934262	balsalazide	Drug	RxNorm	Ingredient	S	18747	1970-01-01	2099-12-31		18747	ENG	5478783	ATC	IN	A07EC04	balsalazide	N
261	1346823	1346823	carvedilol	Drug	RxNorm	Ingredient	S	20352	1970-01-01	2099-12-31		20352	ENG	5479134	ATC	IN	C07AG02	carvedilol	N
262	19049145	19049145	celiprolol	Drug	RxNorm	Ingredient	S	20498	1970-01-01	2099-12-31		20498	ENG	5479195	ATC	IN	C07AB08	celiprolol	N
263	19086560	19086560	danthron	Drug	RxNorm	Ingredient	S	22293	1970-01-01	2099-12-31		22293	ENG	5479579	ATC	IN	A06AB03	dantron	N
264	1189596	1189596	dihydrocodeine	Drug	RxNorm	Ingredient	S	23088	1970-01-01	2099-12-31		23088	ENG	5479743	ATC	IN	N02AA08	dihydrocodeine	N
265	1101898	1101898	leflunomide	Drug	RxNorm	Ingredient	S	27169	1970-01-01	2099-12-31		27169	ENG	12869081	ATC	IN	L04AK01	leflunomide	N
266	1703653	1703653	itraconazole	Drug	RxNorm	Ingredient	S	28031	1970-01-01	2099-12-31		28031	ENG	5480740	ATC	IN	J02AC02	itraconazole	N
267	908464	908464	magnesium carbonate	Drug	RxNorm	Ingredient	S	29155	1970-01-01	2099-12-31		29155	ENG	5480919	ATC	IN	A02AA01	magnesium carbonate	N
268	908464	908464	magnesium carbonate	Drug	RxNorm	Ingredient	S	29155	1970-01-01	2099-12-31		29155	ENG	5480920	ATC	IN	A06AD01	magnesium carbonate	N
269	1314577	1314577	nebivolol	Drug	RxNorm	Ingredient	S	31555	1970-01-01	2099-12-31		31555	ENG	5481342	ATC	IN	C07AB12	nebivolol	N
270	1114620	1114620	nedocromil	Drug	RxNorm	Ingredient	S	31563	1970-01-01	2099-12-31		31563	ENG	5481344	ATC	IN	R01AC07	nedocromil	N
271	1114620	1114620	nedocromil	Drug	RxNorm	Ingredient	S	31563	1970-01-01	2099-12-31		31563	ENG	5481345	ATC	IN	R03BC03	nedocromil	N
272	1114620	1114620	nedocromil	Drug	RxNorm	Ingredient	S	31563	1970-01-01	2099-12-31		31563	ENG	5481346	ATC	IN	S01GX04	nedocromil	N
273	916282	916282	olsalazine	Drug	RxNorm	Ingredient	S	32385	1970-01-01	2099-12-31		32385	ENG	5481486	ATC	IN	A07EC03	olsalazine	N
274	722031	722031	paroxetine	Drug	RxNorm	Ingredient	S	32937	1970-01-01	2099-12-31		32937	ENG	5481631	ATC	IN	N06AB05	paroxetine	N
275	922868	922868	permethrin	Drug	RxNorm	Ingredient	S	33199	1970-01-01	2099-12-31		33199	ENG	5481689	ATC	IN	P03AC04	permethrin	N
276	19024213	19024213	pholcodine	Drug	RxNorm	Ingredient	S	33431	1970-01-01	2099-12-31		33431	ENG	5481762	ATC	IN	R05DA08	pholcodine	N
277	1331235	1331235	quinapril	Drug	RxNorm	Ingredient	S	35208	1970-01-01	2099-12-31		35208	ENG	5482042	ATC	IN	C09AA06	quinapril	N
278	1539403	1539403	simvastatin	Drug	RxNorm	Ingredient	S	36567	1970-01-01	2099-12-31		36567	ENG	5482238	ATC	IN	C10AA01	simvastatin	N
279	1140643	1140643	sumatriptan	Drug	RxNorm	Ingredient	S	37418	1970-01-01	2099-12-31		37418	ENG	5482420	ATC	IN	N02CC01	sumatriptan	N
280	741530	741530	orlistat	Drug	RxNorm	Ingredient	S	37925	1970-01-01	2099-12-31		37925	ENG	5481513	ATC	IN	A08AB01	orlistat	N
281	948078	948078	pantoprazole	Drug	RxNorm	Ingredient	S	40790	1970-01-01	2099-12-31		40790	ENG	5481608	ATC	IN	A02BC02	pantoprazole	N
282	951511	951511	mupirocin	Drug	RxNorm	Ingredient	S	42372	1970-01-01	2099-12-31		42372	ENG	5481296	ATC	IN	D06AX09	mupirocin	N
283	951511	951511	mupirocin	Drug	RxNorm	Ingredient	S	42372	1970-01-01	2099-12-31		42372	ENG	5481297	ATC	IN	R01AX06	mupirocin	N
284	1363749	1363749	fosinopril	Drug	RxNorm	Ingredient	S	50166	1970-01-01	2099-12-31		50166	ENG	5480288	ATC	IN	C09AA09	fosinopril	N
285	778474	778474	tizanidine	Drug	RxNorm	Ingredient	S	57258	1970-01-01	2099-12-31		57258	ENG	5482665	ATC	IN	M03BX02	tizanidine	N
286	1703603	1703603	famciclovir	Drug	RxNorm	Ingredient	S	68099	1970-01-01	2099-12-31		68099	ENG	5480073	ATC	IN	J05AB09	famciclovir	N
287	1703603	1703603	famciclovir	Drug	RxNorm	Ingredient	S	68099	1970-01-01	2099-12-31		68099	ENG	5480074	ATC	IN	S01AD07	famciclovir	N
288	1308842	1308842	valsartan	Drug	RxNorm	Ingredient	S	69749	1970-01-01	2099-12-31		69749	ENG	5482836	ATC	IN	C09CA03	valsartan	N
289	1545958	1545958	atorvastatin	Drug	RxNorm	Ingredient	S	83367	1970-01-01	2099-12-31		83367	ENG	5478744	ATC	IN	C10AA05	atorvastatin	N
290	1347384	1347384	irbesartan	Drug	RxNorm	Ingredient	S	83818	1970-01-01	2099-12-31		83818	ENG	5480697	ATC	IN	C09CA04	irbesartan	N
291	1748921	1748921	ritonavir	Drug	RxNorm	Ingredient	S	85762	1970-01-01	2099-12-31		85762	ENG	5482141	ATC	IN	J05AE03	ritonavir	N
292	905233	905233	mometasone	Drug	RxNorm	Ingredient	S	108118	1970-01-01	2099-12-31		108118	ENG	5481257	ATC	IN	D07AC13	mometasone	N
293	905233	905233	mometasone	Drug	RxNorm	Ingredient	S	108118	1970-01-01	2099-12-31		108118	ENG	5481258	ATC	IN	D07XC03	mometasone	N
294	905233	905233	mometasone	Drug	RxNorm	Ingredient	S	108118	1970-01-01	2099-12-31		108118	ENG	5481259	ATC	IN	R01AD09	mometasone	N
295	905233	905233	mometasone	Drug	RxNorm	Ingredient	S	108118	1970-01-01	2099-12-31		108118	ENG	5481260	ATC	IN	R03BA07	mometasone	N
296	915542	915542	brimonidine	Drug	RxNorm	Ingredient	S	134615	1970-01-01	2099-12-31		134615	ENG	12530799	ATC	IN	S01GA07	brimonidine	N
297	915542	915542	brimonidine	Drug	RxNorm	Ingredient	S	134615	1970-01-01	2099-12-31		134615	ENG	5478953	ATC	IN	S01EA05	brimonidine	N
298	915542	915542	brimonidine	Drug	RxNorm	Ingredient	S	134615	1970-01-01	2099-12-31		134615	ENG	5936866	ATC	IN	D11AX21	brimonidine	N
299	19015802	19015802	lercanidipine	Drug	RxNorm	Ingredient	S	135056	1970-01-01	2099-12-31		135056	ENG	5480804	ATC	IN	C08CA13	lercanidipine	N
300	1118117	1118117	naratriptan	Drug	RxNorm	Ingredient	S	141366	1970-01-01	2099-12-31		141366	ENG	5481331	ATC	IN	N02CC02	naratriptan	N
301	1385800	1385800	yohimbine	Drug	RxNorm	Ingredient	S	220982	1970-01-01	2099-12-31		220982	ENG	5482914	ATC	IN	G04BE04	yohimbine	N
302	989482	989482	dutasteride	Drug	RxNorm	Ingredient	S	228790	1970-01-01	2099-12-31		228790	ENG	5479870	ATC	IN	G04CB02	dutasteride	N
303	40163615	40163615	dronedarone	Drug	RxNorm	Ingredient	S	233698	2009-08-02	2099-12-31		233698	ENG	5479860	ATC	IN	C01BD07	dronedarone	N
304	1799139	1799139	oseltamivir	Drug	RxNorm	Ingredient	S	260101	1970-01-01	2099-12-31		260101	ENG	5481523	ATC	IN	J05AH02	oseltamivir	N
305	1703069	1703069	emtricitabine	Drug	RxNorm	Ingredient	S	276237	1970-01-01	2099-12-31		276237	ENG	5479907	ATC	IN	J05AF09	emtricitabine	N
306	1710281	1710281	tenofovir disoproxil	Drug	RxNorm	Ingredient	S	300195	1970-01-01	2099-12-31		300195	ENG	5482522	ATC	IN	J05AF07	tenofovir disoproxil	N
307	1510813	1510813	rosuvastatin	Drug	RxNorm	Ingredient	S	301542	1970-01-01	2099-12-31		301542	ENG	5482161	ATC	IN	C10AA07	rosuvastatin	N
308	1311276	1311276	vardenafil	Drug	RxNorm	Ingredient	S	306674	1970-01-01	2099-12-31		306674	ENG	5482845	ATC	IN	G04BE09	vardenafil	N
309	1336926	1336926	tadalafil	Drug	RxNorm	Ingredient	S	358263	1970-01-01	2099-12-31		358263	ENG	5482431	ATC	IN	G04BE08	tadalafil	N
310	1548111	1548111	cinacalcet	Drug	RxNorm	Ingredient	S	407990	1970-01-01	2099-12-31		407990	ENG	5479325	ATC	IN	H05BX01	cinacalcet	N
311	1756831	1756831	darunavir	Drug	RxNorm	Ingredient	S	460132	2006-11-19	2099-12-31		460132	ENG	5479590	ATC	IN	J05AE10	darunavir	N
312	780442	780442	varenicline	Drug	RxNorm	Ingredient	S	591622	2006-07-09	2099-12-31		591622	ENG	12799275	ATC	IN	S01XA28	varenicline	N
313	780442	780442	varenicline	Drug	RxNorm	Ingredient	S	591622	2006-07-09	2099-12-31		591622	ENG	5482846	ATC	IN	N07BA03	varenicline	N
314	1712889	1712889	raltegravir	Drug	RxNorm	Ingredient	S	719872	2007-12-30	2099-12-31		719872	ENG	12530949	ATC	IN	J05AJ01	raltegravir	N
315	43013024	43013024	apixaban	Drug	RxNorm	Ingredient	S	1364430	2013-02-04	2099-12-31		1364430	ENG	5478696	ATC	IN	B01AF02	apixaban	N
316	991382	991382	amiloride	Drug	RxNorm	Ingredient	S	644	1970-01-01	2099-12-31		644	ENG	5478624	ATC	IN	C03DB01	amiloride	N
317	1105775	1105775	aminophylline	Drug	RxNorm	Ingredient	S	689	1970-01-01	2099-12-31		689	ENG	5478639	ATC	IN	R03DA05	aminophylline	N
318	19011773	19011773	ascorbic acid	Drug	RxNorm	Ingredient	S	1151	1970-01-01	2099-12-31		1151	ENG	5478728	ATC	IN	G01AD03	ascorbic acid	N
319	19011773	19011773	ascorbic acid	Drug	RxNorm	Ingredient	S	1151	1970-01-01	2099-12-31		1151	ENG	5478729	ATC	IN	S01XA15	ascorbic acid	N
320	19011773	19011773	ascorbic acid	Drug	RxNorm	Ingredient	S	1151	1970-01-01	2099-12-31		1151	ENG	5478730	ATC	IN	A11GA01	ascorbic acid (vit C)	N
321	1112807	1112807	aspirin	Drug	RxNorm	Ingredient	S	1191	1970-01-01	2099-12-31		1191	ENG	5478494	ATC	IN	A01AD05	acetylsalicylic acid	N
322	1112807	1112807	aspirin	Drug	RxNorm	Ingredient	S	1191	1970-01-01	2099-12-31		1191	ENG	5478495	ATC	IN	B01AC06	acetylsalicylic acid	N
323	1112807	1112807	aspirin	Drug	RxNorm	Ingredient	S	1191	1970-01-01	2099-12-31		1191	ENG	5478496	ATC	IN	N02BA01	acetylsalicylic acid	N
324	1314002	1314002	atenolol	Drug	RxNorm	Ingredient	S	1202	1970-01-01	2099-12-31		1202	ENG	5478737	ATC	IN	C07AB03	atenolol	N
325	715233	715233	baclofen	Drug	RxNorm	Ingredient	S	1292	1970-01-01	2099-12-31		1292	ENG	5478782	ATC	IN	M03BX01	baclofen	N
326	916460	916460	benzalkonium	Drug	RxNorm	Ingredient	S	1378	1970-01-01	2099-12-31		1378	ENG	5478831	ATC	IN	D08AJ01	benzalkonium	N
327	916460	916460	benzalkonium	Drug	RxNorm	Ingredient	S	1378	1970-01-01	2099-12-31		1378	ENG	5478832	ATC	IN	D09AA11	benzalkonium	N
328	916460	916460	benzalkonium	Drug	RxNorm	Ingredient	S	1378	1970-01-01	2099-12-31		1378	ENG	5478833	ATC	IN	R02AA16	benzalkonium	N
329	917006	917006	benzocaine	Drug	RxNorm	Ingredient	S	1399	1970-01-01	2099-12-31		1399	ENG	5478845	ATC	IN	C05AD03	benzocaine	N
330	917006	917006	benzocaine	Drug	RxNorm	Ingredient	S	1399	1970-01-01	2099-12-31		1399	ENG	5478846	ATC	IN	D04AB04	benzocaine	N
331	917006	917006	benzocaine	Drug	RxNorm	Ingredient	S	1399	1970-01-01	2099-12-31		1399	ENG	5478847	ATC	IN	N01BA05	benzocaine	N
