	drug_concept_id	CONCEPT_ID	CONCEPT_CODE	CONCEPT_NAME	ONTOLOGY_LOGIC	ONTOLOGY_URI	ONTOLOGY_LABEL	MAPPING_CATEGORY	MAPPING_EVIDENCE
152	951237	951237	865.0	Antazoline	nan	CHEBI_84115	antazoline	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db08799 | OBO_LABEL-OMOP_ANCESTOR_LABEL:antazoline | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:antazoline | OBO_LABEL-OMOP_CONCEPT_LABEL:antazoline | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:antazoline | OBO_LABEL-OMOP_CONCEPT_SYNONYM:antazoline | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:antazoline | CONCEPT_SIMILARITY:CHEBI_84115_1.0
153	951279	951279	8686.0	Prilocaine	nan	CHEBI_8404	prilocaine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00750 | OBO_LABEL-OMOP_ANCESTOR_LABEL:prilocaine | OBO_LABEL-OMOP_CONCEPT_LABEL:prilocaine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:prilocaine | CONCEPT_SIMILARITY:CHEBI_8404_1.0
154	951511	951511	42372.0	Mupirocin	nan	CHEBI_7025	mupirocin	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00410 | OBO_LABEL-OMOP_ANCESTOR_LABEL:mupirocin | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:mupirocin | OBO_LABEL-OMOP_CONCEPT_LABEL:mupirocin | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:mupirocin | OBO_LABEL-OMOP_CONCEPT_SYNONYM:mupirocin | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:mupirocin | CONCEPT_SIMILARITY:CHEBI_7025_1.0
155	952538	952538	873.0	Anthralin	nan	CHEBI_37510	anthralin	Automatic One-to-One Concept	OBO_LABEL-OMOP_CONCEPT_LABEL:anthralin | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:anthralin | OBO_LABEL-OMOP_ANCESTOR_LABEL:anthralin | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:anthralin | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:dithranol | OBO_LABEL-OMOP_CONCEPT_SYNONYM:anthralin | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:anthralin | CONCEPT_SIMILARITY:CHEBI_37510_1.0
156	953076	953076	4278.0	Famotidine	nan	CHEBI_4975	famotidine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00927 | OBO_LABEL-OMOP_ANCESTOR_LABEL:famotidine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:famotidine | OBO_LABEL-OMOP_CONCEPT_LABEL:famotidine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:famotidine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:famotidine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:famotidine | CONCEPT_SIMILARITY:CHEBI_4975_1.0
157	953391	953391	8761.0	Propantheline	nan	CHEBI_8481	propantheline	Automatic One-to-One Concept	OBO_LABEL-OMOP_ANCESTOR_LABEL:propantheline | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:propantheline | OBO_LABEL-OMOP_CONCEPT_LABEL:propantheline | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:propantheline | OBO_LABEL-OMOP_CONCEPT_SYNONYM:propantheline | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:propantheline | CONCEPT_SIMILARITY:CHEBI_8481_1.0
158	954688	954688	43611.0	latanoprost	OR	CHEBI_6384 | CHEBI_63925	latanoprost | latanoprost free acid	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00654 | OBO_LABEL-OMOP_ANCESTOR_LABEL:latanoprost | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:latanoprost | OBO_LABEL-OMOP_CONCEPT_LABEL:latanoprost | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:latanoprost | OBO_LABEL-OMOP_CONCEPT_SYNONYM:latanoprost | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:latanoprost | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:latanoprost_acid | CONCEPT_SIMILARITY:CHEBI_63925_1.0
159	955252	955252	4462.0	Fluocinonide	nan	CHEBI_5109	fluocinonide	Automatic One-to-One Concept	OBO_LABEL-OMOP_CONCEPT_LABEL:fluocinonide | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:fluocinonide | OBO_LABEL-OMOP_ANCESTOR_LABEL:fluocinonide | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:fluocinonide | OBO_LABEL-OMOP_CONCEPT_SYNONYM:fluocinonide | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:fluocinonide | CONCEPT_SIMILARITY:CHEBI_5109_1.0
160	955583	955583	4491.0	Fluorometholone	nan	CHEBI_31625	fluorometholone	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00324 | OBO_LABEL-OMOP_CONCEPT_LABEL:fluorometholone | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:fluorometholone | OBO_LABEL-OMOP_ANCESTOR_LABEL:fluorometholone | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:fluorometholone | OBO_LABEL-OMOP_CONCEPT_SYNONYM:fluorometholone | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:fluorometholone | CONCEPT_SIMILARITY:CHEBI_31625_1.0
161	955632	955632	4492.0	Fluorouracil	nan	CHEBI_46345	5-fluorouracil	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00544 | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:fluorouracil | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:fluorouracil | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:fluorouracil | CONCEPT_SIMILARITY:CHEBI_46345_1.0
162	956874	956874	4603.0	Furosemide	nan	CHEBI_47426	furosemide	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00695 | OBO_LABEL-OMOP_CONCEPT_LABEL:furosemide | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:furosemide | OBO_LABEL-OMOP_ANCESTOR_LABEL:furosemide | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:furosemide | OBO_LABEL-OMOP_CONCEPT_SYNONYM:furosemide | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:furosemide | CONCEPT_SIMILARITY:CHEBI_47426_1.0
163	958134	958134	47181.0	bismuth subcitrate	OR	CHEBI_27902 | CHEBI_50688 | CHEBI_6909	tetracycline | metronidazole benzoate | metronidazole	Automatic One-to-Many Ancestor	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00759 | OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00916 | OBO_LABEL-OMOP_ANCESTOR_LABEL:tetracycline | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:tetracycline | OBO_LABEL-OMOP_ANCESTOR_LABEL:metronidazole | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:metronidazole
164	961047	961047	9143.0	Ranitidine	OR	CHEBI_8777 | CHEBI_8776	ranitidine hydrochloride | ranitidine	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00863 | OBO_LABEL-OMOP_ANCESTOR_LABEL:ranitidine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:ranitidine | OBO_LABEL-OMOP_CONCEPT_LABEL:ranitidine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:ranitidine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:ranitidine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:ranitidine | CONCEPT_SIMILARITY:CHEBI_8777_0.616 | CONCEPT_SIMILARITY:CHEBI_8776_1.0
165	962398	962398	4919.0	Glycine	OR	CHEBI_15428 | CHEBI_29947	glycine | glycine residue	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00145 | OBO_LABEL-OMOP_CONCEPT_LABEL:glycine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:glycine | OBO_LABEL-OMOP_ANCESTOR_LABEL:glycine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:glycine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:glycine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:glycine | CONCEPT_SIMILARITY:CHEBI_15428_1.0 | CONCEPT_SIMILARITY:CHEBI_29947_1.0
166	963742	963742	5011.0	Gramicidin	nan	CHEBI_5530	gramicidin s	Automatic One-to-One Concept	OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:gramicidin | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:gramicidin | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:gramicidin | CONCEPT_SIMILARITY:CHEBI_5530_1.0
167	964339	964339	9524.0	Sulfasalazine	nan	CHEBI_9334	sulfasalazine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00795 | OBO_LABEL-OMOP_CONCEPT_LABEL:sulfasalazine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:sulfasalazine | OBO_LABEL-OMOP_ANCESTOR_LABEL:sulfasalazine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:sulfasalazine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:sulfasalazine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:sulfasalazine | CONCEPT_SIMILARITY:CHEBI_9334_1.0
168	964407	964407	9525.0	Salicylic Acid	nan	CHEBI_16914	salicylic acid	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00936 | OBO_LABEL-OMOP_ANCESTOR_LABEL:salicylic_acid | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:salicylic_acid | OBO_LABEL-OMOP_CONCEPT_LABEL:salicylic_acid | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:salicylic_acid | OBO_LABEL-OMOP_CONCEPT_SYNONYM:salicylic_acid | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:salicylic_acid | CONCEPT_SIMILARITY:CHEBI_16914_1.0
169	966282	966282	9641.0	Selenium	nan	CHEBI_27568	selenium atom	Automatic One-to-One Concept	OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:selenium | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:selenium | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:selenium | CONCEPT_SIMILARITY:CHEBI_27568_1.0
170	966376	966376	508.0	Allantoin	nan	CHEBI_15676	allantoin	Automatic One-to-One Concept	OBO_LABEL-OMOP_CONCEPT_LABEL:allantoin | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:allantoin | OBO_LABEL-OMOP_ANCESTOR_LABEL:allantoin | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:allantoin | OBO_LABEL-OMOP_CONCEPT_SYNONYM:allantoin | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:allantoin | CONCEPT_SIMILARITY:CHEBI_15676_1.0
171	966956	966956	9793.0	silver sulfadiazine	nan	CHEBI_9142	silver(1+) sulfadiazinate	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db05245 | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:silver_sulfadiazine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:silver_sulfadiazine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:silver_sulfadiazine | CONCEPT_SIMILARITY:CHEBI_9142_1.0
172	967496	967496	52151.0	Lodoxamide	nan	CHEBI_135333	lodoxamide	Automatic One-to-One Concept	OBO_LABEL-OMOP_CONCEPT_LABEL:lodoxamide | OBO_LABEL-OMOP_ANCESTOR_LABEL:lodoxamide | OBO_LABEL-OMOP_CONCEPT_SYNONYM:lodoxamide | CONCEPT_SIMILARITY:CHEBI_135333_1.0
173	967823	967823	9863.0	Sodium Chloride	nan	CHEBI_26710	sodium chloride	Automatic One-to-One Concept	OBO_LABEL-OMOP_ANCESTOR_LABEL:sodium_chloride | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:sodium_chloride | OBO_LABEL-OMOP_CONCEPT_LABEL:sodium_chloride | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:sodium_chloride | OBO_LABEL-OMOP_CONCEPT_SYNONYM:sodium_chloride | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:sodium_chloride | CONCEPT_SIMILARITY:CHEBI_26710_1.0
174	968426	968426	52582.0	mesalamine	nan	CHEBI_6775	mesalamine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00244 | OBO_LABEL-OMOP_ANCESTOR_LABEL:mesalamine | OBO_LABEL-OMOP_CONCEPT_LABEL:mesalamine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:mesalamine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:mesalazine | CONCEPT_SIMILARITY:CHEBI_6775_1.0
175	969276	969276	21766.0	crotamiton	nan	CHEBI_31439	crotamiton	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00265 | OBO_LABEL-OMOP_ANCESTOR_LABEL:crotamiton | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:crotamiton | OBO_LABEL-OMOP_CONCEPT_LABEL:crotamiton | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:crotamiton | OBO_LABEL-OMOP_CONCEPT_SYNONYM:crotamiton | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:crotamiton | CONCEPT_SIMILARITY:CHEBI_31439_1.0
176	969444	969444	53750.0	Nonoxynol-9	nan	CHEBI_24996	lactate	Automatic One-to-One Ancestor	OBO_LABEL-OMOP_ANCESTOR_LABEL:lactate | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:lactate
177	970250	970250	9997.0	Spironolactone	nan	CHEBI_9241	spironolactone	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00421 | OBO_LABEL-OMOP_ANCESTOR_LABEL:spironolactone | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:spironolactone | OBO_LABEL-OMOP_CONCEPT_LABEL:spironolactone | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:spironolactone | OBO_LABEL-OMOP_CONCEPT_SYNONYM:spironolactone | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:spironolactone | CONCEPT_SIMILARITY:CHEBI_9241_1.0
178	974166	974166	5487.0	Hydrochlorothiazide	nan	CHEBI_5778	hydrochlorothiazide	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00999 | OBO_LABEL-OMOP_ANCESTOR_LABEL:hydrochlorothiazide | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:hydrochlorothiazide | OBO_LABEL-OMOP_CONCEPT_LABEL:hydrochlorothiazide | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:hydrochlorothiazide | OBO_LABEL-OMOP_CONCEPT_SYNONYM:hydrochlorothiazide | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:hydrochlorothiazide | CONCEPT_SIMILARITY:CHEBI_5778_1.0
179	975125	975125	5492.0	Hydrocortisone	OR	CHEBI_17609 | CHEBI_17650	cortisol 21-acetate | cortisol	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00741 | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:hydrocortisone | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:hydrocortisone | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:hydrocortisone | CONCEPT_SIMILARITY:CHEBI_17609_0.581 | CONCEPT_SIMILARITY:CHEBI_17650_1.0
180	978555	978555	5764.0	Indapamide	nan	CHEBI_5893	indapamide	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00808 | OBO_LABEL-OMOP_CONCEPT_LABEL:indapamide | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:indapamide | OBO_LABEL-OMOP_ANCESTOR_LABEL:indapamide | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:indapamide | OBO_LABEL-OMOP_CONCEPT_SYNONYM:indapamide | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:indapamide | CONCEPT_SIMILARITY:CHEBI_5893_1.0
181	979096	979096	58295.0	Zinc Acetate	nan	CHEBI_62984	zinc acetate	Automatic One-to-One Concept	OBO_LABEL-OMOP_ANCESTOR_LABEL:zinc_acetate | OBO_LABEL-OMOP_CONCEPT_LABEL:zinc_acetate | OBO_LABEL-OMOP_CONCEPT_SYNONYM:zinc_acetate | CONCEPT_SIMILARITY:CHEBI_62984_1.0
182	980867	980867	5942.0	Clioquinol	nan	CHEBI_74460	5-chloro-7-iodoquinolin-8-ol	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db04815 | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:clioquinol | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:clioquinol | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:clioquinol | CONCEPT_SIMILARITY:CHEBI_74460_1.0
183	981709	981709	60207.0	dorzolamide	nan	CHEBI_4702	dorzolamide	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00869 | OBO_LABEL-OMOP_ANCESTOR_LABEL:dorzolamide | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:dorzolamide | OBO_LABEL-OMOP_CONCEPT_LABEL:dorzolamide | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:dorzolamide | OBO_LABEL-OMOP_CONCEPT_SYNONYM:dorzolamide | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:dorzolamide | CONCEPT_SIMILARITY:CHEBI_4702_1.0
184	984232	984232	6064.0	Isotretinoin	nan	CHEBI_6067	isotretinoin	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00982 | OBO_LABEL-OMOP_CONCEPT_LABEL:isotretinoin | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:isotretinoin | OBO_LABEL-OMOP_ANCESTOR_LABEL:isotretinoin | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:isotretinoin | OBO_LABEL-OMOP_CONCEPT_SYNONYM:isotretinoin | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:isotretinoin | CONCEPT_SIMILARITY:CHEBI_6067_1.0
185	985247	985247	612.0	Aluminum Hydroxide	nan	CHEBI_33130	aluminium hydroxide	Automatic One-to-One Concept	OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:aluminum_hydroxide | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:aluminum_hydroxide | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:aluminum_hydroxide | OBO_LABEL-OMOP_CONCEPT_SYNONYM:aluminium_hydroxide | CONCEPT_SIMILARITY:CHEBI_33130_1.0
186	985708	985708	6135.0	Ketoconazole	OR	CHEBI_48339 | CHEBI_47519	1-acetyl-4-(4-{[2-(2,4-dichlorophenyl)-2-(1h-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy}phenyl)piperazine | ketoconazole	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01026 | OBO_LABEL-OMOP_ANCESTOR_LABEL:ketoconazole | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:ketoconazole | OBO_LABEL-OMOP_CONCEPT_LABEL:ketoconazole | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:ketoconazole | OBO_LABEL-OMOP_CONCEPT_SYNONYM:ketoconazole | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:ketoconazole | CONCEPT_SIMILARITY:CHEBI_47519_1.0
187	986417	986417	221147.0	POLYETHYLENE GLYCOL 3350	OR	CHEBI_29073 | CHEBI_32588 | CHEBI_32139 | CHEBI_32599 | CHEBI_22652 | CHEBI_26710 | CHEBI_113451 | CHEBI_32149 | CHEBI_32036 | CHEBI_3125	l-ascorbic acid | potassium chloride | sodium hydrogencarbonate | magnesium sulfate | ascorbic acid | sodium chloride | sodium ascorbate | sodium sulfate | potassium sulfate | bisacodyl	Automatic One-to-Many Ancestor	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00761 | OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01390 | OBO_LABEL-OMOP_ANCESTOR_LABEL:potassium_chloride | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:potassium_chloride | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:sodium_bicarbonate | OBO_LABEL-OMOP_ANCESTOR_LABEL:sodium_chloride | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:sodium_chloride | OBO_LABEL-OMOP_ANCESTOR_LABEL:sodium_sulfate | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:sodium_sulfate
188	987245	987245	6218.0	Lactulose	nan	CHEBI_6359	lactulose	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00581 | OBO_LABEL-OMOP_ANCESTOR_LABEL:lactulose | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:lactulose | OBO_LABEL-OMOP_CONCEPT_LABEL:lactulose | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:lactulose | OBO_LABEL-OMOP_CONCEPT_SYNONYM:lactulose | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:lactulose | CONCEPT_SIMILARITY:CHEBI_6359_1.0
189	988095	988095	62427.0	Ursodeoxycholate	OR	CHEBI_9907 | CHEBI_78604	ursodeoxycholic acid | ursodeoxycholate	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01586 | OBO_LABEL-OMOP_CONCEPT_LABEL:ursodeoxycholate | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:ursodeoxycholate | OBO_LABEL-OMOP_ANCESTOR_LABEL:ursodeoxycholate | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:ursodeoxycholate | OBO_LABEL-OMOP_CONCEPT_SYNONYM:ursodeoxycholate | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:ursodeoxycholate | CONCEPT_SIMILARITY:CHEBI_9907_1.0 | CONCEPT_SIMILARITY:CHEBI_78604_1.0
190	989482	989482	228790.0	Dutasteride	nan	CHEBI_521033	dutasteride	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01126 | OBO_LABEL-OMOP_CONCEPT_LABEL:dutasteride | OBO_LABEL-OMOP_ANCESTOR_LABEL:dutasteride | OBO_LABEL-OMOP_CONCEPT_SYNONYM:dutasteride | CONCEPT_SIMILARITY:CHEBI_521033_1.0
191	989878	989878	6387.0	Lidocaine	OR	CHEBI_50512 | CHEBI_6456	lidocaine hydrochloride | lidocaine	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00281 | OBO_LABEL-OMOP_ANCESTOR_LABEL:lidocaine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:lidocaine | OBO_LABEL-OMOP_CONCEPT_LABEL:lidocaine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:lidocaine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:lidocaine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:lidocaine | CONCEPT_SIMILARITY:CHEBI_6456_1.0
192	990009	990009	23410.0	Dipivefrin	nan	CHEBI_4646	dipivefrin	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00449 | OBO_LABEL-OMOP_CONCEPT_LABEL:dipivefrin | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:dipivefrin | OBO_LABEL-OMOP_ANCESTOR_LABEL:dipivefrin | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:dipivefrin | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:dipivefrine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:dipivefrin | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:dipivefrin | CONCEPT_SIMILARITY:CHEBI_4646_1.0
193	990069	990069	2348.0	Chloramphenicol	OR	CHEBI_3605 | CHEBI_17698	chloramphenicol palmitate | chloramphenicol	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00446 | OBO_LABEL-OMOP_ANCESTOR_LABEL:chloramphenicol | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:chloramphenicol | OBO_LABEL-OMOP_CONCEPT_LABEL:chloramphenicol | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:chloramphenicol | OBO_LABEL-OMOP_CONCEPT_SYNONYM:chloramphenicol | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:chloramphenicol | CONCEPT_SIMILARITY:CHEBI_17698_1.0
194	990499	990499	235496.0	Sodium Phosphate, Monobasic	nan	CHEBI_37585	sodium dihydrogenphosphate	Automatic One-to-One Concept	OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:sodium_phosphate,_monobasic | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:sodium_phosphate,_monobasic | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:sodium_phosphate,_monobasic | CONCEPT_SIMILARITY:CHEBI_37585_1.0
195	990678	990678	2356.0	Chlordiazepoxide	nan	CHEBI_3611	chlordiazepoxide	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00475 | OBO_LABEL-OMOP_ANCESTOR_LABEL:chlordiazepoxide | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:chlordiazepoxide | OBO_LABEL-OMOP_CONCEPT_LABEL:chlordiazepoxide | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:chlordiazepoxide | OBO_LABEL-OMOP_CONCEPT_SYNONYM:chlordiazepoxide | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:chlordiazepoxide | CONCEPT_SIMILARITY:CHEBI_3611_1.0
196	990760	990760	6406.0	Lipase	nan	CHEBI_78152	enzyme mimic	Manual One-to-One Concept	Source:CHEMBL_1201637 | Hand Mapping
