A_drug_concept_id	A_atc_codes	A_drug_concept_name	B_drug_concept_id	B_atc_codes	B_drug_concept_name	people_count	avg_switch_interval
1112807	('A01AD05', 'B01AC06', 'N02BA01')	aspirin	40241186	('B01AC24',)	ticagrelor	149	44.70224719101124
45892419	('D06AX07', 'J01GB03', 'S01AA11', 'S02AA14', 'S03AA06')	gentamicin	948582	('A07AA05', 'J01XB02', 'S01AA18', 'S02AA11', 'S03AA03')	polymyxin B	148	181.27672955974842
915981	('A01AB08', 'A07AA01', 'B05CA09', 'D06AX04', 'J01GB05', 'R02AB01', 'S01AA03', 'S02AA07', 'S03AA01')	neomycin	967823	('A12CA01', 'B05CB01', 'B05XA03')	sodium chloride	148	81.88235294117646
1152631	('A07EB01', 'D11AH03', 'R01AC01', 'R03BC01', 'S01GX01')	cromolyn	1114620	('R01AC07', 'R03BC03', 'S01GX04')	nedocromil	148	83.7185628742515
904525	('S01EE03',)	bimatoprost	981709	('S01EC03',)	dorzolamide	148	48.9910394265233
1343916	('A01AD01', 'B02BC09', 'C01CA24', 'R01AA14', 'R03AA01', 'S01EA01')	epinephrine	1738521	('A01AB22', 'J01AA02')	doxycycline	148	166.7077922077922
1350489	('C02CA01',)	prazosin	1350489	('C02CA01',)	prazosin	147	53.07862190812721
955632	('L01BC02',)	fluorouracil	955632	('L01BC02',)	fluorouracil	147	229.32631578947368
1136422	('R06AE09',)	levocetirizine	1149196	('R06AE07', 'S01GX12')	cetirizine	147	126.53289473684211
929549	('G01AD02', 'S02AA10')	acetic acid	948582	('A07AA05', 'J01XB02', 'S01AA18', 'S02AA11', 'S03AA03')	polymyxin B	146	94.57792207792208
967823	('A12CA01', 'B05CB01', 'B05XA03')	sodium chloride	915981	('A01AB08', 'A07AA01', 'B05CA09', 'D06AX04', 'J01GB05', 'R02AB01', 'S01AA03', 'S02AA07', 'S03AA01')	neomycin	146	72.25
1338005	('C07AB07',)	bisoprolol	1314002	('C07AB03',)	atenolol	146	56.81578947368421
938061	('D01AE13',)	selenium sulfide	938061	('D01AE13',)	selenium sulfide	146	102.04899135446686
715259	('N06AX21',)	duloxetine	710062	('N06AA09',)	amitriptyline	146	39.38461538461539
1703687	('D06BB03', 'J05AB01', 'S01AD03')	acyclovir	1797513	('J01MA02', 'S01AE03', 'S02AA15', 'S03AA07')	ciprofloxacin	146	145.45569620253164
1790812	('A01AB03', 'B05CA02', 'D08AC02', 'D09AA12', 'R02AA05', 'S01AX09', 'S02AA09', 'S03AA04')	chlorhexidine	19019620	('A01AD02', 'G02CC03', 'M01AX07', 'M02AA05', 'R02AX03')	benzydamine	146	72.35227272727273
968426	('A07EC02',)	mesalamine	1115572	('A07EA07', 'D07AC15', 'R01AD01', 'R03BA01')	beclomethasone	145	59.95629820051414
930916	('A07DA01',)	diphenoxylate	930916	('A07DA01',)	diphenoxylate	145	80.89709762532982
19022956	('C10AB02',)	bezafibrate	1545958	('C10AA05',)	atorvastatin	145	68.06129032258065
915855	('R01AC08', 'S01GX09')	olopatadine	915855	('R01AC08', 'S01GX09')	olopatadine	145	68.96963123644251
956874	('C03CA01',)	furosemide	932745	('C03CA02',)	bumetanide	145	24.813333333333333
915542	('D11AX21', 'S01EA05', 'S01GA07')	brimonidine	938044	('S01EC04',)	brinzolamide	144	50.53299492385787
1786621	('J01DB01',)	cephalexin	1786842	('J01DB09',)	cephradine	144	66.33333333333333
1189458	('N02CC07',)	frovatriptan	1189458	('N02CC07',)	frovatriptan	144	66.72378716744915
19037989	('N06AA16',)	dothiepin	743670	('N06AX16',)	venlafaxine	143	113.93243243243244
40163718	('B01AC22',)	prasugrel	1112807	('A01AD05', 'B01AC06', 'N02BA01')	aspirin	143	49.31818181818182
948582	('A07AA05', 'J01XB02', 'S01AA18', 'S02AA11', 'S03AA03')	polymyxin B	1746940	('D10AF02', 'J01FA01', 'S01AA17')	erythromycin	142	242.26797385620915
1189596	('N02AA08',)	dihydrocodeine	1133201	('N02AE01', 'N07BC01')	buprenorphine	142	33.467065868263475
1149380	('D07AC17', 'R01AD08', 'R03BA05')	fluticasone	943852	('R01AA07', 'R01AB06', 'S01GA03')	xylometazoline	142	96.24431818181819
904525	('S01EE03',)	bimatoprost	954688	('S01EE01',)	latanoprost	142	39.18471337579618
985708	('D01AC08', 'G01AF11', 'H02CA03', 'J02AB02')	ketoconazole	929549	('G01AD02', 'S02AA10')	acetic acid	142	137.70526315789473
920458	('A07EA04', 'C05AA05', 'D07AC01', 'D07XC01', 'H02AB01', 'R01AD06', 'R03BA04', 'S01BA06', 'S01CB04', 'S02BA07', 'S03BA03')	betamethasone	964339	('A07EC01',)	sulfasalazine	141	56.476190476190474
780442	('N07BA03', 'S01XA28')	varenicline	718583	('N07BA01',)	nicotine	141	104.19014084507042
703547	('N06AX05',)	trazodone	725131	('N06AX11',)	mirtazapine	141	65.2937062937063
19035631	('A11CC04', 'D05AX03')	calcitriol	19035631	('A11CC04', 'D05AX03')	calcitriol	141	63.28007181328546
19078808	('C02CA02',)	indoramin	19078808	('C02CA02',)	indoramin	141	63.99902818270165
19056694	('D09AA01', 'R01AX08', 'S01AA07')	framycetin	1115572	('A07EA07', 'D07AC15', 'R01AD01', 'R03BA01')	beclomethasone	140	107.46308724832215
1367500	('C09CA01',)	losartan	1351557	('C09CA06',)	candesartan	140	27.46853146853147
1115008	('G02CC02', 'M01AE02', 'M02AA12')	naproxen	1185922	('M01AE03', 'M02AA10')	ketoprofen	140	81.95890410958904
1550557	('A01AC04', 'A07EA01', 'C05AA04', 'D07AA03', 'D07XA02', 'H02AB06', 'R01AD02', 'S01BA04', 'S01CB02', 'S02BA03', 'S03BA02')	prednisolone	951511	('D06AX09', 'R01AX06')	mupirocin	140	64.77702702702703
905233	('D07AC13', 'D07XC03', 'R01AD09', 'R03BA07')	mometasone	1114620	('R01AC07', 'R03BC03', 'S01GX04')	nedocromil	140	71.48449612403101
907879	('A01AB09', 'A07AC01', 'D01AC02', 'G01AF04', 'J02AB01', 'S02AA13')	miconazole	19011773	('A11GA01', 'G01AD03', 'S01XA15')	ascorbic acid	140	193.873417721519
915542	('D11AX21', 'S01EA05', 'S01GA07')	brimonidine	904525	('S01EE03',)	bimatoprost	140	45.42679900744417
721724	('N06AA10',)	nortriptyline	710062	('N06AA09',)	amitriptyline	139	43.87417218543046
19019620	('A01AD02', 'G02CC03', 'M01AX07', 'M02AA05', 'R02AX03')	benzydamine	989878	('C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01')	lidocaine	139	124.34965034965035
922570	('A07AA02', 'D01AA01', 'G01AA01')	nystatin	19032619	('D01AE16',)	amorolfine	139	154.94
1343916	('A01AD01', 'B02BC09', 'C01CA24', 'R01AA14', 'R03AA01', 'S01EA01')	epinephrine	1137529	('R03AC12',)	salmeterol	139	58.021186440677965
989878	('C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01')	lidocaine	19019620	('A01AD02', 'G02CC03', 'M01AX07', 'M02AA05', 'R02AX03')	benzydamine	139	114.48979591836735
1105775	('R03DA05',)	aminophylline	1105775	('R03DA05',)	aminophylline	139	60.193838254172015
1763779	('D01AA08', 'D01BA01')	griseofulvin	1763779	('D01AA08', 'D01BA01')	griseofulvin	139	135.27385892116183
1738521	('A01AB22', 'J01AA02')	doxycycline	19092353	('J01AA04',)	lymecycline	139	90.75342465753425
1754994	('D01AC15', 'J02AC01')	fluconazole	964407	('D01AE12', 'S01BC08')	salicylic acid	138	115.11801242236025
987245	('A06AD11',)	lactulose	938268	('A06AB06',)	sennosides, USP	138	45.91304347826087
1110410	('N02AA01',)	morphine	1189596	('N02AA08',)	dihydrocodeine	138	35.94444444444444
943852	('R01AA07', 'R01AB06', 'S01GA03')	xylometazoline	1149196	('R06AE07', 'S01GX12')	cetirizine	138	104.54777070063695
1164108	('N02BA05',)	salicylamide	1125315	('N02BE01',)	acetaminophen	138	81.16931216931216
961047	('A02BA02',)	ranitidine	1150871	('A02BB01', 'G02AD06')	misoprostol	138	145.33870967741936
703547	('N06AX05',)	trazodone	755695	('N06AB03',)	fluoxetine	138	65.36150234741784
997881	('D10AF01', 'G01AA10', 'J01FF01')	clindamycin	1707164	('A01AB17', 'D06BX01', 'G01AF01', 'J01XD01', 'P01AB01')	metronidazole	137	126.82517482517483
1373225	('C09AA04',)	perindopril	1334456	('C09AA05',)	ramipril	137	89.71532846715328
19015602	('N02BG06',)	nefopam	797399	('N02BF01',)	gabapentin	137	39.97402597402598
744740	('N05CF02',)	zolpidem	19044883	('N05CF01',)	zopiclone	137	75.08496732026144
722031	('N06AB05',)	paroxetine	739138	('N06AB06',)	sertraline	137	129.58273381294964
1336926	('G04BE08',)	tadalafil	1381504	('C01EA01', 'G04BE01')	alprostadil	137	61.70762711864407
1539403	('C10AA01',)	simvastatin	1551803	('C10AB05',)	fenofibrate	137	58.4741935483871
19086712	('A03AX15',)	peppermint oil	19030751	('A03AX08',)	alverine	136	72.96788990825688
948078	('A02BC02',)	pantoprazole	904453	('A02BC05',)	esomeprazole	136	43.72727272727273
1343916	('A01AD01', 'B02BC09', 'C01CA24', 'R01AA14', 'R03AA01', 'S01EA01')	epinephrine	1518254	('A01AC02', 'C05AA09', 'D07AB19', 'D07XB05', 'D10AA03', 'H02AB02', 'R01AD03', 'S01BA01', 'S01CB01', 'S02BA06', 'S03BA01')	dexamethasone	136	262.3783783783784
1596977	('A10AB01', 'A10AC01', 'A10AD01', 'A10AE01', 'A10AF01')	insulin, regular, human	1502905	('A10AE04',)	insulin glargine	136	45.57954545454545
19014035	('C04AX21',)	nafronyl	19014035	('C04AX21',)	nafronyl	136	58.614114114114116
1500211	('G03AC06', 'G03DA02', 'L02AB02')	medroxyprogesterone	1549786	('G03CA01', 'L02AA03')	ethinyl estradiol	136	135.67096774193547
951511	('D06AX09', 'R01AX06')	mupirocin	1550557	('A01AC04', 'A07EA01', 'C05AA04', 'D07AA03', 'D07XA02', 'H02AB06', 'R01AD02', 'S01BA04', 'S01CB02', 'S02BA03', 'S03BA02')	prednisolone	135	131.4765100671141
1178663	('C01EB03', 'M01AB01', 'M02AA23', 'S01BC01')	indomethacin	1550557	('A01AC04', 'A07EA01', 'C05AA04', 'D07AA03', 'D07XA02', 'H02AB06', 'R01AD02', 'S01BA04', 'S01CB02', 'S02BA03', 'S03BA02')	prednisolone	135	89.23493975903614
996416	('D11AX10', 'G04CB01')	finasteride	930021	('G04CA01',)	alfuzosin	135	64.66015625
19047076	('N02CX01',)	pizotyline	1118117	('N02CC02',)	naratriptan	135	59.60444444444445
1114620	('R01AC07', 'R03BC03', 'S01GX04')	nedocromil	920458	('A07EA04', 'C05AA05', 'D07AC01', 'D07XC01', 'H02AB01', 'R01AD06', 'R03BA04', 'S01BA06', 'S01CB04', 'S02BA07', 'S03BA03')	betamethasone	135	91.85416666666667
19069022	('A01AA01', 'A12CD01')	sodium fluoride	19069022	('A01AA01', 'A12CD01')	sodium fluoride	134	55.92039800995025
724816	('N05BA04',)	oxazepam	724816	('N05BA04',)	oxazepam	134	75.8127802690583
43013024	('B01AF02',)	apixaban	43013024	('B01AF02',)	apixaban	134	49.693069306930695
19055156	('D07AB03', 'D07XB01')	flumethasone	1550557	('A01AC04', 'A07EA01', 'C05AA04', 'D07AA03', 'D07XA02', 'H02AB06', 'R01AD02', 'S01BA04', 'S01CB02', 'S02BA03', 'S03BA02')	prednisolone	134	125.70068027210884
1398399	('L02BG06',)	exemestane	1398399	('L02BG06',)	exemestane	133	47.45084745762712
1115008	('G02CC02', 'M01AE02', 'M02AA12')	naproxen	939881	('M02AB01', 'N01BX04')	capsaicin	133	62.70503597122302
920458	('A07EA04', 'C05AA05', 'D07AC01', 'D07XC01', 'H02AB01', 'R01AD06', 'R03BA04', 'S01BA06', 'S01CB04', 'S02BA07', 'S03BA03')	betamethasone	1114620	('R01AC07', 'R03BC03', 'S01GX04')	nedocromil	133	80.54545454545455
1583722	('A10BJ01',)	exenatide	1583722	('A10BJ01',)	exenatide	133	44.689008042895445
908464	('A02AA01', 'A06AD01')	magnesium carbonate	908464	('A02AA01', 'A06AD01')	magnesium carbonate	133	84.86687306501548
19011773	('A11GA01', 'G01AD03', 'S01XA15')	ascorbic acid	907879	('A01AB09', 'A07AC01', 'D01AC02', 'G01AF04', 'J02AB01', 'S02AA13')	miconazole	132	178.68243243243242
19026096	('D07AC06', 'D07XC04')	diflucortolone	19026096	('D07AC06', 'D07XC04')	diflucortolone	132	125.0913140311804
1512674	('G03AC10',)	drospirenone	1512674	('G03AC10',)	drospirenone	132	88.11661341853035
903963	('A01AC01', 'C05AA12', 'D07AB09', 'D07XB02', 'H02AB08', 'R01AD11', 'R03BA06', 'S01BA05')	triamcinolone	1790812	('A01AB03', 'B05CA02', 'D08AC02', 'D09AA12', 'R02AA05', 'S01AX09', 'S02AA09', 'S03AA04')	chlorhexidine	132	110.63888888888889
904525	('S01EE03',)	bimatoprost	915542	('D11AX21', 'S01EA05', 'S01GA07')	brimonidine	132	45.80195599022005
1547504	('A10BG02',)	rosiglitazone	1525215	('A10BG03',)	pioglitazone	132	51.837037037037035
1124300	('D11AX18', 'M01AB05', 'M02AA15', 'S01BC03')	diclofenac	1113648	('M01AX01',)	nabumetone	132	59.770833333333336
1558471	('G02CB03', 'N04BC06')	cabergoline	1558471	('G02CB03', 'N04BC06')	cabergoline	132	66.30675593426659
19030059	('A02BX13',)	alginic acid	948078	('A02BC02',)	pantoprazole	131	48.91818181818182
950696	('A02BA04',)	nizatidine	929887	('A02BC03',)	lansoprazole	131	114.14598540145985
934262	('A07EC04',)	balsalazide	934262	('A07EC04',)	balsalazide	131	59.9358372456964
1707164	('A01AB17', 'D06BX01', 'G01AF01', 'J01XD01', 'P01AB01')	metronidazole	903963	('A01AC01', 'C05AA12', 'D07AB09', 'D07XB02', 'H02AB08', 'R01AD11', 'R03BA06', 'S01BA05')	triamcinolone	131	123.5
1343039	('L02AE04',)	triptorelin	1343039	('L02AE04',)	triptorelin	130	61.2448132780083
938044	('S01EC04',)	brinzolamide	904501	('S01EE04',)	travoprost	130	48.16417910447761
1114620	('R01AC07', 'R03BC03', 'S01GX04')	nedocromil	905233	('D07AC13', 'D07XC03', 'R01AD09', 'R03BA07')	mometasone	130	110.66283524904215
19095164	('A11CC05',)	cholecalciferol	19045045	('A11CC01',)	ergocalciferol	130	49.842794759825324
902427	('C07AA06', 'S01ED01')	timolol	1338005	('C07AB07',)	bisoprolol	130	37.18960244648318
1545958	('C10AA05',)	atorvastatin	1551803	('C10AB05',)	fenofibrate	129	57.16326530612245
997881	('D10AF01', 'G01AA10', 'J01FF01')	clindamycin	918172	('D10AE01',)	benzoyl peroxide	129	108.74251497005989
1310149	('B01AA03',)	warfarin	1301025	('B01AB05',)	enoxaparin	129	69.38297872340425
987245	('A06AD11',)	lactulose	924939	('A06AB02', 'A06AG02')	bisacodyl	129	59.16875
19047076	('N02CX01',)	pizotyline	1116031	('N02CC03',)	zolmitriptan	128	77.42201834862385
1310149	('B01AA03',)	warfarin	40241331	('B01AF01',)	rivaroxaban	128	49.078125
733301	('N05BE01',)	buspirone	733301	('N05BE01',)	buspirone	127	56.942992874109265
739363	('A08AA10',)	sibutramine	741530	('A08AB01',)	orlistat	127	47.09230769230769
903963	('A01AC01', 'C05AA12', 'D07AB09', 'D07XB02', 'H02AB08', 'R01AD11', 'R03BA06', 'S01BA05')	triamcinolone	1707164	('A01AB17', 'D06BX01', 'G01AF01', 'J01XD01', 'P01AB01')	metronidazole	127	154.01459854014598
964407	('D01AE12', 'S01BC08')	salicylic acid	19032619	('D01AE16',)	amorolfine	127	216.44285714285715
978236	('D11AX16', 'L01XX79', 'P01CX03')	eflornithine	978236	('D11AX16', 'L01XX79', 'P01CX03')	eflornithine	127	84.39443155452436
1560524	('B05CX01', 'V04CA02', 'V06DC01')	glucose	1560524	('B05CX01', 'V04CA02', 'V06DC01')	glucose	127	54.771929824561404
1310149	('B01AA03',)	warfarin	1322184	('B01AC04',)	clopidogrel	127	39.193939393939395
1343916	('A01AD01', 'B02BC09', 'C01CA24', 'R01AA14', 'R03AA01', 'S01EA01')	epinephrine	925952	('A01AB25', 'D06AA03', 'G01AA07', 'J01AA06', 'S01AA04')	oxytetracycline	127	184.55714285714285
989482	('G04CB02',)	dutasteride	996416	('D11AX10', 'G04CB01')	finasteride	127	47.89510489510489
1559684	('A10BB01',)	glyburide	1503297	('A10BA02',)	metformin	127	69.12472647702407
1153428	('R06AX26',)	fexofenadine	1103006	('R06AX27',)	desloratadine	126	111.47133757961784
1517070	('H01BA02',)	desmopressin	1517070	('H01BA02',)	desmopressin	126	54.88864864864865
19032619	('D01AE16',)	amorolfine	922570	('A07AA02', 'D01AA01', 'G01AA01')	nystatin	126	132.92198581560282
956266	('D07AC07',)	flurandrenolide	956266	('D07AC07',)	flurandrenolide	126	92.07003891050584
1518254	('A01AC02', 'C05AA09', 'D07AB19', 'D07XB05', 'D10AA03', 'H02AB02', 'R01AD03', 'S01BA01', 'S01CB01', 'S02BA06', 'S03BA01')	dexamethasone	1343916	('A01AD01', 'B02BC09', 'C01CA24', 'R01AA14', 'R03AA01', 'S01EA01')	epinephrine	126	153.91970802919707
968426	('A07EC02',)	mesalamine	920458	('A07EA04', 'C05AA05', 'D07AC01', 'D07XC01', 'H02AB01', 'R01AD06', 'R03BA04', 'S01BA06', 'S01CB04', 'S02BA07', 'S03BA03')	betamethasone	125	81.02732240437159
1797513	('J01MA02', 'S01AE03', 'S02AA15', 'S03AA07')	ciprofloxacin	1734104	('J01FA10', 'S01AA26')	azithromycin	125	47.850622406639005
1236744	('R03AC03', 'R03CC03')	terbutaline	1154343	('R03AC02', 'R03CC02')	albuterol	125	147.7843137254902
1550557	('A01AC04', 'A07EA01', 'C05AA04', 'D07AA03', 'D07XA02', 'H02AB06', 'R01AD02', 'S01BA04', 'S01CB02', 'S02BA03', 'S03BA02')	prednisolone	19055156	('D07AB03', 'D07XB01')	flumethasone	125	95.76119402985074
19005129	('D07AB01', 'S01BA09')	clobetasone	19055156	('D07AB03', 'D07XB01')	flumethasone	125	172.5985401459854
734275	('N03AA02',)	phenobarbital	734275	('N03AA02',)	phenobarbital	125	60.45649674204676
1346686	('C09CA02',)	eprosartan	1346686	('C09CA02',)	eprosartan	125	48.4543404735062
1338005	('C07AB07',)	bisoprolol	902427	('C07AA06', 'S01ED01')	timolol	124	44.0
19019620	('A01AD02', 'G02CC03', 'M01AX07', 'M02AA05', 'R02AX03')	benzydamine	1518254	('A01AC02', 'C05AA09', 'D07AB19', 'D07XB05', 'D10AA03', 'H02AB02', 'R01AD03', 'S01BA01', 'S01CB01', 'S02BA06', 'S03BA01')	dexamethasone	124	82.408
1363749	('C09AA09',)	fosinopril	1363749	('C09AA09',)	fosinopril	124	55.70938215102975
939881	('M02AB01', 'N01BX04')	capsaicin	1115008	('G02CC02', 'M01AE02', 'M02AA12')	naproxen	124	85.98449612403101
1506270	('D07AA01', 'D10AA02', 'H02AB04')	methylprednisolone	903963	('A01AC01', 'C05AA12', 'D07AB09', 'D07XB02', 'H02AB08', 'R01AD11', 'R03BA06', 'S01BA05')	triamcinolone	124	147.421875
923840	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	dibucaine	903963	('A01AC01', 'C05AA12', 'D07AB09', 'D07XB02', 'H02AB08', 'R01AD11', 'R03BA06', 'S01BA05')	triamcinolone	123	128.2097902097902
1503297	('A10BA02',)	metformin	40170911	('A10BJ02',)	liraglutide	123	40.41428571428571
19055156	('D07AB03', 'D07XB01')	flumethasone	905233	('D07AC13', 'D07XC03', 'R01AD09', 'R03BA07')	mometasone	123	112.4251968503937
918172	('D10AE01',)	benzoyl peroxide	997881	('D10AF01', 'G01AA10', 'J01FF01')	clindamycin	123	112.86153846153846
1338005	('C07AB07',)	bisoprolol	1370109	('C07AA07',)	sotalol	123	23.946153846153845
1707164	('A01AB17', 'D06BX01', 'G01AF01', 'J01XD01', 'P01AB01')	metronidazole	19019620	('A01AD02', 'G02CC03', 'M01AX07', 'M02AA05', 'R02AX03')	benzydamine	122	123.7
939881	('M02AB01', 'N01BX04')	capsaicin	989878	('C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01')	lidocaine	122	35.72727272727273
964339	('A07EC01',)	sulfasalazine	920458	('A07EA04', 'C05AA05', 'D07AC01', 'D07XC01', 'H02AB01', 'R01AD06', 'R03BA04', 'S01BA06', 'S01CB04', 'S02BA07', 'S03BA03')	betamethasone	122	58.83157894736842
797617	('N06AB04',)	citalopram	722031	('N06AB05',)	paroxetine	122	69.53225806451613
981709	('S01EC03',)	dorzolamide	915542	('D11AX21', 'S01EA05', 'S01GA07')	brimonidine	122	49.756410256410255
948078	('A02BC02',)	pantoprazole	19030059	('A02BX13',)	alginic acid	121	40.385365853658534
1103314	('N02AX02',)	tramadol	1154029	('N01AH01', 'N02AB03')	fentanyl	121	46.095238095238095
19087090	('N04BB01',)	amantadine	19087090	('N04BB01',)	amantadine	121	46.82539682539682
19003010	('N02AX05',)	meptazinol	19003010	('N02AX05',)	meptazinol	121	57.02772643253235
934075	('R01AC03', 'R06AX19', 'S01GX07')	azelastine	905233	('D07AC13', 'D07XC03', 'R01AD09', 'R03BA07')	mometasone	121	77.14957264957265
954688	('S01EE01',)	latanoprost	904501	('S01EE04',)	travoprost	120	46.39837398373984
19037989	('N06AA16',)	dothiepin	19091830	('N06AA07',)	lofepramine	120	75.44166666666666
1550557	('A01AC04', 'A07EA01', 'C05AA04', 'D07AA03', 'D07XA02', 'H02AB06', 'R01AD02', 'S01BA04', 'S01CB02', 'S02BA03', 'S03BA02')	prednisolone	1178663	('C01EB03', 'M01AB01', 'M02AA23', 'S01BC01')	indomethacin	120	121.66447368421052
1195492	('M01AB08',)	etodolac	1124300	('D11AX18', 'M01AB05', 'M02AA15', 'S01BC03')	diclofenac	120	162.6198347107438
997881	('D10AF01', 'G01AA10', 'J01FF01')	clindamycin	925952	('A01AB25', 'D06AA03', 'G01AA07', 'J01AA06', 'S01AA04')	oxytetracycline	119	108.37593984962406
903963	('A01AC01', 'C05AA12', 'D07AB09', 'D07XB02', 'H02AB08', 'R01AD11', 'R03BA06', 'S01BA05')	triamcinolone	964407	('D01AE12', 'S01BC08')	salicylic acid	119	119.34586466165413
1707164	('A01AB17', 'D06BX01', 'G01AF01', 'J01XD01', 'P01AB01')	metronidazole	1343916	('A01AD01', 'B02BC09', 'C01CA24', 'R01AA14', 'R03AA01', 'S01EA01')	epinephrine	119	188.0
1316262	('G04BE03',)	sildenafil	1381504	('C01EA01', 'G04BE01')	alprostadil	119	71.76954732510288
19032619	('D01AE16',)	amorolfine	964407	('D01AE12', 'S01BC08')	salicylic acid	119	117.4962962962963
980867	('D08AH30', 'D09AA10', 'G01AC02', 'P01AA02', 'S02AA05')	clioquinol	1797513	('J01MA02', 'S01AE03', 'S02AA15', 'S03AA07')	ciprofloxacin	119	181.8099173553719
19050375	('C10AB08',)	ciprofibrate	19050375	('C10AB08',)	ciprofibrate	119	68.57345971563981
903963	('A01AC01', 'C05AA12', 'D07AB09', 'D07XB02', 'H02AB08', 'R01AD11', 'R03BA06', 'S01BA05')	triamcinolone	923840	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	dibucaine	118	171.0074074074074
950370	('C07AA15', 'S01ED05')	carteolol	950370	('C07AA15', 'S01ED05')	carteolol	118	54.87416666666667
1352890	('B05AA05',)	dextran	1352890	('B05AA05',)	dextran	118	58.290055248618785
751347	('N03AA03',)	primidone	751347	('N03AA03',)	primidone	118	50.79964061096137
1510813	('C10AA07',)	rosuvastatin	1551860	('C10AA03',)	pravastatin	118	63.33898305084746
19086560	('A06AB03',)	danthron	19086560	('A06AB03',)	danthron	118	68.88372093023256
19058896	('A12AA05',)	calcium lactate	19035704	('A02AC01', 'A12AA04')	calcium carbonate	118	59.3358024691358
1156378	('M01AE09', 'M02AA19', 'R02AX01', 'S01BC04')	flurbiprofen	1156378	('M01AE09', 'M02AA19', 'R02AX01', 'S01BC04')	flurbiprofen	118	102.44
980867	('D08AH30', 'D09AA10', 'G01AC02', 'P01AA02', 'S02AA05')	clioquinol	1790812	('A01AB03', 'B05CA02', 'D08AC02', 'D09AA12', 'R02AA05', 'S01AX09', 'S02AA09', 'S03AA04')	chlorhexidine	118	151.69924812030075
920458	('A07EA04', 'C05AA05', 'D07AC01', 'D07XC01', 'H02AB01', 'R01AD06', 'R03BA04', 'S01BA06', 'S01CB04', 'S02BA07', 'S03BA03')	betamethasone	956266	('D07AC07',)	flurandrenolide	117	85.17948717948718
1555120	('H02AA02',)	fludrocortisone	1555120	('H02AA02',)	fludrocortisone	117	58.89100817438692
1341238	('G04CA03',)	terazosin	1341238	('G04CA03',)	terazosin	117	47.22722029988466
1547504	('A10BG02',)	rosiglitazone	19059796	('A10BB09',)	gliclazide	117	73.04102564102564
948582	('A07AA05', 'J01XB02', 'S01AA18', 'S02AA11', 'S03AA03')	polymyxin B	990069	('D06AX02', 'D10AF03', 'G01AA05', 'J01BA01', 'S01AA01', 'S02AA01', 'S03AA08')	chloramphenicol	117	193.50833333333333
1360332	('M01AX05',)	glucosamine	1146810	('M01AC01', 'M02AA07', 'S01BC06')	piroxicam	117	184.94326241134752
1149196	('R06AE07', 'S01GX12')	cetirizine	934075	('R01AC03', 'R06AX19', 'S01GX07')	azelastine	117	72.70322580645161
1518254	('A01AC02', 'C05AA09', 'D07AB19', 'D07XB05', 'D10AA03', 'H02AB02', 'R01AD03', 'S01BA01', 'S01CB01', 'S02BA06', 'S03BA01')	dexamethasone	19019620	('A01AD02', 'G02CC03', 'M01AX07', 'M02AA05', 'R02AX03')	benzydamine	117	107.19491525423729
1370109	('C07AA07',)	sotalol	1338005	('C07AB07',)	bisoprolol	116	38.93650793650794
1750500	('J01FA09',)	clarithromycin	1734104	('J01FA10', 'S01AA26')	azithromycin	116	47.285714285714285
1116031	('N02CC03',)	zolmitriptan	19047076	('N02CX01',)	pizotyline	116	53.95402298850575
1754994	('D01AC15', 'J02AC01')	fluconazole	985708	('D01AC08', 'G01AF11', 'H02CA03', 'J02AB02')	ketoconazole	116	70.75968992248062
1000632	('A01AB18', 'D01AC01', 'G01AF02')	clotrimazole	940864	('D01AC03', 'G01AF05')	econazole	116	110.31967213114754
911735	('A02BC04',)	rabeprazole	961047	('A02BA02',)	ranitidine	116	63.775193798449614
1149196	('R06AE07', 'S01GX12')	cetirizine	943852	('R01AA07', 'R01AB06', 'S01GA03')	xylometazoline	116	93.97727272727273
1115572	('A07EA07', 'D07AC15', 'R01AD01', 'R03BA01')	beclomethasone	19056694	('D09AA01', 'R01AX08', 'S01AA07')	framycetin	115	101.2936507936508
964407	('D01AE12', 'S01BC08')	salicylic acid	1754994	('D01AC15', 'J02AC01')	fluconazole	115	90.68085106382979
1115572	('A07EA07', 'D07AC15', 'R01AD01', 'R03BA01')	beclomethasone	964339	('A07EC01',)	sulfasalazine	115	52.23529411764706
980867	('D08AH30', 'D09AA10', 'G01AC02', 'P01AA02', 'S02AA05')	clioquinol	1707164	('A01AB17', 'D06BX01', 'G01AF01', 'J01XD01', 'P01AB01')	metronidazole	115	170.52586206896552
913782	('G04BD07',)	tolterodine	991825	('G04BD09',)	trospium	114	50.91525423728814
715997	('N06DA02',)	donepezil	715997	('N06DA02',)	donepezil	114	68.19047619047619
