A_drug_concept_id	A_atc_codes	A_drug_concept_name	B_drug_concept_id	B_atc_codes	B_drug_concept_name	people_count	avg_switch_interval
19049105	('A12BA01', 'B05XA01')	potassium chloride	19049105	('A12BA01', 'B05XA01')	potassium chloride	905	61.39578678582828
528323	()	Unknown	528323	()	Unknown	886	188.04075546719682
19097684	()	Unknown	19097684	()	Unknown	864	123.96168696168696
911064	()	Unknown	911064	()	Unknown	861	92.58922030350602
906914	('B05BC02', 'D02AE01')	urea	906914	('B05BC02', 'D02AE01')	urea	855	91.1268446943078
715939	('N06AB10',)	escitalopram	715939	('N06AB10',)	escitalopram	851	61.06468051744414
1307046	('C07AB02',)	metoprolol	1307046	('C07AB02',)	metoprolol	841	51.166708764839605
1515774	()	Unknown	1515774	()	Unknown	839	119.14822085889571
1118117	('N02CC02',)	naratriptan	1118117	('N02CC02',)	naratriptan	830	69.76026437011816
1192710	('R06AB04',)	chlorpheniramine	1192710	('R06AB04',)	chlorpheniramine	824	68.73884418434528
46221581	()	Unknown	46221581	()	Unknown	824	58.6197671538271
1395058	('C03BA04',)	chlorthalidone	1395058	('C03BA04',)	chlorthalidone	802	56.23615014050582
19008339	('A11CA01', 'D10AD02', 'R01AX02', 'S01XA02')	vitamin A	19008339	('A11CA01', 'D10AD02', 'R01AX02', 'S01XA02')	vitamin A	798	91.065
19040606	('H03BB01',)	carbimazole	19040606	('H03BB01',)	carbimazole	795	67.31483457844183
1703653	('J02AC02',)	itraconazole	1703653	('J02AC02',)	itraconazole	793	165.91521394611726
1110410	('N02AA01',)	morphine	1110410	('N02AA01',)	morphine	792	48.50501526384649
1516800	()	Unknown	1516800	()	Unknown	790	53.07609206200094
19030751	('A03AX08',)	alverine	19030751	('A03AX08',)	alverine	790	69.33333333333333
1525215	('A10BG03',)	pioglitazone	1525215	('A10BG03',)	pioglitazone	775	46.07433290978399
930021	('G04CA01',)	alfuzosin	930021	('G04CA01',)	alfuzosin	773	59.77131147540984
938044	('S01EC04',)	brinzolamide	938044	('S01EC04',)	brinzolamide	770	49.19124218051832
777221	('N05BB01',)	hydroxyzine	777221	('N05BB01',)	hydroxyzine	765	57.51386861313868
1580747	('A10BH01',)	sitagliptin	1580747	('A10BH01',)	sitagliptin	759	47.95719263315082
19037706	()	Unknown	19037706	()	Unknown	749	97.69640718562874
1101554	('M04AC01',)	colchicine	1101554	('M04AC01',)	colchicine	740	95.50838323353294
19014878	('L04AX01',)	azathioprine	19014878	('L04AX01',)	azathioprine	734	50.028225806451616
1331270	('B01AC07',)	dipyridamole	1331270	('B01AC07',)	dipyridamole	725	50.375392341494035
1311276	('G04BE09',)	vardenafil	1311276	('G04BE09',)	vardenafil	715	62.78846153846154
985247	('A02AB01',)	aluminum hydroxide	985247	('A02AB01',)	aluminum hydroxide	710	73.53381066030231
1154077	('N02CC04',)	rizatriptan	1154077	('N02CC04',)	rizatriptan	709	73.4819055407892
19011355	('M01AH05',)	etoricoxib	19011355	('M01AH05',)	etoricoxib	708	75.24782608695652
19052638	()	Unknown	19052638	()	Unknown	704	95.36820266433719
942028	('D01AC07', 'G01AF08')	tioconazole	942028	('D01AC07', 'G01AF08')	tioconazole	703	103.39310344827587
19127890	()	Unknown	19127890	()	Unknown	702	92.54131652661064
19015802	('C08CA13',)	lercanidipine	19015802	('C08CA13',)	lercanidipine	697	52.8823275862069
19022956	('C10AB02',)	bezafibrate	19022956	('C10AB02',)	bezafibrate	691	50.77345537757437
19055156	('D07AB03', 'D07XB01')	flumethasone	19055156	('D07AB03', 'D07XB01')	flumethasone	690	156.69531849577896
1307863	('C08DA01',)	verapamil	1307863	('C08DA01',)	verapamil	687	52.61118106270461
19091830	('N06AA07',)	lofepramine	19091830	('N06AA07',)	lofepramine	679	77.05767138193688
904501	('S01EE04',)	travoprost	904501	('S01EE04',)	travoprost	667	54.180987202925046
922976	()	Unknown	922976	()	Unknown	663	99.9959266802444
1343916	('A01AD01', 'B02BC09', 'C01CA24', 'R01AA14', 'R03AA01', 'S01EA01')	epinephrine	1343916	('A01AD01', 'B02BC09', 'C01CA24', 'R01AA14', 'R03AA01', 'S01EA01')	epinephrine	663	257.9641768292683
721724	('N06AA10',)	nortriptyline	721724	('N06AA10',)	nortriptyline	651	52.92925571112749
948856	()	Unknown	948856	()	Unknown	640	58.385802469135804
789578	('N04BA01',)	levodopa	789578	('N04BA01',)	levodopa	638	45.23145285935085
1636780	('G03BA03',)	testosterone	1636780	('G03BA03',)	testosterone	633	61.67623557265463
19041843	('R05CB03',)	carbocysteine	19041843	('R05CB03',)	carbocysteine	622	52.14528173794976
744740	('N05CF02',)	zolpidem	744740	('N05CF02',)	zolpidem	609	84.78543791769258
1348265	('L02BG03',)	anastrozole	1348265	('L02BG03',)	anastrozole	608	50.08646003262643
1354860	('C01BC04',)	flecainide	1354860	('C01BC04',)	flecainide	607	50.90550947867298
1185922	('M01AE03', 'M02AA10')	ketoprofen	1185922	('M01AE03', 'M02AA10')	ketoprofen	591	81.17425885755604
1786842	('J01DB09',)	cephradine	1786842	('J01DB09',)	cephradine	590	114.81077147016012
1370109	('C07AA07',)	sotalol	1370109	('C07AA07',)	sotalol	580	55.83930609449897
989482	('G04CB02',)	dutasteride	989482	('G04CB02',)	dutasteride	577	48.8133472367049
715259	('N06AX21',)	duloxetine	715259	('N06AX21',)	duloxetine	570	53.12984496124031
705103	('N03AX09',)	lamotrigine	705103	('N03AX09',)	lamotrigine	570	48.22950434578342
1717327	('J01CA01', 'S01AA19')	ampicillin	1717327	('J01CA01', 'S01AA19')	ampicillin	560	218.5094577553594
43012316	()	Unknown	43012316	()	Unknown	556	136.77219796215428
981709	('S01EC03',)	dorzolamide	981709	('S01EC03',)	dorzolamide	548	50.745521927115504
937725	()	Unknown	937725	()	Unknown	541	105.31491228070175
1550023	('A10AB04', 'A10AC04', 'A10AD04')	insulin lispro	1550023	('A10AB04', 'A10AC04', 'A10AD04')	insulin lispro	532	52.917342951608056
1547504	('A10BG02',)	rosiglitazone	1547504	('A10BG02',)	rosiglitazone	530	46.068087625814094
19097481	('N07CA02',)	cinnarizine	19097481	('N07CA02',)	cinnarizine	529	76.15283018867925
941258	()	Unknown	941258	()	Unknown	513	66.24202626641652
529411	('J07AM01',)	tetanus toxoid vaccine, inactivated	529411	('J07AM01',)	tetanus toxoid vaccine, inactivated	512	872.503663003663
1114620	('R01AC07', 'R03BC03', 'S01GX04')	nedocromil	1114620	('R01AC07', 'R03BC03', 'S01GX04')	nedocromil	507	91.75872093023256
715233	('M03BX01',)	baclofen	715233	('M03BX01',)	baclofen	506	52.50400266844563
997881	('D10AF01', 'G01AA10', 'J01FF01')	clindamycin	997881	('D10AF01', 'G01AA10', 'J01FF01')	clindamycin	506	119.84715558601782
798874	('N03AE01',)	clonazepam	798874	('N03AE01',)	clonazepam	496	52.882250327082424
19029278	()	Unknown	19029278	()	Unknown	494	69.12353567625134
996541	()	Unknown	996541	()	Unknown	491	129.41877022653722
751246	()	Unknown	751246	()	Unknown	481	54.55847568988173
19084696	()	Unknown	19084696	()	Unknown	475	88.353591160221
945913	()	Unknown	945913	()	Unknown	474	88.32085106382979
19036946	('P03AX01',)	benzyl benzoate	19036946	('P03AX01',)	benzyl benzoate	464	108.42110990206747
1549686	('C10AA04',)	fluvastatin	1549686	('C10AA04',)	fluvastatin	456	48.977985074626865
1551803	('C10AB05',)	fenofibrate	1551803	('C10AB05',)	fenofibrate	450	53.943930041152264
19081195	('R06AE01',)	buclizine	19081195	('R06AE01',)	buclizine	449	94.00445544554455
532881	()	Unknown	532881	()	Unknown	444	1227.6296296296296
1366310	('L02AE03',)	goserelin	1366310	('L02AE03',)	goserelin	443	57.768932038834954
766814	('N05AH04',)	quetiapine	766814	('N05AH04',)	quetiapine	441	49.22066899650524
742267	('N03AX11',)	topiramate	742267	('N03AX11',)	topiramate	440	47.396249002394256
740910	('N03AB02',)	phenytoin	740910	('N03AB02',)	phenytoin	440	61.136382031566164
908730	()	Unknown	908730	()	Unknown	437	72.71982758620689
1768849	('J01DC04',)	cefaclor	1768849	('J01DC04',)	cefaclor	434	150.71134020618555
963742	('R02AB30',)	gramicidin	963742	('R02AB30',)	gramicidin	433	187.6514745308311
1792429	('P01BB01',)	proguanil	1792429	('P01BB01',)	proguanil	430	342.3327615780446
19061821	()	Unknown	19061821	()	Unknown	429	109.32750689972401
19019620	('A01AD02', 'G02CC03', 'M01AX07', 'M02AA05', 'R02AX03')	benzydamine	19019620	('A01AD02', 'G02CC03', 'M01AX07', 'M02AA05', 'R02AX03')	benzydamine	428	74.21680497925311
42898952	()	Unknown	42898952	()	Unknown	428	82.72572980312287
1516976	('A10AE05',)	insulin detemir	1516976	('A10AE05',)	insulin detemir	421	53.54719764011799
948582	('A07AA05', 'J01XB02', 'S01AA18', 'S02AA11', 'S03AA03')	polymyxin B	948582	('A07AA05', 'J01XB02', 'S01AA18', 'S02AA11', 'S03AA03')	polymyxin B	420	147.017130620985
939881	('M02AB01', 'N01BX04')	capsaicin	939881	('M02AB01', 'N01BX04')	capsaicin	413	61.28125
19045045	('A11CC01',)	ergocalciferol	19045045	('A11CC01',)	ergocalciferol	412	61.43459690336359
19010792	('G03HA01',)	cyproterone	19010792	('G03HA01',)	cyproterone	411	108.05706940874036
19014202	('A11CC03',)	alfacalcidol	19014202	('A11CC03',)	alfacalcidol	410	50.27863654379707
1315946	('L02BG04',)	letrozole	1315946	('L02BG04',)	letrozole	409	53.126426690079015
19016670	()	Unknown	19016670	()	Unknown	408	48.14312832194381
19087063	()	Unknown	19087063	()	Unknown	408	48.14312832194381
1552929	()	Unknown	1552929	()	Unknown	399	74.88946945337621
979096	('A16AX05',)	zinc acetate	979096	('A16AX05',)	zinc acetate	396	97.39346405228758
915542	('D11AX21', 'S01EA05', 'S01GA07')	brimonidine	915542	('D11AX21', 'S01EA05', 'S01GA07')	brimonidine	395	50.491185410334346
924724	('A03AA07',)	dicyclomine	924724	('A03AA07',)	dicyclomine	394	72.31029263370333
798834	('N06AA04',)	clomipramine	798834	('N06AA04',)	clomipramine	393	61.4481473361105
909358	('R06AE03',)	cyclizine	909358	('R06AE03',)	cyclizine	391	104.29885057471265
740560	()	Unknown	740560	()	Unknown	391	44.647838214783825
778268	('N06AA02',)	imipramine	778268	('N06AA02',)	imipramine	390	55.33693394266722
1195492	('M01AB08',)	etodolac	1195492	('M01AB08',)	etodolac	389	74.58048780487805
1133201	('N02AE01', 'N07BC01')	buprenorphine	1133201	('N02AE01', 'N07BC01')	buprenorphine	385	50.91495327102804
19015602	('N02BG06',)	nefopam	19015602	('N02BG06',)	nefopam	384	53.974654377880185
1236744	('R03AC03', 'R03CC03')	terbutaline	1236744	('R03AC03', 'R03CC03')	terbutaline	382	104.365625
1136422	('R06AE09',)	levocetirizine	1136422	('R06AE09',)	levocetirizine	382	113.31020408163265
19101454	()	Unknown	19101454	()	Unknown	380	66.04610733182162
1734104	('J01FA10', 'S01AA26')	azithromycin	1734104	('J01FA10', 'S01AA26')	azithromycin	378	54.139939485627835
924939	('A06AB02', 'A06AG02')	bisacodyl	924939	('A06AB02', 'A06AG02')	bisacodyl	377	58.89625360230548
713823	('N04BC04',)	ropinirole	713823	('N04BC04',)	ropinirole	377	47.290052356020944
948515	('A06AD15',)	polyethylene glycols	948515	('A06AD15',)	polyethylene glycols	376	60.43952802359882
1154332	('R01BA02',)	pseudoephedrine	1154332	('R01BA02',)	pseudoephedrine	374	97.33641975308642
19004539	('C08CA09',)	lacidipine	19004539	('C08CA09',)	lacidipine	373	49.32027649769585
938268	('A06AB06',)	sennosides, USP	938268	('A06AB06',)	sennosides, USP	372	53.50088495575221
720810	('N04BC05',)	pramipexole	720810	('N04BC05',)	pramipexole	371	48.14350891746163
785788	('N05AH03',)	olanzapine	785788	('N05AH03',)	olanzapine	369	59.69461410327596
40226742	()	Unknown	40226742	()	Unknown	367	49.941964285714285
42903865	()	Unknown	42903865	()	Unknown	364	107.98313027179006
735979	('N05AX08',)	risperidone	735979	('N05AX08',)	risperidone	361	52.02063580591188
1597756	('A10BB12',)	glimepiride	1597756	('A10BB12',)	glimepiride	360	46.15294924554184
934075	('R01AC03', 'R06AX19', 'S01GX07')	azelastine	934075	('R01AC03', 'R06AX19', 'S01GX07')	azelastine	359	83.19017926734217
780442	('N07BA03', 'S01XA28')	varenicline	780442	('N07BA03', 'S01XA28')	varenicline	358	164.10660980810235
19016463	()	Unknown	19016463	()	Unknown	357	46.4315424610052
1309944	('C01BD01',)	amiodarone	1309944	('C01BD01',)	amiodarone	351	54.273819055244196
19055982	('N05AF01',)	flupenthixol	19055982	('N05AF01',)	flupenthixol	349	58.08275563258232
1314577	('C07AB12',)	nebivolol	1314577	('C07AB12',)	nebivolol	342	50.0364920541495
711584	('N03AX14',)	levetiracetam	711584	('N03AX14',)	levetiracetam	333	47.62540505508749
1351541	('L02AE02',)	leuprolide	1351541	('L02AE02',)	leuprolide	328	58.47344461305008
951511	('D06AX09', 'R01AX06')	mupirocin	951511	('D06AX09', 'R01AX06')	mupirocin	323	138.2581818181818
19070224	()	Unknown	19070224	()	Unknown	316	68.53216739537788
19020021	('N05CD02',)	nitrazepam	19020021	('N05CD02',)	nitrazepam	315	89.52911534154535
530007	()	Unknown	530007	()	Unknown	314	356.87775061124694
1781733	('P01AX06',)	atovaquone	1781733	('P01AX06',)	atovaquone	314	340.1384248210024
1319156	()	Unknown	1319156	()	Unknown	312	57.541666666666664
19025274	('V03AN01',)	oxygen	19025274	('V03AN01',)	oxygen	312	472.179203539823
19037401	('A12AA01',)	calcium phosphate	19037401	('A12AA01',)	calcium phosphate	311	55.95771513353116
1381504	('C01EA01', 'G04BE01')	alprostadil	1381504	('C01EA01', 'G04BE01')	alprostadil	310	72.69860627177701
932745	('C03CA02',)	bumetanide	932745	('C03CA02',)	bumetanide	310	61.6784107946027
1513103	('G03XC01',)	raloxifene	1513103	('G03XC01',)	raloxifene	310	64.33251231527093
1036525	('D10AB02',)	sulfur	1036525	('D10AB02',)	sulfur	310	89.10160427807487
1124957	('N02AA05',)	oxycodone	1124957	('N02AA05',)	oxycodone	301	47.391849529780565
19095309	('C10AC01',)	cholestyramine resin	19095309	('C10AC01',)	cholestyramine resin	300	63.92740213523132
916662	('P03AX05',)	dimethicone	916662	('P03AX05',)	dimethicone	297	101.3055900621118
19100761	('M02AA08',)	felbinac	19100761	('M02AA08',)	felbinac	294	79.66117969821674
791967	('N05BA06',)	lorazepam	791967	('N05BA06',)	lorazepam	291	74.19677996422182
1113648	('M01AX01',)	nabumetone	1113648	('M01AX01',)	nabumetone	287	74.13680781758957
1512480	()	Unknown	1512480	()	Unknown	285	58.94983277591973
1317640	('C09CA07',)	telmisartan	1317640	('C09CA07',)	telmisartan	275	47.89928057553957
1340128	('C09AA01',)	captopril	1340128	('C09AA01',)	captopril	273	58.89602855867916
1836948	('A01AB13', 'D06AA04', 'J01AA07', 'S01AA09', 'S02AA08', 'S03AA02')	tetracycline	1836948	('A01AB13', 'D06AA04', 'J01AA07', 'S01AA09', 'S02AA08', 'S03AA02')	tetracycline	271	99.82722513089006
969444	()	Unknown	969444	()	Unknown	268	167.2697262479871
1153013	('D04AA10', 'R06AD02')	promethazine	1153013	('D04AA10', 'R06AD02')	promethazine	265	63.86878453038674
1549254	('G03CA07', 'G03CC04')	estrone	1549254	('G03CA07', 'G03CC04')	estrone	265	91.0545154185022
991825	('G04BD09',)	trospium	991825	('G04BD09',)	trospium	262	54.65205843293493
1346823	('C07AG02',)	carvedilol	1346823	('C07AG02',)	carvedilol	261	48.32541687721071
1531601	()	Unknown	1531601	()	Unknown	259	47.853801169590646
19000498	('P01BC02',)	mefloquine	19000498	('P01BC02',)	mefloquine	257	327.7550200803213
711452	()	Unknown	711452	()	Unknown	253	154.75524475524475
700299	('N05AC02',)	thioridazine	700299	('N05AC02',)	thioridazine	251	60.29551020408163
794852	('N05AA01',)	chlorpromazine	794852	('N05AA01',)	chlorpromazine	251	54.314834024896264
918172	('D10AE01',)	benzoyl peroxide	918172	('D10AE01',)	benzoyl peroxide	248	100.65110565110565
19058896	('A12AA05',)	calcium lactate	19058896	('A12AA05',)	calcium lactate	243	58.27328714395689
986790	()	Unknown	986790	()	Unknown	243	100.55652173913043
1511449	('G03XA01',)	danazol	1511449	('G03XA01',)	danazol	243	90.68193717277487
950696	('A02BA04',)	nizatidine	950696	('A02BA04',)	nizatidine	242	69.28500986193293
19026739	()	Unknown	19026739	()	Unknown	237	62.653153153153156
529303	('J07AF01',)	diphtheria toxoid vaccine, inactivated	529303	('J07AF01',)	diphtheria toxoid vaccine, inactivated	234	478.3780487804878
752276	('N04AA04',)	procyclidine	752276	('N04AA04',)	procyclidine	231	55.05879882402352
704984	('N05AB06',)	trifluoperazine	704984	('N05AB06',)	trifluoperazine	229	58.38156797331109
950637	('D11AH01', 'L04AD02')	tacrolimus	950637	('D11AH01', 'L04AD02')	tacrolimus	227	60.226519337016576
1237049	('R03DA04',)	theophylline	1237049	('R03DA04',)	theophylline	224	56.75333333333333
40170911	('A10BJ02',)	liraglutide	40170911	('A10BJ02',)	liraglutide	224	46.862708719851575
992409	()	Unknown	992409	()	Unknown	216	67.07678244972578
1140123	('R06AX18',)	acrivastine	1140123	('R06AX18',)	acrivastine	210	102.64071190211347
966376	()	Unknown	966376	()	Unknown	210	124.63589743589743
19024770	('A11HA05',)	biotin	19024770	('A11HA05',)	biotin	209	63.07202881152461
992956	('A02AA04', 'G04BX01')	magnesium hydroxide	992956	('A02AA04', 'G04BX01')	magnesium hydroxide	205	64.13483146067416
19024213	('R05DA08',)	pholcodine	19024213	('R05DA08',)	pholcodine	204	138.0771812080537
739363	('A08AA10',)	sibutramine	739363	('A08AA10',)	sibutramine	203	68.1786941580756
1704758	('D08AE04', 'D09AA06')	triclosan	1704758	('D08AE04', 'D09AA06')	triclosan	200	64.65329883570504
19011021	('C02AC05',)	moxonidine	19011021	('C02AC05',)	moxonidine	200	49.00708502024292
1836430	('J01EC01',)	sulfamethoxazole	1836430	('J01EC01',)	sulfamethoxazole	199	94.63574660633485
19000815	()	Unknown	19000815	()	Unknown	199	53.915151515151514
1559684	('A10BB01',)	glyburide	1559684	('A10BB01',)	glyburide	198	57.60584461867427
990678	('N05BA02',)	chlordiazepoxide	990678	('N05BA02',)	chlordiazepoxide	198	73.21719038817005
1396012	('B03AA03',)	ferrous gluconate	1396012	('B03AA03',)	ferrous gluconate	196	97.01488095238095
42873636	('G04BD12',)	mirabegron	42873636	('G04BD12',)	mirabegron	196	49.686868686868685
19056694	('D09AA01', 'R01AX08', 'S01AA07')	framycetin	19056694	('D09AA01', 'R01AX08', 'S01AA07')	framycetin	194	142.68840579710144
969276	()	Unknown	969276	()	Unknown	193	85.01282051282051
1196514	('R01AD04', 'R03BA03')	flunisolide	1196514	('R01AD04', 'R03BA03')	flunisolide	192	108.34948453608247
1134439	('D11AX26', 'N06BC01')	caffeine	1134439	('D11AX26', 'N06BC01')	caffeine	191	118.54795486600847
1780601	('D08AG03',)	iodine	1780601	('D08AG03',)	iodine	190	64.08232118758434
19009896	()	Unknown	19009896	()	Unknown	190	64.08232118758434
1394027	()	Unknown	1394027	()	Unknown	190	64.08232118758434
19071128	()	Unknown	19071128	()	Unknown	190	64.08232118758434
1154029	('N01AH01', 'N02AB03')	fentanyl	1154029	('N01AH01', 'N02AB03')	fentanyl	189	55.76279069767442
19043395	()	Unknown	19043395	()	Unknown	189	64.03918918918919
1103552	('N02CC05',)	almotriptan	1103552	('N02CC05',)	almotriptan	187	69.26612903225806
943852	('R01AA07', 'R01AB06', 'S01GA03')	xylometazoline	943852	('R01AA07', 'R01AB06', 'S01GA03')	xylometazoline	184	102.57377049180327
919204	('A09AA01',)	amylase	919204	('A09AA01',)	amylase	183	54.403309203722856
990760	()	Unknown	990760	()	Unknown	183	54.403309203722856
931973	()	Unknown	931973	()	Unknown	183	54.403309203722856
19113045	()	Unknown	19113045	()	Unknown	180	105.6973293768546
914335	('A03BA01', 'S01FA01')	atropine	914335	('A03BA01', 'S01FA01')	atropine	180	82.99078341013825
1145379	('N02CA02',)	ergotamine	1145379	('N02CA02',)	ergotamine	173	115.94721619667389
19008867	()	Unknown	19008867	()	Unknown	170	119.85588235294118
19084915	('A06AC03',)	karaya gum	19084915	('A06AC03',)	karaya gum	169	67.26713947990544
904542	('C03DB02',)	triamterene	904542	('C03DB02',)	triamterene	166	62.25134649910233
19086100	('R06AX25',)	mizolastine	19086100	('R06AX25',)	mizolastine	166	127.98053097345132
705755	('N06AA06',)	trimipramine	705755	('N06AA06',)	trimipramine	165	60.47924528301887
40241331	('B01AF01',)	rivaroxaban	40241331	('B01AF01',)	rivaroxaban	164	50.03913043478261
988095	()	Unknown	988095	()	Unknown	160	55.621686746987955
738156	('D04AX01', 'N06AA12')	doxepin	738156	('D04AX01', 'N06AA12')	doxepin	159	55.749063670411985
523283	()	Unknown	523283	()	Unknown	157	346.98125
932815	('S01ED03',)	levobunolol	932815	('S01ED03',)	levobunolol	157	62.495588235294115
929128	()	Unknown	929128	()	Unknown	156	83.57021996615906
523367	()	Unknown	523367	()	Unknown	155	335.6835443037975
932196	('A03FA02',)	cisapride	932196	('A03FA02',)	cisapride	155	63.82738095238095
1309799	('C03DA04',)	eplerenone	1309799	('C03DA04',)	eplerenone	155	43.71896551724138
523365	()	Unknown	523365	()	Unknown	155	335.6835443037975
704943	('M03BA03',)	methocarbamol	704943	('M03BA03',)	methocarbamol	154	104.77694235588973
961145	('A06AG04', 'A06AX01')	glycerin	961145	('A06AG04', 'A06AX01')	glycerin	154	60.46653543307087
750982	('N06AX12',)	bupropion	750982	('N06AX12',)	bupropion	154	196.87962962962962
950435	('A09AB04',)	citric acid	950435	('A09AB04',)	citric acid	154	96.72874493927125
42900448	()	Unknown	42900448	()	Unknown	153	201.15591397849462
1513876	()	Unknown	1513876	()	Unknown	152	49.11243611584327
19010482	('L04AD01', 'S01XA18')	cyclosporine	19010482	('L04AD01', 'S01XA18')	cyclosporine	151	47.12533097969991
1552310	('G03DA04',)	progesterone	1552310	('G03DA04',)	progesterone	151	78.71821305841924
1101898	('L04AK01',)	leflunomide	1101898	('L04AK01',)	leflunomide	149	46.054545454545455
1342439	('C09AA10',)	trandolapril	1342439	('C09AA10',)	trandolapril	149	58.64790419161677
1350489	('C02CA01',)	prazosin	1350489	('C02CA01',)	prazosin	147	53.07862190812721
955632	('L01BC02',)	fluorouracil	955632	('L01BC02',)	fluorouracil	147	229.32631578947368
938061	('D01AE13',)	selenium sulfide	938061	('D01AE13',)	selenium sulfide	146	102.04899135446686
930916	('A07DA01',)	diphenoxylate	930916	('A07DA01',)	diphenoxylate	145	80.89709762532982
915855	('R01AC08', 'S01GX09')	olopatadine	915855	('R01AC08', 'S01GX09')	olopatadine	145	68.96963123644251
1189458	('N02CC07',)	frovatriptan	1189458	('N02CC07',)	frovatriptan	144	66.72378716744915
1525278	()	Unknown	1525278	()	Unknown	144	86.94182217343578
19035631	('A11CC04', 'D05AX03')	calcitriol	19035631	('A11CC04', 'D05AX03')	calcitriol	141	63.28007181328546
19078808	('C02CA02',)	indoramin	19078808	('C02CA02',)	indoramin	141	63.99902818270165
1105775	('R03DA05',)	aminophylline	1105775	('R03DA05',)	aminophylline	139	60.193838254172015
1763779	('D01AA08', 'D01BA01')	griseofulvin	1763779	('D01AA08', 'D01BA01')	griseofulvin	139	135.27385892116183
19014035	('C04AX21',)	nafronyl	19014035	('C04AX21',)	nafronyl	136	58.614114114114116
19069022	('A01AA01', 'A12CD01')	sodium fluoride	19069022	('A01AA01', 'A12CD01')	sodium fluoride	134	55.92039800995025
724816	('N05BA04',)	oxazepam	724816	('N05BA04',)	oxazepam	134	75.8127802690583
43013024	('B01AF02',)	apixaban	43013024	('B01AF02',)	apixaban	134	49.693069306930695
1398399	('L02BG06',)	exemestane	1398399	('L02BG06',)	exemestane	133	47.45084745762712
1583722	('A10BJ01',)	exenatide	1583722	('A10BJ01',)	exenatide	133	44.689008042895445
908464	('A02AA01', 'A06AD01')	magnesium carbonate	908464	('A02AA01', 'A06AD01')	magnesium carbonate	133	84.86687306501548
19026096	('D07AC06', 'D07XC04')	diflucortolone	19026096	('D07AC06', 'D07XC04')	diflucortolone	132	125.0913140311804
19003999	()	Unknown	19003999	()	Unknown	132	43.59836065573771
1512674	('G03AC10',)	drospirenone	1512674	('G03AC10',)	drospirenone	132	88.11661341853035
1558471	('G02CB03', 'N04BC06')	cabergoline	1558471	('G02CB03', 'N04BC06')	cabergoline	132	66.30675593426659
934262	('A07EC04',)	balsalazide	934262	('A07EC04',)	balsalazide	131	59.9358372456964
1343039	('L02AE04',)	triptorelin	1343039	('L02AE04',)	triptorelin	130	61.2448132780083
1505346	()	Unknown	1505346	()	Unknown	129	52.51888341543514
733301	('N05BE01',)	buspirone	733301	('N05BE01',)	buspirone	127	56.942992874109265
978236	('D11AX16', 'L01XX79', 'P01CX03')	eflornithine	978236	('D11AX16', 'L01XX79', 'P01CX03')	eflornithine	127	84.39443155452436
1560524	('B05CX01', 'V04CA02', 'V06DC01')	glucose	1560524	('B05CX01', 'V04CA02', 'V06DC01')	glucose	127	54.771929824561404
1517070	('H01BA02',)	desmopressin	1517070	('H01BA02',)	desmopressin	126	54.88864864864865
956266	('D07AC07',)	flurandrenolide	956266	('D07AC07',)	flurandrenolide	126	92.07003891050584
734275	('N03AA02',)	phenobarbital	734275	('N03AA02',)	phenobarbital	125	60.45649674204676
1346686	('C09CA02',)	eprosartan	1346686	('C09CA02',)	eprosartan	125	48.4543404735062
1363749	('C09AA09',)	fosinopril	1363749	('C09AA09',)	fosinopril	124	55.70938215102975
19087090	('N04BB01',)	amantadine	19087090	('N04BB01',)	amantadine	121	46.82539682539682
19003010	('N02AX05',)	meptazinol	19003010	('N02AX05',)	meptazinol	121	57.02772643253235
19069076	()	Unknown	19069076	()	Unknown	119	61.21772939346812
19050375	('C10AB08',)	ciprofibrate	19050375	('C10AB08',)	ciprofibrate	119	68.57345971563981
950370	('C07AA15', 'S01ED05')	carteolol	950370	('C07AA15', 'S01ED05')	carteolol	118	54.87416666666667
1352890	('B05AA05',)	dextran	1352890	('B05AA05',)	dextran	118	58.290055248618785
751347	('N03AA03',)	primidone	751347	('N03AA03',)	primidone	118	50.79964061096137
19086560	('A06AB03',)	danthron	19086560	('A06AB03',)	danthron	118	68.88372093023256
1156378	('M01AE09', 'M02AA19', 'R02AX01', 'S01BC04')	flurbiprofen	1156378	('M01AE09', 'M02AA19', 'R02AX01', 'S01BC04')	flurbiprofen	118	102.44
1555120	('H02AA02',)	fludrocortisone	1555120	('H02AA02',)	fludrocortisone	117	58.89100817438692
1341238	('G04CA03',)	terazosin	1341238	('G04CA03',)	terazosin	117	47.22722029988466
715997	('N06DA02',)	donepezil	715997	('N06DA02',)	donepezil	114	68.19047619047619
955583	('C05AA06', 'D07AB06', 'D07XB04', 'D10AA01', 'S01BA07', 'S01CB05')	fluorometholone	955583	('C05AA06', 'D07AB06', 'D07XB04', 'D10AA01', 'S01BA07', 'S01CB05')	fluorometholone	114	62.37823834196891
1301025	('B01AB05',)	enoxaparin	1301025	('B01AB05',)	enoxaparin	114	131.16239316239316
43532539	()	Unknown	43532539	()	Unknown	113	46.31515151515151
923081	('J01MA01', 'S01AE01', 'S02AA16')	ofloxacin	923081	('J01MA01', 'S01AE01', 'S02AA16')	ofloxacin	112	129.61904761904762
1513849	()	Unknown	1513849	()	Unknown	111	78.03358925143954
1592180	('C10AA06',)	cerivastatin	1592180	('C10AA06',)	cerivastatin	110	55.64981949458484
45775584	()	Unknown	45775584	()	Unknown	110	55.05897435897436
